,sentence,label
125,Havin' a birthday in the house.,0
126,What the hell is going on around here?,0
127,"Don't get mad, honey. Listen.",0
128,You're home a little early. I was gonna clean it all up before you got home.,0
129,"Jump, jump, jump, jump, jump.",0
130,Honey. What are you looking for?,0
131,I'd be careful. That pony had a lot of water.,0
132,Party's over.,0
133," She called you and you bust the birthday party. Great  Don't you dare make me out to be the monster here, Daniel!",0
134,You have all the fun and I get whatever's left over.,0
135, You chose the career.,0
136, I have no choices here. I have no choices!,0
137,"Even when I try to do something fun, you do it ten times bigger!",0
138,I bring home a cake and gifts.,0
139,You bring the goddamn San Diego Zoo!,0
140, And I have to clean up!,0
141," It's not toxic waste, just a few party plates!",0
142,Why am I the only one that feels there has to be rules?,0
143,Why do you always make me out to be the heavy?,0
144,I don't. You do it yourself quite naturally.,0
145, You set me up every time to be the bad guy.,0
146," Oh, lighten up, will ya?",0
147,You spend too much time with those corporate clones you used to despise.,0
148,"I spend too much time with you, Daniel.",0
149,It's over!,0
150,It's over.,0
151,"Come on, Miranda. We've got problems, but who doesn't? We could work 'em out.",0
152,We've been trying to work them out for 14 years.,0
153,"Come on, please. Listen.",0
154,"Maybe we need some help, OK?",0
155,Maybe a family therapist will help us do this together.,0
156,It's too late for that.,0
157,"Well, let's take a vacation with the kids, as a family. Get you away from work.",0
158,You're a different person.,0
159,You really are. You're great.,0
160,Our problems would be waiting for us when we got back.,0
161,"We'll move, and hopefully our problems won't follow us.",0
162,"Daniel, please don't joke.",0
163,OK.,0
164,Yeah. We've just grown apart. We're different.,0
165, We have nothing in common.,0
166," Oh, sure we do. We love each other.",0
167,"Come on, Miranda. We love each other.",0
168,Don't we?,0
169,I want a divorce.,0
170,No.,0
171,We can't. We're a family. You know?,0
172,I'm so sorry.,0
173,"Yeah, Ma, he told me all about it.",0
174,"Yeah, Ma. I heard, I heard.",0
175," Well, yeah, he's here.",0
176, No.,0
177,"Ma, he's not really in the mood to talk.",0
178,"Yeah, depressed.",0
179,"I mean, his marriage is ending.",0
180,My marriage is not ending. It's just on hiatus.,0
181,"Ma, I think he's in a little bit of denial.",0
182,"No, we're taking good care of your little boy.",0
183,"Don't worry, Mom.",0
184," Hi, Evelyn. Thanks for the jam.",0
185, She says you're welcome.,0
186,That beige concealer.,0
187,When are we gettin' more of it?,0
188, Next week.,0
189," You hear that, Ma? Next week.",0
190,"Wait, hang on.",0
191, Enough already. It's a man.,1
192, How would you know?,0
193,Bitch.,0
194,"No, Ma, not you. I was talkin' about the dog.",0
195,"Ma, listen. We got people waitin' for us on the set.",0
196,"Oh, yeah. It's a busy life, Ma.",0
197,"Places to go, faces to paint.",0
198,"Yeah, I'll tell him, Ma.",0
199,"Don't worry, I'll tell him.",0
200,"Yeah. Hold on, Ma.",0
201,She wants to know if you want to come stay with her.,0
202, No way.,0
203," He says he'll think about it, Ma.",0
204,"I will. All right. I love you, too.",0
205,"Bye, Ma.",0
206,"Hey, listen, you know you can always stay with us just as long as you want.",0
207,"Thank you, but I'm OK, really.",0
208,"I mean, this is just a temporary thing.",0
209,I know Miranda. It's gonna blow over.,0
210,"Mr and Mrs Hillard, although these custody proceedings tend to favour the mother,.",0
211,".we also realise, perhaps now more than ever, that it is not in a child's best interest.",0
212,.to deprive him or her of an obviously loving father.,0
213,"However, since at the present time Mr Hillard has no place to live and no employment,.",0
214,.it is the court's ruling to award sole custody to Mrs Hillard.,0
215,  Congratulations.,0
216, No.,0
217,Mr Hillard will have visitation rights every Saturday.,0
218, Can't you do something?,0
219, He's made his decision.,0
220,"Isn't it traditional to say ""I object"" or something?",0
221,"Your Honour, please.",0
222,Every Saturday? That's one day a week.,0
223,That's not enough.,0
224,"I have to be with my children. It's not a question. I have to be with them, sir. Please.",0
225,"I know it seems like a lot, but for me it's not enough. Really.",0
226,I haven't been away from 'em for more than one day since the day they were born.,0
227," Mr Hillard, this ruling is only temporary.",0
228," Oh, good.",0
229,I will assign a court liaison to oversee your case.,0
230,There will be a continuance of these proceedings in 90 days.,0
231," I'm giving you three months, Mr Hillard.",0
232, Thank you.,0
233,"Three months in which to get ajob, keep it and create a suitable home.",0
234,"If this proves to be a possibility for you,.",0
235,.I will consider ajoint-custody arrangement when we reconvene. We're adjourned.,0
236,"Well, it looks like there is a little light at the end of our tunnel.",0
237, That's all my stuff.,0
238, This is all my fault.,0
239,"God, no. Why would you think that?",0
240,"I should have never had a birthday, Dad.",0
241, This never would have happened.,0
242," Yes, it would.",0
243,"It was an accident waiting to happen, OK?",0
244,You did nothing wrong. You got that?,0
245,"OK, gimme five.",0
246,You're the man of the house now.,0
247,Don't be messy.,0
248, You can't go now.,0
249," Honey, I have to.",0
250,We're in the middle of 'Charlotte's Web'.,0
251,Who's gonna finish it?,0
252,"Well, Grandma will finish it for you.",0
253,"She's not as good. She always skips parts, and she never does the voices.",0
254,"She smells funny, too.",0
255,That's the formaldehyde.,1
256,That's why Granny's so well preserved.,0
257,"Hey, come here.",0
258,Hey! It's the same as always.,0
259,"We just have a really big backyard, OK?",0
260,  I love you.,0
261,  I love you.,0
262,I'll miss you. Saturday comes real quick.,0
263, I'll miss you.,0
264, Ditto.,0
265,"Oh, Dad.",0
266, Take care of her.,0
267, OK.,0
268,Goodbye.,0
269,"Thanks for the time, warden.",0
270,"Bye, Dad.",0
271,"As your court liaison, I will be looking at two things.",0
272, Your living environment.,0
273," It's more like a habitat, really.",0
274,And I will be coming by on Monday and Friday evenings to inspect it.,0
275,"Well, I'll put on a chicken.",0
276,And there's always the job issue.,0
277,This is the nearest employment office. I took the liberty of making an appointment for you.,0
278, Thank you.,0
279," By the way, do you have any special skills?",0
280,"Oh, yes. I do.",0
281,I do voices.,1
282,"What do you mean, you do voices?",0
283,"Vell, I do voices.",1
284,Yes!,0
285, We're looking for intelligent life.,1
286,"Oops, mistake!",0
287, Happy to be in America.,0
288,Don't ask for a green card.,0
289,I want you in the worst way.,0
290, This meeting is certainly not going well for me.,0
291," Hey, boss, give her a chance.",0
292,She's gonna loosen up any moment.,0
293," Moneypenny, I want to undo that bow and get to know you.",0
294,I'm crazy to make a deal with you!,0
295, Nancy and I are looking for the other half of my head.,0
296, They're doin' it!,0
297,I'm sittin' on a gold mine!,0
298,"Don't make me smack you, sweetheart.",0
299,Figaro!,0
300,I do a great impression of a hot dog.,0
301,"Mr Hillard, do you consider yourself humorous?",0
302,I used to.,0
303,There was a time when I found myself funny.,0
304,But today you have proven me wrong.,0
305,Thank you.,0
306,"Listen, bottom line.",0
307,"I need to be with my children, and I'll do anything to do that.",0
308,You just tell me what to do.,0
309, Excuse me. You Tony?,0
310, That's me.,0
311,"Hi. I'm Daniel Hillard, the actor.",0
312,Follow me.,0
313,"Oh, films! Will I be introducing these movies on air?",0
314, Not exactly.,0
315, What do I do?,0
316,You take all these cans.,0
317,You box 'em and you ship 'em.,1
318,Then you box those cans over there.,0
319,Ship them. Then more will come in.,1
320,"You box those, you ship those.",1
321,Any questions?,0
322,After you box 'em.?,0
323,You ship 'em.,1
324,"Lots of luck, smartass.",0
325,I think I made a friend.,0
326, Miranda.,0
327, Stu!,0
328,"Hello, Miranda.",0
329, It's been a long time.,0
330, Yes.,0
331,Mr Dunmeyer's come by to look over your sketches.,0
332,Um.,0
333,Let me show you to the conference room.,0
334,"As you probably know, the estate was built in 1876.",0
335,These sketches are meant to reflect your desire to have it completely restored.,0
336,You look better than ever.,0
337,The lobby will resemble a music salon with inspiration from the French Second Empire.,0
338,I was thinking a 17th-century grand piano.,0
339,I've been following your career these past couple of years.,0
340,"A tufted sofa, a Flemish tapestry, a brass-bound Regency-style table.",0
341,I'd love to get reacquainted. Catch up.,0
342,"Mantel clocks,.",0
343,".fringed, upholstered chairs, heavy drapes.",0
344,"Can we talk? Over dinner, maybe?",0
345,"Stuart, thank you. I. I.",0
346,I. I'm at the beginning of a divorce.,0
347,It just didn't work out.,0
348," Oh, Miranda, I'm sorry.",0
349, You don't have to say that.,0
350,"No, really. I mean, I never held any grudges or anything. I just.",0
351,"Well, I always hoped you'd find happiness.",0
352,"Oh, God, that's so nice.",0
353,I was just worried my coming in here might scare you off the project.,0
354,"No, no. Of course not. l.",0
355,I'm a professional. I'm.,0
356,I was flattered that you thought of me after all these years and everything.,0
357,"Yeah, everything.",0
358,Well. Ancient history.,0
359,Yeah.,0
360,Yeah.,0
361, I'm late. I've got a meeting at the bank.,0
362, Oh.,0
363,Can we talk maybe later in the week?,0
364, Sure.,0
365, Good.,0
366,It's good to see you again.,0
367,"Mmm, good, huh?",0
368,"I know the place doesn't look like much now, but.",0
369,.it'll be OK. How do you like it?,0
370, Nice.,0
371, It's OK.,0
372,Detestable.,0
373,"Hey, just give me some time.",0
374,I'm not too comfortable with this new lifestyle.,0
375,Neither are we.,0
376,"I know it's hard, sweetie.",0
377,Can't you just tell Mom you're sorry?,0
378,Wish I could.,0
379,"You know, grown-up problems.",0
380,"They're a little more complicated, Nattie.",0
381,How is the old battle-axe?,0
382, Your mom.,0
383, She's fine.,0
384,Oh. I'm glad to hear that.,0
385,I'd hate to think that she came down with amoebic dysentery or piles.,0
386,What's amoebic dysentery?,0
387,It's an infection in your tummy where you get diarrhoea for ever.,0
388, Diarrhoea for ever?,0
389, And your body dries up and you die.,0
390, You die?,0
391, You don't have to be so graphic with her.,0
392, I read about it in a science book.,0
393, Why would you want Mommy to die?,0
394,"Oh, honey, I don't want Mommy to die.",0
395,Then why did you say that?,0
396,"Look, Dad, you're not trying very hard.",0
397,We only get to come here once a week.,0
398,That's not very much.,0
399,You're right. I'm sorry. I'll try harder.,0
400,"Nattie, I'll think good thoughts, OK?",0
401, About Mommy?,0
402, I'll try. I really will.,0
403, And call her a princess.,0
404," Oh. Oh, yes.",0
405,And right now I feel like a toad.  Daddy's a toad.,0
406, That's Mom.,0
407, Can't be. She's an hour early.,0
408,"Come on, Nattie, we gotta go.",0
409,"No, no! Come on, sit down, sit down.",0
410,Sit down!,0
411,You don't have to run off when she honks the horn.,0
412,"Come on, you're on my time now.",0
413,"You're my goddamn kids, too!",0
414,Come on. Hey.,0
415,Hi.,0
416,"Oh, Daniel. Charming.",0
417,"Thank you, Miranda.",0
418,I was going for a refugee motif.,0
419,Fleeing-my-homeland kind of thing.,0
420,But look at you!,0
421,This lovely 'Dances with Wolves' motif.,0
422,What's your lndian name: Shops With A Fist?,0
423, Are my children ready yet?,0
424," No, our children are not ready yet.",0
425,.because you are an hour early and you were late dropping them off.,0
426,"Daniel, I don't have time for this. I have to drop something off at the newspaper office.",0
427,Newspaper? Are you taking out one of those personal ads?,0
428,"""DWF seeks WWWM with BMW, into light B&D""?",0
429,I'm placing an ad for a housekeeper.,0
430,Housekeeper?,0
431,Why do you need a housekeeper?,0
432,"I need someone to be there when the children get home from school, to clean, start dinner.",0
433, How much are you gonna pay?,0
434, $300 a week. Is that all right?,0
435,300.,0
436, May I see the ad?,0
437, I have a right as their father. Please?,0
438, All right. Anything else you wanna see?,0
439, Are you offering?,0
440, Not any more.,0
441,What's the change?,0
442, Are you guys all right?,0
443," Yeah, Mommy. We're fine.",0
444,Ugh!,0
445,"Miranda, why not let me take care of the kids?",0
446,"I'll pick 'em up after school, be with them, then drop them off at your house after work.",0
447, That'd be great!,0
448, Please!,0
449, Look. The kids love it.,0
450," Mommy, please!",0
451,I'll think about it.,0
452,"We're his goddamn kids, too.",0
453,Kids say the darndest things.,0
454,"Thank you. Any other choice phrases you'd like to teach our five-year-old, Daniel?",0
455,"Oh.! Come on, everybody get their coats. Come on.",0
456, Put them on and let's get out of here.,0
457," OK, Mom.",0
458,"I would say go to the bathroom before we go, but I don't think that's a good idea.",0
459,Don't forget anything.,0
460,I don't wanna come back.,0
461,"Come on, let's go.",0
462, See you Saturday.,0
463, Say goodbye to your father.,0
464,"Goodbye, Daddy.",0
465, Here's your ad.,0
466, I'll get my purse.,0
467,"Yeah, you'd better.",0
468, Hello. Are you calling in response to the ad?,0
469,Uh-huh.,0
470, Who was your previous employer?,0
471, I was in a band. Severe Tyre Damage.,0
472, In a band?,0
473, I just wanna know one thing.,0
474,"Are your kids well-behaved, or do they need, like, a few light slams every now and then?",0
475, Um. I'll have to get back to you.,0
476,Wow!,0
477,My name is Ilsa Himmelman.,0
478,How many children do you have?,0
479, I have two girls and a boy.,0
480," Oh, a boy!",0
481, I don't work with the males cos I used to be one.,1
482,Yikes.,0
483, Hello.,0
484," Leyla, get back in your cell! Don't make me get the hose!",0
485,Hello?,0
486,I. am. job.,0
487, Do you speak English?,0
488, I. am. job.,0
489,I'm sorry. The position has been filled.,0
490,"Oh, what a nightmare!",0
491,Let's go in for the kill.,0
492, Hello?,0
493,  Hello.,0
494,I'm calling in regards to the ad I read in the paper.,0
495,"Yes. Well, would you tell me a little bit about yourself?",0
496,"Oh, certainly, dear.",0
497,"For the past 15 years I've worked for the Smythe family of Elbourne, England.",0
498,"That's Smythe, not Smith, dear.",0
499,"And for them, I did housecleaning, cooking, and took care of their four glorious children.",0
500,"Oh, I grew quite attached to them after 15 years, but they grew up, as children tend to.",0
501,"Oh, but listen to me. I am going on when you should be telling me about your little ones.",0
502," Well, I have two girls.",0
503," Oh, two precious gems.",0
504,No doubt the jewel of your eye.,0
505, And one boy.,0
506," Oh, the little prince. How wonderful.",0
507,"I must tell you, a little light cooking is required.",0
508,"Oh, I don't mind that, dear.",0
509,I'd love some heavy cooking.,0
510,"But I do have one rule: they'll only eat good, nutritious food with me.",0
511,"And if there's any dispute, it's either good, wholesome food or empty tummies.",1
512,That's my rule.,0
513,"I hope it's not too harsh for you, dear.",0
514,No! Um.,0
515,Would you mind coming on an interview?,0
516,"Say, Monday night at 7.30?",0
517," Oh, I'd love to, dear.",0
518, Wonderful.,0
519,I'm at 2640 Steiner Street.,0
520,"Steiner. Oh, how lovely.",0
521, Could you tell me your name?,0
522, My name?,0
523,"I thought I gave it to you, dear.",0
524, No.,0
525, Oh!,0
526, Doubtfire.,0
527, I beg your pardon?,0
528,"Doubtfire, dear. Mrs Doubtfire.",0
529," Well, I look forward to meeting you.",0
530," Oh, lovely, dear. Me, too.",0
531, Bye-bye.,0
532, Ta-ta.,0
533,Showtime.,0
534," Daniel, hi.",0
535, Could you make me a woman?,1
536,"Honey, I'm so happy!",0
537," Oh, come here.",0
538, I knew you'd understand.,0
539, Is this gonna hurt?,0
540, Don't whine. Just relax.,0
541, Are you sure?,0
542," Just remember, pain is beauty.",0
543," OK, take a deep breath. lnstant eye lift.",1
544, Whoa.,0
545,And the strings are under the wig.,1
546, The man has five-o'clock shadow at 8.30am.,0
547," All right, we'll start with make-up.",0
548, I'm not gonna wax.,1
549, Don't worry. We'll just lightly spackle.,1
550, I feel like Gloria Swanson.,0
551, You look like her mother.,0
552,"I'm ready for my close-up, Mr DeMille.",0
553,"OK, everyone. Let's pray.",0
554, I hope you are using Jungle Red. That is the colour I love.,0
555, Matches your lips.,0
556, God bless you.,0
557,I'm feeling fabulous because I met this beautiful Cuban.,1
558,Every night is like the Bay of Pigs.,0
559,I can't lie to you. It's beautiful with him.,0
560,I don't know. This would scare the children.,1
561,Maybe this is too much for them.,0
562,I think we have to go to the next level.,0
563,Latex.,1
564,"Oy, it was such a shandeh.",1
565,I should never buy gribbenes from a mohel.,1
566,It's so chewy.,0
567," No, I feel like Bubbee. This is not working.",0
568, Don't worry.,0
569,It's a work in progress and you're my brother.,0
570,I will never let you be embarrassed.,0
571, God bless you.,0
572, We'll have to do the entire face.,0
573,But look at this nice thing we have here.,0
574,"Matchmaker, matchmaker, make me a match Find me a find, catch me a catch Don't tell me not to live, just sit and putter Life's candy and the sun's a ball of butter Don't bring around a cloud to rain on my parade It's not working. I need to go older.",0
575,Older? Like Shelley Winters older or Shirley MacLaine older?,0
576, What's the difference?,0
577, Some Scotch tape and red hair dye.,1
578, What about Joan Collins?,0
579," Oh, I don't think I have the strength.",1
580,But I have some plaster.,0
581,"( ""Luck Be a Lady Tonight"" by Frank Sinatra) Luck, be a lady tonight Luck, be a lady tonight Luck, if you've ever been a lady to begin with Luck, be a lady tonight Luck, let a gentleman see How nice a dame you can be I know the way you've treated other guys you've been with Luck, be a lady with me Luck, be a lady  Are we close?",0
582, Any closer.,0
583,.and you'd be Mom.,0
584,Tonight!,0
585,That's disgusting!,0
586, The most revolting thing I've ever seen.,0
587,  Awesome.,0
588,"What is this? Turn it off, will you?",0
589,Come on. I want you to meet this lady with me.,0
590,"I want you to be polite to her, then.",0
591,tell me what you think.,0
592,Everybody stand over here and help me decide what to do.,0
593,"Hello. Mrs Hillard, I presume.",0
594,Yes. I'm Miranda Hillard.,0
595,Euphegenia Doubtfire.,0
596,Yes. Won't you please come in?,0
597,"Thank you, dear.",0
598, And these must be the cherubs.,1
599, Yes.,0
600, This is Natalie.,0
601," Oh, hello, Natalie.",0
602, Are you wearing bug spray?,0
603, Nattie!,0
604,"It's quite all right, dear. No offence taken.",0
605,I was a little liberal with the atomiser.,0
606,"And at my age, it's like a good Stilton.",0
607,Everything has its own aroma.,0
608,"I admire that honesty, Nattie.",0
609,"That's a noble quality. Never lose that,.",0
610,.because it often disappears with age or entering politics.,0
611,Look at that face.,0
612,"You remind me of Stuart Little,.",0
613,.one of the most honourable creatures in all of literature.,0
614," Do you know that book, 'Stuart Little'?",0
615, Yeah! It's one of my favourites.,0
616,"Mine, too! Maybe I could read it to you - if I get the position.",0
617, That would be wonderful.,0
618, And who is this strapping young lad?,0
619, This is Chris.,0
620," Hello, Christopher.",0
621,Hello.,0
622,"Jeez, you're big for a lady.",0
623,You could play for the 49ers.,0
624,"Well, I was a fullback.",0
625,"But that's European football, dear.",0
626, Soccer?,0
627," Yes. You play soccer, too?",0
628, Yeah!,0
629," Oh, isn't that amazing?",0
630,"Yes, I was captain of the women's team.",0
631,We won three university championships.,0
632,"Oh, but that was decades ago!",0
633,But I was more disciplined then. I always put my studies ahead of my athletics.,0
634,I'm sure you're the same and you've done all your homework already.,0
635," Well, not exactly.",0
636, Really? Oh. That's a pity.,0
637,Young men who don't do their studies often miss out on more amusing activities.,0
638, And who is this young lady?,0
639, This is Lydia.,0
640,"Hello, Lydia.",0
641,"This isn't fair, Mom.",0
642,Why do we need a housekeeper anyway?,0
643, This is all I need.,0
644, Why can't Dad do it?,0
645,"Dear, I don't think it's appropriate to argue with your mother in front of a stranger.",0
646,I just don't see why we can't spend the extra time with Dad.,0
647,"Maybe she's right, dear. Maybe their father would be a more appropriate person.",0
648,"No, I don't think so.",0
649,"It's not my fault, honey. If he would get ajob and a decent apartment.",0
650," You see, he's the kind.",0
651," Excuse me, dear.",0
652,I'm sure you'd want the children to step out of the room.,0
653,.before you verbally bash their father. Hm?,0
654,"If I did that, I might never see them again.",0
655, I'm sorry. You're right.,0
656, No harm done.,0
657, You're absolutely right.,0
658, I'm not a therapist. I just see what I see.,0
659,Why don't you guys go on upstairs?,0
660,I'll be up in a minute.,0
661, It's lovely to meet you.,0
662," Yeah, nice to meet you.",0
663,"You too, Lydie.",0
664," Oh, they're a spirited bunch.",0
665, Yes.,0
666, Especially Lydie. She's got daggers for you.,0
667, I know.,0
668, They're very upset with me right now.,0
669, Probably the divorce.,0
670,How did you know?,0
671,"You can sense it, dear - the way she talks about her father.",0
672,"I don't think he's in the Navy, the way she's saying she misses him. It's like he's nearby.",0
673, Yes.,0
674," Oh, that's so sad.",0
675, Would you care to have a cup of tea?,0
676, I'd love that.,0
677, It's right in here.,0
678, What a lovely home you have.,0
679, Did you decorate this yourself?,0
680," Yes, I did.",0
681,"Oh, it reeks of taste! Isn't this lovely, dear!",0
682, Here's my ré'sumé'.,0
683, Oh. Thank you.,0
684, Let me start this tea.,0
685," Oh, no, dear. Let me get that for you.",0
686,You've had a hard day. You just sit yourself down on that stool and leave the tea to me.,0
687,Thank you. That's very nice of you.,0
688,"Oh, not at all, dear.",0
689, Oh. What a wonderful ré'sumé'.,0
690," Thank you, dear.",0
691,"""Expert in first aid and CPR."" And Heimlich manoeuvre, dear.",1
692,You can never be too prepared when little ones are around.,0
693,They'll swallow anything.,1
694,You've got to be ready to pop it out.,0
695,"Oh, let's see.",0
696,Oh! What a perfectly appointed little cubby!,0
697,Look at this. Everything has its place and name tag.,0
698,How precise! It's lovely.,0
699,My husband never appreciated it.,0
700,Oh. Poor dolt.,0
701,"That's not the reason you divorced him, was it?",0
702,No.,0
703,"It's so sad, because marriage can be such a blessing.",0
704, So can divorce.,0
705, Oh.,0
706,Daniel is a. very difficult man to live with.,0
707,But the children are crazy about him.,0
708,You don't have to be a psychic to sense that.,0
709,"My, you certainly do know your way around a kitchen!",0
710,Oh! Uh.,0
711,It's just because everything is so accessible.,0
712,You designed it.,0
713,"I'm amazed there isn't a little label there that says ""spoons"".",0
714,You remind me of someone.,0
715,Really? Who?,0
716,I feel like I've known you for years.,0
717,Maybe we knew each other in another life.,0
718,I would love for you to come and work with us.,0
719, So would l.,0
720, Great!,0
721,It would be an honour.,0
722,To us.,0
723,To us. The start of a business relationship.,0
724,"Good evening, dear.",0
725,"Evening, ma'am.",0
726,"Cold night, isn't it?",0
727,"Yes, it is.",0
728,Hope you have somethin' nice and warm to go home to.,0
729,My back.,0
730,"Jesus! If I find the misogynistic bastard that invented heels, I'll kill him.",1
731,God.!,0
732,Excuse me.,0
733,Mrs Sellner!,0
734,Have we met?,0
735,No. But Danny's told me all about you.,0
736,I'm his sister.,0
737,His. much older sister.,0
738, You have his eyes.,0
739, Only if he fills out a donor card.,0
740, Is Mr Hillard in? I have an appointment.,0
741," Do you? Oh, that's wonderful.",0
742,Let me go up and get him and he'll be right down.,0
743, I'll come with you.,0
744, No.,0
745, Yes.,0
746, Why?,0
747,Because I have an appointment on Monday and Friday evenings to check the apartment.,0
748,I remember him saying something about that.,0
749,"Are you sure, dear?",0
750,"It's three floors, hoofin' it all the way.",1
751," If you can do it, I can.",0
752, I'll bet so!,0
753, Is your ticker all right?,0
754, Topnotch.,1
755,"Oh, good! Cos I don't want to jump-start ya.  Damn door.",0
756,"Come in, please, dear. Sorry about that.",0
757,Here we are. Daniel's abode.,0
758,"Oh, that's mine, dear.",0
759,I'm a messy house guest.,0
760,"Well, just make yourself at home.",0
761,I'll be right back.,0
762,He'll be back. I'll go get him.,0
763,Don't be afraid. I'll be right there. Danny!,0
764,"Danny boy, where are you?",0
765,"Oh, here he is, dear. I found him.",0
766,"Danny, there's a Mrs Sellner here to see you!",0
767," Oh, is she here?",0
