,0
248,"He did?
"
249,"
"
250,"- I told him you'd call first thing tomorrow.
"
251,"- Yes, I will.
"
252,"
"
253,"Miss Hillard? The operator
"
254,"has a Gloria Chaney on hold.
"
255,"
"
256,"- She says it's an emergency.
"
257,"- Excuse me.
"
258,"
"
259,"Gloria?
"
260,"
"
261,"( ""Jump Around"" by House of Pain)
"
262,"
"
263,"- Oh, my God!
"
264,"- Is this your residence, ma'am?
"
265,"
"
266,"Yes, I'm sorry to say it is.
"
267,"
"
268,"Are you aware it's illegal to possess
"
269,"barnyard animals in a residential area?
"
270,"
"
271,"- What if you're married to one?
"
272,"- We're also responding to a noise violation.
"
273,"
"
274,"I'm going to respond myself.
"
275,"I'm awfully sorry about this. I'll...
"
276,"
"
277,"You ate my begonias! God!
"
278,"
"
279,"Get out of my way!
"
280,"
"
281,"(pandemonium)
"
282,"
"
283,"Jump around
"
284,"
"
285,"Jump around
"
286,"
"
287,"Jump around
"
288,"
"
289,"Jump up, jump up and get down
"
290,"
"
291,"Everybody jump, jump, jump, jump, jump
"
292,"
"
293,"Oh... Shoo! Get! Get!
"
294,"
"
295,"I'm the cream of the crop
"
296,"I rise to the top
"
297,"
"
298,"I never eat a pig, cos a pig is a cop
"
299,"
"
300,"Or better yet a Terminator
"
301,"like Arnold Schwarzenegger
"
302,"
"
303,"Try to play me out, like
"
304,"as if my name was Sega
"
305,"
"
306,"I'm comin' to get ya, I'm comin' to get ya
"
307,"
"
308,"Spittin' out lyrics, homey I'll wet ya
"
309,"
"
310,"I came to get down, I came to get down...
"
311,"
"
312,"Hah!
"
313,"
"
314,"Miranda! Whassup?
"
315,"
"
316,"You're home early, girlfriend.
"
317,"
"
318,"Havin' a birthday in the house.
"
319,"
"
320,"What the hell is going on around here?
"
321,"
"
322,"Don't get mad, honey. Listen.
"
323,"
"
324,"You're home a little early. I was gonna
"
325,"clean it all up before you got home.
"
326,"
"
327,"Jump, jump, jump, jump, jump...
"
328,"
"
329,"Honey... What are you looking for?
"
330,"
"
331,"I'd be careful. That pony had a lot of water.
"
332,"
"
333,"(music stops)
"
334,"
"
335,"Party's over.
"
336,"
"
337,"(Daniel) She called you
"
338,"and you bust the birthday party. Great(!)
"
339,"
"
340,"(Miranda) Don't you dare
"
341,"make me out to be the monster here, Daniel!
"
342,"
"
343,"You have all the fun
"
344,"and I get whatever's left over.
"
345,"
"
346,"- You chose the career.
"
347,"- I have no choices here. I have no choices!
"
348,"
"
349,"Even when I try to do something fun,
"
350,"you do it ten times bigger!
"
351,"
"
352,"I bring home a cake and gifts.
"
353,"You bring the goddamn San Diego Zoo!
"
354,"
"
355,"- And I have to clean up!
"
356,"- It's not toxic waste, just a few party plates!
"
357,"
"
358,"Why am I the only one
"
359,"that feels there has to be rules?
"
360,"
"
361,"Why do you always
"
362,"make me out to be the heavy?
"
363,"
"
364,"I don't. You do it yourself quite naturally.
"
365,"
"
366,"- You set me up every time to be the bad guy.
"
367,"- Oh, lighten up, will ya?
"
368,"
"
369,"You spend too much time with
"
370,"those corporate clones you used to despise.
"
371,"
"
372,"I spend too much time with you, Daniel.
"
373,"It's over!
"
374,"
"
375,"It's over.
"
376,"
"
377,"Come on, Miranda. We've got problems,
"
378,"but who doesn't? We could work 'em out.
"
379,"
"
380,"We've been trying to work them out
"
381,"for 14 years.
"
382,"
"
383,"Come on, please. Listen.
"
384,"Maybe we need some help, OK?
"
385,"
"
386,"Maybe a family therapist
"
387,"will help us do this together.
"
388,"
"
389,"It's too late for that.
"
390,"
"
391,"Well, let's take a vacation with the kids,
"
392,"as a family. Get you away from work.
"
393,"
"
394,"You're a different person.
"
395,"You really are. You're great.
"
396,"
"
397,"Our problems would be waiting for us
"
398,"when we got back.
"
399,"
"
400,"We'll move, and hopefully
"
401,"our problems won't follow us.
"
402,"
"
403,"Daniel, please don't joke.
"
404,"
"
405,"OK.
"
406,"
"
407,"Yeah. We've just grown apart. We're different.
"
408,"
"
409,"- We have nothing in common.
"
410,"- Oh, sure we do. We love each other.
"
411,"
"
412,"Come on, Miranda. We love each other.
"
413,"
"
414,"Don't we?
"
415,"
"
416,"I want a divorce.
"
417,"
"
418,"(whispers)
"
419,"No.
"
420,"
"
421,"We can't. We're a family. You know?
"
422,"
"
423,"I'm so sorry.
"
424,"
"
425,"Yeah, Ma, he told me all about it.
"
426,"
"
427,"Yeah, Ma. I heard, I heard.
"
428,"
"
429,"- Well, yeah, he's here.
"
430,"- No.
"
431,"
"
432,"Ma, he's not really in the mood to talk.
"
433,"
"
434,"Yeah, depressed.
"
435,"I mean, his marriage is ending.
"
436,"
"
437,"My marriage is not ending. It's just on hiatus.
"
438,"
"
439,"Ma, I think he's in a little bit of denial.
"
440,"
"
441,"No, we're taking good care of your little boy.
"
442,"Don't worry, Mom.
"
443,"
"
444,"- Hi, Evelyn. Thanks for the jam.
"
445,"- She says you're welcome.
"
446,"
"
447,"That beige concealer.
"
448,"When are we gettin' more of it?
"
449,"
"
450,"- Next week.
"
451,"- You hear that, Ma? Next week.
"
452,"
"
453,"Wait, hang on.
"
454,"
"
455,"- Enough already. It's a man.
"
456,"- How would you know?
"
457,"
"
458,"Bitch.
"
459,"
"
460,"No, Ma, not you. I was talkin' about the dog.
"
461,"
"
462,"Ma, listen. We got people
"
463,"waitin' for us on the set.
"
464,"
"
465,"Oh, yeah. It's a busy life, Ma.
"
466,"Places to go, faces to paint.
"
467,"
"
468,"Yeah, I'll tell him, Ma.
"
469,"
"
470,"Don't worry, I'll tell him.
"
471,"
"
472,"Yeah. Hold on, Ma.
"
473,"
"
474,"She wants to know
"
475,"if you want to come stay with her.
"
476,"
"
477,"- No way.
"
478,"- He says he'll think about it, Ma.
"
479,"
"
480,"I will. All right. I love you, too.
"
481,"
"
482,"Bye, Ma.
"
483,"
"
484,"Hey, listen, you know you can always
"
485,"stay with us just as long as you want.
"
486,"
"
487,"Thank you, but I'm OK, really.
"
488,"I mean, this is just a temporary thing.
"
489,"
"
490,"I know Miranda. It's gonna blow over.
"
491,"
"
492,"Mr and Mrs Hillard, although these custody
"
493,"proceedings tend to favour the mother,...
"
494,"
"
495,"..we also realise, perhaps now more than
"
496,"ever, that it is not in a child's best interest...
"
497,"
"
498,"..to deprive him or her
"
499,"of an obviously loving father.
"
500,"
"
501,"However, since at the present time Mr Hillard
"
502,"has no place to live and no employment,...
"
503,"
"
504,"..it is the court's ruling
"
505,"to award sole custody to Mrs Hillard.
"
506,"
"
507,"- (whispers) Congratulations.
"
508,"- No.
"
509,"
"
510,"Mr Hillard will have visitation rights
"
511,"every Saturday.
"
512,"
"
513,"- Can't you do something?
"
514,"- He's made his decision.
"
515,"
"
516,"Isn't it traditional
"
517,"to say ""I object"" or something?
"
518,"
"
519,"Your Honour, please.
"
520,"
"
521,"Every Saturday? That's one day a week.
"
522,"
"
523,"That's not enough.
"
524,"
"
525,"I have to be with my children. It's not
"
526,"a question. I have to be with them, sir. Please.
"
527,"
"
528,"I know it seems like a lot,
"
529,"but for me it's not enough. Really.
"
530,"
"
531,"I haven't been away from 'em for more than
"
532,"one day since the day they were born.
"
533,"
"
534,"- Mr Hillard, this ruling is only temporary.
"
535,"- Oh, good.
"
536,"
"
537,"I will assign a court liaison
"
538,"to oversee your case.
"
539,"
"
540,"There will be a continuance
"
541,"of these proceedings in 90 days.
"
542,"
"
543,"- I'm giving you three months, Mr Hillard.
"
544,"- Thank you.
"
545,"
"
546,"Three months in which to get ajob,
"
547,"keep it and create a suitable home.
"
548,"
"
549,"If this proves to be a possibility for you,...
"
550,"
"
551,"..I will consider ajoint-custody arrangement
"
552,"when we reconvene. We're adjourned.
"
553,"
"
554,"Well, it looks like there is
"
555,"a little light at the end of our tunnel.
"
556,"
"
557,"- That's all my stuff.
"
558,"- This is all my fault.
"
559,"
"
560,"God, no. Why would you think that?
"
561,"
"
562,"I should have never had a birthday, Dad.
"
563,"
"
564,"- This never would have happened.
"
565,"- Yes, it would.
"
566,"
"
567,"It was an accident waiting to happen, OK?
"
568,"
"
569,"You did nothing wrong. You got that?
"
570,"
"
571,"OK, gimme five.
"
572,"
"
573,"You're the man of the house now.
"
574,"
"
575,"Don't be messy.
"
576,"
"
577,"- You can't go now.
"
578,"- Honey, I have to.
"
579,"
"
580,"We're in the middle of 'Charlotte's Web'.
"
581,"Who's gonna finish it?
"
582,"
"
583,"Well, Grandma will finish it for you.
"
584,"
"
585,"She's not as good. She always skips parts,
"
586,"and she never does the voices.
"
587,"
"
588,"She smells funny, too.
"
589,"
"
590,"That's the formaldehyde.
"
591,"That's why Granny's so well preserved.
"
592,"
"
593,"Hey, come here.
"
594,"
"
595,"Hey! It's the same as always.
"
596,"We just have a really big backyard, OK?
"
597,"
"
598,"- (whispers) I love you.
"
599,"- (whispers) I love you.
"
600,"
"
601,"I'll miss you. Saturday comes real quick.
"
602,"
"
603,"- I'll miss you.
"
604,"- Ditto.
"
605,"
"
606,"Oh, Dad...
"
607,"
"
608,"- Take care of her.
"
609,"- OK.
"
610,"
"
611,"Goodbye.
"
612,"
"
613,"Thanks for the time, warden.
"
614,"
"
615,"Bye, Dad.
"
616,"
"
617,"As your court liaison,
"
618,"I will be looking at two things.
"
619,"
"
620,"- Your living environment...
"
621,"- It's more like a habitat, really.
"
622,"
"
623,"And I will be coming by on Monday
"
624,"and Friday evenings to inspect it.
"
625,"
"
626,"Well, I'll put on a chicken.
"
627,"
"
628,"And there's always the job issue.
"
629,"
"
630,"This is the nearest employment office. I took
"
631,"the liberty of making an appointment for you.
"
632,"
"
633,"- Thank you.
"
634,"- By the way, do you have any special skills?
"
635,"
"
636,"Oh, yes. I do.
"
637,"
"
638,"I do voices.
"
639,"
"
640,"What do you mean, you do voices?
"
641,"
"
642,"(German accent)
"
643,"Vell, I do voices.
"
644,"
"
645,"Yes!
"
646,"
"
647,"(as alien) We're looking for intelligent life.
"
648,"Oops, mistake!
"
649,"
"
650,"(as immigrant) Happy to be in America.
"
651,"Don't ask for a green card.
"
652,"
"
653,"(as monster)
"
654,"I want you in the worst way.
"
655,"
"
656,"(as Groucho Marx) This meeting
"
657,"is certainly not going well for me.
"
658,"
"
659,"(as Chico) Hey, boss, give her a chance.
"
660,"She's gonna loosen up any moment.
"
661,"
"
662,"(as James Bond) Moneypenny,
"
663,"I want to undo that bow and get to know you.
"
664,"
"
665,"(as salesman)
"
666,"I'm crazy to make a deal with you!
"
667,"
"
668,"(as Ronald Reagan) Nancy and I are
"
669,"looking for the other half of my head.
"
670,"
"
671,"(as Walter Huston) They're doin' it!
"
672,"I'm sittin' on a gold mine!
"
673,"
"
674,"(as Bogart)
"
675,"Don't make me smack you, sweetheart.
"
676,"
"
677,"Figaro!
"
678,"
"
679,"I do a great impression of a hot dog.
"
680,"
"
681,"Mr Hillard, do you
"
682,"consider yourself humorous?
"
683,"
"
684,"I used to.
"
685,"
"
686,"There was a time when I found myself funny.
"
687,"
"
688,"But today you have proven me wrong.
"
689,"Thank you.
"
690,"
"
691,"Listen, bottom line...
"
692,"
"
693,"I need to be with my children,
"
694,"and I'll do anything to do that.
"
695,"
"
696,"You just tell me what to do.
"
697,"
"
698,"- Excuse me. You Tony?
"
699,"- That's me.
"
700,"
"
701,"Hi. I'm Daniel Hillard, the actor.
"
702,"
"
703,"Follow me.
"
704,"
"
705,"Oh, films! Will I be
"
706,"introducing these movies on air?
"
707,"
"
708,"- Not exactly.
"
709,"- What do I do?
"
710,"
"
711,"You take all these cans.
"
712,"You box 'em and you ship 'em.
"
713,"
"
714,"Then you box those cans over there.
"
715,"Ship them. Then more will come in.
"
716,"
"
717,"You box those, you ship those.
"
718,"
"
719,"Any questions?
"
720,"
"
721,"After you box 'em...?
"
722,"
"
723,"You ship 'em.
"
724,"
"
725,"Lots of luck, smartass.
"
726,"
"
727,"I think I made a friend.
"
728,"
"
729,"- Miranda.
"
730,"- Stu!
"
731,"
"
732,"Hello, Miranda.
"
733,"
"
734,"- It's been a long time.
"
735,"- Yes.
"
736,"
"
737,"Mr Dunmeyer's come by
"
738,"to look over your sketches.
"
739,"
"
740,"Um...
"
741,"
"
742,"Let me show you to the conference room.
"
743,"
"
744,"As you probably know,
"
745,"the estate was built in 1876.
"
746,"
"
747,"These sketches are meant to reflect
"
748,"your desire to have it completely restored.
"
749,"
"
750,"You look better than ever.
"
751,"
"
752,"The lobby will resemble a music salon with
"
753,"inspiration from the French Second Empire.
"
754,"
"
755,"I was thinking a 17th-century grand piano...
"
756,"
"
757,"I've been following your career
"
758,"these past couple of years.
"
759,"
"
760,"A tufted sofa, a Flemish tapestry,
"
761,"a brass-bound Regency-style table...
"
762,"
"
763,"I'd love to get reacquainted. Catch up.
"
764,"
"
765,"Mantel clocks,...
"
766,"
"
767,"..fringed, upholstered chairs, heavy drapes.
"
768,"
"
769,"Can we talk? Over dinner, maybe?
"
770,"
"
771,"Stuart, thank you. I... I...
"
772,"
"
773,"I... I'm at the beginning of a divorce.
"
774,"
"
775,"It just didn't work out.
"
776,"
"
777,"- Oh, Miranda, I'm sorry.
"
778,"- You don't have to say that.
"
779,"
"
780,"No, really. I mean, I never
"
781,"held any grudges or anything. I just...
"
782,"
"
783,"Well, I always hoped you'd find happiness.
"
784,"
"
785,"Oh, God, that's so nice.
"
786,"
"
787,"I was just worried my coming in here
"
788,"might scare you off the project.
"
789,"
"
790,"No, no. Of course not. l...
"
791,"
"
792,"I'm a professional. I'm...
"
793,"
"
794,"I was flattered that you thought of me
"
795,"after all these years and everything.
"
796,"
"
797,"Yeah, everything.
"
798,"
"
799,"Well... Ancient history.
"
800,"
"
801,"Yeah.
"
802,"
"
803,"Yeah.
"
804,"
"
805,"- I'm late. I've got a meeting at the bank.
"
806,"- Oh.
"
807,"
"
808,"Can we talk maybe later in the week?
"
809,"
"
810,"- Sure.
"
811,"- Good.
"
812,"
"
813,"It's good to see you again.
"
814,"
"
815,"(Daniel)
"
816,"Mmm, good, huh?
"
817,"
"
818,"I know the place
"
819,"doesn't look like much now, but...
"
820,"
"
821,"..it'll be OK. How do you like it?
"
822,"
"
823,"- Nice.
"
824,"- It's OK.
"
825,"
"
826,"Detestable.
"
827,"
"
828,"Hey, just give me some time.
"
829,"
"
830,"I'm not too comfortable
"
831,"with this new lifestyle.
"
832,"
"
833,"Neither are we.
"
834,"
"
835,"I know it's hard, sweetie.
"
836,"
"
837,"Can't you just tell Mom you're sorry?
"
838,"
"
839,"Wish I could.
"
840,"
"
841,"You know, grown-up problems...
"
842,"
"
843,"They're a little more complicated, Nattie.
"
844,"
"
845,"How is the old battle-axe?
"
846,"
"
847,"- Your mom.
"
848,"- She's fine.
"
849,"
"
850,"Oh. I'm glad to hear that.
"
851,"
"
852,"I'd hate to think that she came down
"
853,"with amoebic dysentery or piles.
"
854,"
"
855,"What's amoebic dysentery?
"
856,"
"
857,"It's an infection in your tummy
"
858,"where you get diarrhoea for ever.
"
859,"
"
860,"- Diarrhoea for ever?
"
861,"- And your body dries up and you die.
"
862,"
"
863,"- You die?
"
864,"- You don't have to be so graphic with her.
"
865,"
"
866,"- I read about it in a science book.
"
867,"- Why would you want Mommy to die?
"
868,"
"
869,"Oh, honey, I don't want Mommy to die.
"
870,"
"
871,"Then why did you say that?
"
872,"
"
873,"Look, Dad, you're not trying very hard.
"
874,"
"
875,"We only get to come here once a week.
"
876,"That's not very much.
"
877,"
"
878,"You're right. I'm sorry. I'll try harder.
"
879,"
"
880,"Nattie, I'll think good thoughts, OK?
"
881,"
"
882,"- About Mommy?
"
883,"- I'll try. I really will.
"
884,"
"
885,"- And call her a princess.
"
886,"- Oh... Oh, yes.
"
887,"
"
888,"And right now I feel like a toad. (croaks)
"
889,"
"
890,"(Daniel)
"
891,"Daddy's a toad.
"
892,"
"
893,"(car horn)
"
894,"
"
895,"- That's Mom.
"
896,"- Can't be. She's an hour early.
"
897,"
"
898,"Come on, Nattie, we gotta go.
"
899,"
"
900,"No, no! Come on, sit down, sit down.
"
901,"
"
902,"Sit down!
"
903,"
"
904,"You don't have to run off
"
905,"when she honks the horn.
"
906,"
"
907,"Come on, you're on my time now.
"
908,"
"
909,"You're my goddamn kids, too!
"
910,"
"
911,"Come on. Hey.
"
912,"
"
913,"Hi.
"
914,"
"
915,"Oh, Daniel... Charming.
"
916,"
"
917,"Thank you, Miranda.
"
918,"I was going for a refugee motif.
"
919,"
"
920,"Fleeing-my-homeland kind of thing.
"
921,"
"
922,"But look at you!
"
923,"
"
924,"This lovely 'Dances with Wolves' motif.
"
925,"What's your lndian name: Shops With A Fist?
"
926,"
"
927,"- Are my children ready yet?
"
928,"- No, our children are not ready yet...
"
929,"
"
930,"..because you are an hour early
"
931,"and you were late dropping them off.
"
932,"
"
933,"Daniel, I don't have time for this. I have to
"
934,"drop something off at the newspaper office.
"
935,"
"
936,"Newspaper? Are you taking out
"
937,"one of those personal ads?
"
938,"
"
939,"""DWF seeks WWWM with BMW,
"
940,"into light B&D""?
"
941,"
"
942,"I'm placing an ad for a housekeeper.
"
943,"
"
944,"Housekeeper?
"
945,"Why do you need a housekeeper?
"
946,"
"
947,"I need someone to be there when the children
"
948,"get home from school, to clean, start dinner...
"
949,"
"
950,"- How much are you gonna pay?
"
951,"- $300 a week. Is that all right?
"
952,"
"
953,"300...
"
954,"
"
955,"- May I see the ad?
"
956,"-(sighs)
"
957,"
"
958,"- I have a right as their father. Please?
"
959,"- All right. Anything else you wanna see?
"
960,"
"
961,"- Are you offering?
"
962,"- Not any more.
"
963,"
"
964,"What's the change?
"
965,"
"
966,"- Are you guys all right?
"
967,"- Yeah, Mommy. We're fine.
"
968,"
"
969,"Ugh!
"
970,"
"
971,"Miranda, why not let me
"
972,"take care of the kids?
"
973,"
"
974,"I'll pick 'em up after school, be with them,
"
975,"then drop them off at your house after work.
"
976,"
"
977,"- That'd be great!
"
978,"- Please!
"
979,"
"
980,"- Look. The kids love it.
"
981,"- Mommy, please!
"
982,"
"
983,"I'll think about it.
"
984,"
"
985,"We're his goddamn kids, too.
"
986,"
"
987,"Kids say the darndest things.
"
988,"
"
989,"Thank you. Any other choice phrases
"
990,"you'd like to teach our five-year-old, Daniel?
"
991,"
"
992,"Oh...! Come on,
"
993,"everybody get their coats. Come on.
"
994,"
"
995,"- Put them on and let's get out of here.
"
996,"- OK, Mom.
"
997,"
"
998,"I would say go to the bathroom before we go,
"
999,"but I don't think that's a good idea.
"
1000,"
"
1001,"Don't forget anything.
"
1002,"I don't wanna come back.
"
1003,"
"
1004,"Come on, let's go.
"
1005,"
"
1006,"- See you Saturday.
"
1007,"- Say goodbye to your father.
"
1008,"
"
1009,"Goodbye, Daddy.
"
1010,"
"
1011,"- Here's your ad.
"
1012,"- I'll get my purse.
"
1013,"
"
1014,"Yeah, you'd better.
"
1015,"
"
1016,"(mobile phone rings)
"
1017,"
"
1018,"(Miranda) Hello. Are you calling
"
1019,"in response to the ad?
"
1020,"
"
1021,"Uh-huh.
"
1022,"
"
1023,"- Who was your previous employer?
"
1024,"- I was in a band. Severe Tyre Damage.
"
1025,"
"
1026,"- In a band?
"
1027,"- I just wanna know one thing.
"
1028,"
"
1029,"Are your kids well-behaved, or do they need,
"
1030,"like, a few light slams every now and then?
"
1031,"
"
1032,"- Um... I'll have to get back to you.
"
1033,"-Wow!
"
1034,"
"
1035,"(German accent)
"
1036,"My name is Ilsa Himmelman.
"
1037,"
"
1038,"How many children do you have?
"
1039,"
"
1040,"- I have two girls and a boy.
"
1041,"- Oh, a boy!
"
1042,"
"
1043,"(Swedish accent) I don't work with the males
"
1044,"cos I used to be one.
"
1045,"
"
1046,"Yikes.
"
1047,"
"
1048,"(phone rings)
"
1049,"
"
1050,"- Hello.
"
1051,"-(screams)
"
1052,"
"
1053,"(Southern US accent) Leyla, get back
"
1054,"in your cell! Don't make me get the hose!
"
1055,"
"
1056,"Hello?
"
1057,"
"
1058,"(Spanish accent)
"
1059,"I... am... job.
"
1060,"
"
1061,"- Do you speak English?
"
1062,"- I... am... job.
"
1063,"
"
1064,"I'm sorry. The position has been filled.
"
1065,"
"
1066,"Oh, what a nightmare!
"
1067,"
"
1068,"Let's go in for the kill.
"
1069,"
"
1070,"(phone rings)
"
1071,"
"
1072,"- Hello?
"
1073,"- (as Scottish woman) Hello.
"
1074,"
"
1075,"I'm calling in regards
"
1076,"to the ad I read in the paper.
"
1077,"
"
1078,"Yes... Well, would you tell me
"
1079,"a little bit about yourself?
"
1080,"
"
1081,"Oh, certainly, dear.
"
1082,"
"
1083,"For the past 15 years I've worked for
"
1084,"the Smythe family of Elbourne, England.
"
1085,"
"
1086,"That's Smythe, not Smith, dear.
"
1087,"
"
1088,"And for them, I did housecleaning, cooking,
"
1089,"and took care of their four glorious children.
"
1090,"
"
1091,"Oh, I grew quite attached to them after 15
"
1092,"years, but they grew up, as children tend to.
"
1093,"
"
1094,"Oh, but listen to me. I am going on when you
"
1095,"should be telling me about your little ones.
"
1096,"
"
1097,"- Well, I have two girls...
"
1098,"- Oh, two precious gems.
"
1099,"
"
1100,"No doubt the jewel of your eye.
"
1101,"
"
1102,"- And one boy.
"
1103,"- Oh, the little prince. How wonderful.
"
1104,"
"
1105,"I must tell you,
"
1106,"a little light cooking is required.
"
1107,"
"
1108,"Oh, I don't mind that, dear.
"
1109,"I'd love some heavy cooking.
"
1110,"
"
