,dialog
245, A return ...?
246, An income tax return.
247, Income tax.
248," Yes, sir."
249, What do you do at the Bureau?
250," Oh, I'm an accountant."
251, An accountant?
252," Yes, and the Bureau sent me here ..."
253,Would you excuse me?
254,Please.
255,Okay. Let's go.
256, Where are we going?
257, These walls have ears.
258,You said you wanted to know how to get Capone.
259,Do you really want to get him?
260,You see what I'm saying?
261, What are you prepared to do?
262, Everything within the law.
263,And then what are you prepared to do?
264,"If you open the ball on these people, you must be prepared to go all the way."
265,Because they won't give up the fight until one of you is dead.
266,I want to get Capone.
267,I don't know how.
268,"Here's how you get Capone: He pulls a knife, you pull a gun."
269,"He sends one of yours to hospital, you send one of his to the morgue!"
270,That's the Chicago way!
271,And that's how you get Capone.
272,"Now, do you want to do that?"
273,Are you ready to do that?
274,I'm making you a deal.
275,Do you want this deal?
276,"I have sworn to put this man away, with any and all legal means at my disposal, and I will do so."
277,"Well, the Lord hates a coward."
278,"Do you know what a blood oath is, Mr. Ness?"
279, Yes.
280, Good. 'Cause you just took one.
281,How do you think Capone knew about your raid the other night?
282, Somebody on the cops told him.
283, Right. Welcome to Chicago.
284,This town stinks like a whorehouse at low tide.
285,"First, who can you trust?"
286,"Nobody. The cops, nobody."
287, 'Cause nobody wants you here.
288, Then why are you helping me?
289,Because I swore to uphold the law.
290,"And if you believe that, I'll tell you another."
291," Now, who can you trust?"
292, I can trust nobody.
293, That's the sorry truth.
294," Then, where are we gonna get help?"
295,"If you're afraid of getting a rotten apple, don't go to the barrel."
296,Get it off the tree.
297,Get it off the tree ...
298,Finger out of the trigger guard!
299,Eject those cartridges!
300,Lay the revolver on the ledge and stand back!
301,About face!
302,Barry! I want you to meet Mr. Eliot Ness.
303,Treasury Department. How are you?
304,We need a recruit for extended duty.
305,He is to be seconded to the Treasury Department. We have the full ...
306,Barry? Who is consistently the best shot of this class?
307, Williamson and Stone.
308," Call them out, one at a time."
309, Are either of the men married?
310, No.
311, Good.
312, Williamson!
313, You're married.
314, I don't want any married men.
315,"All right, stand easy, son."
316,I want to ask you something.
317, Why do you want to join the force?
318, To protect and ...
319,To protect and serve ...
320,To protect and ...
321,Please don't search for the yearbook answer. Just tell me what you think.
322, What I think? I ...
323, You ...
324,could help ... the force.
325, You can help ...
326, With the force.
327,Thank you.
328,There goes the next Chief of Police.
329,At ease!
330,Stone! Out here.
331,This kid's a prodigy.
332, Why do you want to join the force?
333, To protect the property and ...
334,"Oh, please, don't waste my time with that bullshit."
335,"Where are you from, Stone?"
336, From the Southside.
337, Stone?
338,"George Stone, that's your name?"
339, What's your real name?
340, That is my real name.
341,Nah! What was it before you changed it?
342, Giuseppe Petri.
343," Geez, I knew it!"
344,"That's all you need, one thieving wop on the team!"
345,What's that you said?
346,I said that you're a lyin' member of a nogood race.
347,"That's much better than you, you stinkin' Irish pig."
348,"Oh, I like him."
349,"Yeah, I like him, too."
350,"You just joined the Treasury Department, son."
351,"Yeah, okay."
352,Eliot Ness.
353,"With reports from stakeouts on the North and West side, and ..."
354,"Thank you, Lieutenant. Thank you."
355,What do you think?
356,I think there's nothing like vaudeville.
357, That's what I think.
358," Now, are you ready to go to work?"
359, Where are we going?
360, On a liquor raid.
361,We need another man.
362,Mr. Ness? This is very interesting.
363,I've found a financial disbursement pattern which shows some irregu ...
364, You carry a badge?
365, Yes.
366,Carry a gun.
367, Jimmy ...?
368, What?
369,What the hell are you dressed for?
370,Halloween?
371,Shut up. I'm working.
372,Where? The circus?
373," Well, here we are."
374, What are we doing here?
375,Liquor raid.
376,Here?!
377,Everybody knows where the booze is.
378,The problem isn't finding it.
379,The problem is who wants to cross Capone. Let's go.
380,"You'd better be damn sure, Malone."
381,"If you walk through this door, you're walking into a world of trouble."
382,There's no turning back.
383,Do you understand?
384,"Yes, I do."
385,Good. Give me that axe.
386, Federal officers!
387, Get your hands in the air!
388, Nobody moves!
389, This is a raid!
390, Everybody ...
391, What are you doin' here?
392,All this stuff is impounded!
393,You're all under arrest!
394,Hey! This isn't right!
395,Hey! This is no good!
396, You got a warrant?
397, Sure! Here's my warrant.
398,How do you think he feels now?
399,Better ... or worse?
400, What is that?
401, What is that?
402," Yes, what is it?"
403," God, I'm with a heathen."
404,That is my callbox key.
405,And that is Saint Jude.
406,Il Santo Jude.
407,He's the patron saint of lost causes.
408,And policemen.
409, Patron saint of policemen?
410, Everybody needs a friend.
411,"Lost causes, policemen ..."
412, Which do you want to be?
413, I want to be a cop.
414, You do?
415, Yes.
416,Why?
417,"'To protect the property and the citizenry ... ' Whoa, it's all right."
418, What?!
419," I got to tell you, congratulations!"
420,It's okay if I get a picture of you and your men?
421,Yeah. But not for publication.
422,Just for us!
423,"Anything you say, Mr. Ness."
424,"Closer in ... Oh, that's great."
425,"Okay, ready? Hold it."
426,Life goes on.
427,"A man becomes preeminent, he's expected to have enthusiasms."
428,Enthusiasms ...
429,Enthusiasms ...
430,What are mine?
431,What draws my admiration?
432,What is that which gives me joy?
433, Dames!
434, Boozin'!
435,Baseball!
436,A man ...
437,A man stands alone at the plate.
438,This is the time for what?
439,For individual achievement.
440,There he stands alone.
441,"But in the field, what?"
442,Part of a team.
443,Teamwork ...
444,"Looks, throws, catches, hustles."
445,Part of one big team.
446,"Bats himself the livelong day, Babe Ruth, Ty Cobb, and so on."
447,If his team don't field ... what is he?
448,You follow me?
449,No one.
450,"Sunny day, the stands are full of fans. What does he have to say?"
451,I'm goin' out there for myself.
452,But ... I get nowhere unless the team wins.
453, Team!
454, Team.
455,Jesus Christ!
456,'Now I lay me down to sleep' 'I pray the Lord my soul to keep' 'If I should die before I wake' 'I pray the Lord my soul to take'  Amen.
457, God bless ...
458,"God bless Mommy, God bless Annie, God bless Daddy. Amen."
459,Amen.
460,Good night.
461," Good night, Daddy."
462," Good night, little girl."
463,Want to rub Eskimo?
464,Butterfly?
465, Where are you going?
466, What?
467,Where are you going?
468,"I thought I'd go downstairs, some work to do for tomorrow."
469," You had a full day today, though?"
470," Yes, I certainly did."
471,And you've still got some energy left?
472,"Oh, a lot of work."
473,"Well, why don't you come up and brush my hair? You 'Detective'."
474, How are we doin'?
475, Capone's organisation is diverse.
476,"It owns Canadian Holding Company Associations, which owns in turn ..."
477,"Green Light Laundry, Midwest Cabs, Jolly Time Playthings ..."
478, Jolly Time Playthings?
479, Yes.
480,Remind me to get a present for my daughter.
481,"Bahama ShiptoShore, Miss Lucy Togs ... the list is endless!"
482,"And all the business is legitimate, and none is owned by Al Capone."
483,But we can get him on income tax evasion if we can show ...
484,that any of the 'organisation' business money is going to him.
485," Legally, he receives no income."
486, He doesn't receive anything?
487, Mr. Ness? You have a visitor.
488, Mister Ness!
489,Could we talk for a minute?
490,"I'm John O'Shea, Alderman ..."
491,"Yes, I know who you are."
492,Would you excuse us?
493,We are busy with several large operations. What can I do for you?
494,I came up to congratulate you on a job well done.
495,Share your good fortune on such a lovely day.
496,What's that?
497, What is that?
498," Mr. Ness, you're an educated man."
499,Let me pay you the compliment of being blunt.
500,There is a large and popular business which you are causing dismay.
501,Why don't you just cross the street and let things take their course?
502,"Would you come in here, please?"
503,"In Roman times, when a fellow tried to bribe a public official, they would cut off his nose, sew him in a bag ..."
504,"with a wild animal, and throw that bag in the river."
505,You tell your master that we must agree to ... disagree!
506, You're making a mistake.
507, I'm beginning to enjoy my mistakes.
508,"You fellows are 'untouchable', is that it? No one can get to you?"
509,You tell Capone ...
510,that I'll see him in hell.
511,Hey! Nice house!
512,"I said, nice house!"
513,Do you live there?
514,"Little girl's havin' a birthday, huh?"
515,Yes.
516,Nice to have a family.
517,"Yes, it is."
518,"A man should take care, see that nothin' happens to them."
519,Catherine?!
520,Catherine!
521, Where's the baby?
522, She's upstairs. Eliot!
523, What were you doing up?
524, I had to finish my ironing.
525,"You did? You're gonna come with Daddy now, okay?"
526,"Eliot? Okay, it's all right!"
527,"Okay, let's go."
528,Stay there!
529,Keep your eye on the street!
530, Where's Malone?
531, On the stakeout. He'll be here.
532, Who's this guy?
533, He's on Malone's list. He's okay.
534,Drive to the station. She'll let you know where to go when you get there.
535,Take off your hat.
536,"Anything happens, shoot first."
537,You understand me?
538,"Yes, Mr. Ness."
539,Kiss.
540," Eskimo and butterfly, Dad."
541, Okay.
542,"Now, go!"
543,Malone!
544, Are they okay?
545, Yeah.
546, You sure the cop's okay?
547," He'd better be, he's my cousin."
548,"I want to hurt the man, Malone!"
549,You hear me?!
550,I want to take the battle to him.
551,I want to hurt Capone.
552,"Well, then, a Merry Christmas, we've got some great news."
553,A huge international shipment's coming.
554,"We've got the time, the place and the whole shebang."
555,"Well, what are we doin' standin' here, then?"
556,How do you come by this information?
557,"That's the second rule of police work: If you want to keep a secret, don't tell the boss."
558,You know he's making over $3 million a year?
559,"But he's paid no taxes, nothing's in his name."
560,"If we can establish any payments to him, we can prosecute him for income tax evasion."
561,What?
562,"I said, we can prosecute him for income tax evasion!"
563,Try a murderer for not paying his taxes?!
564,"Well, it's better than nothing."
565,All right. How do we link him to the money?
566,I don't know.
567,"Go to sleep, Oscar."
568,A convoy of 510 trucks with good Canadian whiskey ...
569,will be met by a highlevel member of the Capone organisation.
570,He will be bringing full payment for the shipment in cash.
571,"Now, the meet is to take place just over the border on the American side."
572,We want to confiscate the liquor and the cash.
573, Captain?
574, We will await their signal.
575,"When they're on the road and have given the signal, we will engage from the Canadian side of the bridge."
576,Thus taking them by surprise from the rear.
577,"And surprise, as you very well know, Mr. Ness, is half the battle."
578,Surprise is half the battle.
579,Many things are half the battle.
580,Losing is half the battle.
581,Let's think about what is all the battle.
582,"Let's take the fight to them, gentlemen!"
583,"Thank you, Captain."
584,All right! Move out!
585,Take it easy.
586,Take it easy!
587,It'll all happen in time.
588,This is the job.
589,"Don't wait for it to happen, don't even want it to happen."
590,Just watch what does happen.
591,Are you my 'tutor'?
592,"Yes, sir, that I am."
593, Did you check it already?
594," Yes, I did."
595,Then leave it alone.
596,"You're a good cop, Giuseppe."
597,You're doing good.
598,You're gonna do just fine.
599," Wallace, are you cold?"
600," Yes, I am, a little."
601,Then stamp your feet.
602,It'll keep you warm.
603,"You learn something, Stitches and standing in the rain ..."
604,"Listen, Mr. Ness ..."
605,I had an idea.
606,You all have your spare shells?
607,"If you have to fire, hold low and squeeze."
608,And put your man down.
609,Because he'll do the same to you.
610,Shoot to kill.
611, Did you hear what I said?
612," Yes, I did. Shoot to kill."
613,Let's go.
614,Easy ...
615,The Canadians will not show until I flash the badge.
616,So we must cover the ground to the bridge as quickly as possible.
617,"George, the count's right."
618,I'm concerned about the size of these barrels!
619,"Malone, you and I will take the men ..."
620,"Move it! Move it, Georgie!"
621,Get over here!
622,Leave the stuff in the cars!
623,Charge!
624,What the hell!
625,You got to die of somethin'.
626, Look! Here they come!
627, Mounties! Let's get out of here!
628,"Move, move!"
629,Let's go!
630,I can't believe it!
631, Here are the codes.
632, Give me that.
633,Don't let those cars off the bridge!
634,"Stone, take the first car!"
635,Get this shit out of the way!
636,Tough guy!
637,Stone!
638,Go!
639,Stone!
640,I'm okay.
641,You thugs!
642,You all right?
643,Yeah. There he is! Go get him!
644,All right!
645,Enough of this running shit!
646,"Well, Georgieboy!"
647,"Well, what have we got here?"
648,Hello.
649,All right! Drop the gun!
650,"Put your hands in the air, you're under arrest."
651,"I said, drop it!"
652,Stop!
653,"God, didn't ya hear what I said?!"
654,"What are you, deaf?!"
655,"What is this, a game?!"
656,Here. Sit down.
657,Stone's gonna be all right.
658,I got the fellow with the satchel.
659, I had to kill him.
660," Oh, yeah."
661,He's as dead as Julius Caesar.
662, Would you rather it was you?
663," No, I would not."
664,"Well, then you've done your duty."
665,Go home and sleep well tonight.
666,The things you see when you're out without your gun.
667,"Now you're a long way from the Southside, George."
668,I'm talkin' to you. Did you come here to open a shooting gallery?
669,I want you to write down the names of your superiors and contacts.
670,Why don't you kiss my ass?
671, Perhaps you didn't hear me.
672, Eliot?
673, You've broken the law ...
674, Eliot!
675,You can be tough in Leavenworth for 30 years.
676, You're going inside for all day!
677, Is that what you want?
678, Eliot!
679, What?!
680,Look at this!
681, Look at this!
682, What is this?
683,What is this?
684,You got a lot of money changing hands in this book.
685,"What is this, 'war'?"
686,And 'police precincts'?
687,And you got a heading here ...
688,'Circuit Court'.
689,"You got a heading here, 'Circuit Court'. What is this?"
690,Nothin'. There's nothin' you can make out of it.
691,"If any of these coded entries indicate payment to Capone, then we can put Capone away."
692, Which entry is Al Capone?
693," A. Costa, is that his code name?"
694,You'll do the whole thing in the joint unless you help us.
695,Translate this ledger for us!
696, In hell.
697, In hell?!
698,You will hang high unless you cooperate.
699,"This man can finger Al Capone, put him behind bars."
700,Why don't you guys just fuck off?!
701,I'm not fuckin' with you! We'll have that information one way or another.
702, Not that way. Out.
703, You're gonna talk!
704,You're gonna be beggin' to talk!
705, You dirty sonofabitch!
706, Enough out of you.
707,"Hey, come on, you, on your feet!"
708,I need you to help me to translate this book!
709,I'm not gonna ask you a second time.
710,I'm gonna count to three.
711,What's the matter? Can't you talk with a gun in your mouth?
712,One.
713,Two!
714,Three.
715,I'm gonna talk!
716,Don't! I'm gonna tell ya whatever ya want. What do ya want to know?
717,"Now, don't let him clean himself until after he talks."
718,"Now, ask him what you want to know."
719,"All right ... Okay, I want to know the name of the bookkeeper."
720,I want a complete translation of the code. I want a complete ...
721,Mister Ness!
722,I do not approve of your methods!
723,"Yeah? Well, you're not from Chicago."
724, What?
725, They got the shipment.
726, What?!
727, They got the whole shipment.
728, I want that sonofabitch dead!
729, We're trying to locate ...
730,"What am I, alone in this world? Did I ask you what you're tryin' to do?"
731,I want you to get this fuck where he breathes! I want Eliot Ness dead!
732,"I want his family dead, his house burnt to the ground!"
733,I want to piss on his ashes!
734,"Look at this guy, this guy, he's so serious."
735," Well, he's got a lot on his mind."
736, He does?
737, Yes.
738, Like what?
739,Like what his name is.
740,"John, I thought that was all settled."
741,I thought we liked John.
742,I suppose his middle name will be Law.
743,No ... it'll be Edgar.
744, It'll be J. Edgar ...
745, I don't think so.
746,"God, you're beautiful."
747,You should have seen us last night.
748,I know. I should have been here.
749,I wanted to be here.
750,"I know. I understand, I do."
751,"Just tell me, are you being careful?"
752, Careful as mice.
753, Are you making progress?
754, Progress?
755, Yes?
756,"Mrs. Ness, I think your husband just became the man who got Al Capone."
757,Gentlemen! A subpoena was issued for Alphonse Capone ...
758,"by my office this morning, for the crime of evading ..."
759,and conspiring to evade Federal Income Tax.
760, What's the maximum he could get?
761," If convicted on all counts, Mr. Capone could have up to 28 years."
762,"Excuse me, that's all. Thank you."
763,"The car's in the yard. When ya get him there, don't answer the phone."
764," We'll call, let it ring ..."
765, Twice.
766, We'll call ...
767, From the corner.
768, Anybody knocks on the door ...
769, Come out shooting. I got it.
770,"You enjoy the tactical aspects of law enforcement, Oscar?"
771,Much more diverting than accounting.
772,"I'm bein' good to you, you got to be good to me."
773,"We made a deal, we're gonna stick to it, okay?"
774,"Oh, yes, much more diverting than accounting."
775,"Okay, we see yous tonight."
776,"All right, all the way down and no stops."
777,"he's been saying, ""I will speak up."" For which I must commend the excellent work ..."
778,of Eliot Ness and his squad of Untouchables.
779," What was it, a boy or a girl?"
780, Boy.
781, Congratulations! What's his name?
782, John.
783, John?
784, Yeah. John James.
785, So she's okay?
786," Yeah, she's okay."
787,"In fact, when she gets out, she wants to repaint the house."
788,"Then she'll find the house too small, you'll have to move."
789," Goodness, it's nice to be married."
790, If you can stand the pain.
791,"Mr. Burns, where's Mr. Wallace?"
792,Didn't you see him? He just went down in the service elevator.
793, You keep an eye out at all times ...
794," Take it easy, we'll be fine."
795,They are going to ...
796, Did he say the service elevator?
797, Yes.
798, Wallace! Wallace!
799," Here, let's take the stairs."
800,"Oh, no."
801," No, no!"
802, Easy ... Easy!
803,Oscar.
804,"Oh, Jesus."
805,You gonna be all right?
806,"It's always a crime when a young guy goes down in the line, Jimmy."
807,I'd hate to see it happen to someone I know.
808,Sometimes it's better not to get involved.
809,Jimmy!
810,Take a day off.
811,Get out of the city for a while.
812,You know what I mean?
813, Al Capone.
814, We have no Mr. Capone ...
815," I know, get him."
816, We have no Mr. Capone ...
817,I said ...
818, Something you want here?
819, My friend was killed today.
820, I don't care.
821, You don't care.
822,Now he does.
823,"Come on here, Capone. You want to fight? You and me, right here?"
824,"That's it, come on!"
825,"You afraid to come out from behind your men, to stand up for yourself?"
826, You want to do the mat now?
827," Yeah! Come on, you sonofabitch!"
828, What?
829, Easy.
830,You talk to me like that in front of my son? Fuck you and your family!
831,Easy. It's me. It's me!
832,Not this way.
833,"You fuck, you got nothin'!"
834,You're nothin' but talk and a badge.
835,"You're here because you got nothin' in court, no bookkeeper, nothin'!"
836,"If you were a man, you would've done it now! You got nothin', you punk!"
837,"Well, no, I understand."
838,"Believe me, I understand."
839,"Well, what's happened?"
840,He says he can't be unprotected.
841,What is it that the guy says?
842,"He says he won't make a fool out of himself, and he won't go into court without a witness."
843,So tomorrow morning the D.A. Will announce that he's dropping the case.
844, He's gonna give up.
845, He won't do it without a witness.
846,We have Wallace's files and the ledgers.
847,There's a time when I think you have to cut your losses.
848,Hello?
849,Hello.
850,Yes.
851,"No, he didn't have a family."
852,How is everything there?
853,"No, you do it however you want."
854,I promise I will.
855,You give her my love.
856,"I love you, too."
857,"Mr. Ness, we got a ledger here listing payments to Chicago City officials."
858," We got Al Capone, Frank Nitti ..."
859, I think that's enough for today.
860, If we don't stay on top ...
861, That'll do. Thank you.
862,I'd like to request to stick around.
863, We got to bust these guys.
864, I know we got to.
865,Is that it?
866, I'm sorry?
867, You heard me.
868,"My question is, are we done?"
869,"Yes, I think we're done."
870,So we sat in at a game that was above our head?
871,It appears so.
872,It appears so to Mr. Wallace.
873,He's dead! And the D.A.
874,Is gonna drop the case!
875,He will not go into court without a witness ...
876,"and without Capone's bookkeeper, Walter Payne."
877, What are you prepared to do now?
878, What would you have me do?
879,I have taken this as far as it can go.
880, What did your wife want?
881, She wanted to know if I was ...
882, My wife?
883, Yeah.
884,She wanted to know if I was all right.
885,"It's nice being married, eh?"
886,Yes.
887,"She's sitting in some room surrounded by people she doesn't know, going over ..."
888,kitchen colour charts or something.
889,Some part of the world still cares what colour the kitchen is.
890,"Eliot, I want you to do one more thing for me."
891,Get back to the D.A. And stall him.
892," Wait a minute, stall him with what?"
893, Just do as I say.
894,I think I know how to find this guy.
895,Walter?
896,Al says we got to get out of town until he can fix this subpoena thing.
897,We're leavin' tonight.
898,"Two ball, down."
899,"Mike, you got a minute?"
900,"I do now, don't I?"
901,"And what are you doin' in a club for cops, Jimmy?"
902,This is a place for cops.
903,Can we step outside?
904,"All right, all right, but I got nothin' to say to ya."
905,"Where the hell are we going, for a swim? Get out of the rain, you fool."
906,What? What?!
907,I just need one more piece of information.
908,One more? Jimmy!
909, I just risked my life for ya.
910, I need to find that bookkeeper.
911,Are you crazy? You're crazy.
912,I warned you to get out of town.
913," If they knew it was me, I'm dead."
914, I need to find that bookkeeper.
915,"You're fuckin' nuts, man!"
916,You're out of your fuckin' mind!
917,And I tried to save your life.
918,"Get your hands off. You owe me, Jimmy, I don't owe you nothin'."
919, My people are being killed.
920, We're your people!
921,You?! You fuckin' run with the dagos!
922,They've ruined this town.
923,For ten years I can't say that I'm a cop for the shit that's goin' on!
924,"Ah, bullshit! Fuckin' bullshit!"
925,Look at yourself! Look at yourself!
926,"Go on and live the charade, with your soft clothes and federal stooges."
927, What do you think he's gonna do?
928, Keep your mouth off that!
929,"I need to know where this guy is, and I need to know now!"
930,I'm gonna rat you out for all the shit that I know that you've done!
931,I'm gonna turn you over!
932, This is a dead man talkin' to me.
933, Is it?
934,You're dead.
935,Who the hell do ya think ya are?
936,I'll have your ass hangin' from the flagpole in the mornin'.
937,"Let's cut the woofing, pal."
938,"You tell me, or you're going to hospital or the fuckin' morgue!"
939,You're gonna fight it out and we'll have a case.
940,Yes? On what basis?
941,I'm not gonna make a fool ...
942,Don't tell me about makin' a fool out of yourself.
943,I have men out there risking more than that.
944,"We have a lead, and we are following that lead ..."
945,at risk to more than our standing.
946,So don't you dare stop now.
947," Yeah, Stone."
948, Give me Ness.
949,He's at the D.A. 's.
950,Tell him I know where Payne is and to meet me at my place.
951, Al! Al!
952, Mr. Capone!
953, What about that court case?
