,dialog,label_word_embedding_fox_news
162,"So, I would like the two of us to enter into an agreement.",hate speech
163,I'm looking for the Brittle Brothers.,not hate speech
164,"However, at this endeavor, I'm at a slight disadvantage insofar as I don't know what they look like.",hate speech
165,But you do. Don't ya?,not hate speech
166,I know what they look like all right.,hate speech
167,Good. So here's my agreement.,not hate speech
168, You travel with me until we find them.,not hate speech
169, Where we goin'?,not hate speech
170,"I hear at least two of them are overseeing up in Gatlinburg, but I don't know where.",hate speech
171,That means we visit every plantation in Gatlinburg till we find 'em.,hate speech
172,"And when we find them, you point them out, and I kill them.",not hate speech
173,"You do that, I agree to give you your freedom, $25 per Brittle Brother. That's $75.",not hate speech
174,"And, as if on cue, here comes the sheriff.",not hate speech
175,"scoffs OK, boys. Fun's over. Come on out.",not hate speech
176," overlapping chatter  All right, folks, calm down.",not hate speech
177,Go about your business.,hate speech
178,These jokers will be gone soon.,not hate speech
179,"Now, why y'all wanna come into my town and start trouble?",not hate speech
180,And scare all these nice people.,not hate speech
181,You ain't got nothing better to do than to come into Bill Sharp's town and show your ass?,not hate speech
182, metal springing noise  sheriff screaming  crowd gasping  groaning woman screams  What'd you just do to our sheriff?,not hate speech
183, groaning  yelling  shot echoing woman gasps crowd screaming Now you can get the marshal.,not hate speech
184,man Marshal! Marshal!,hate speech
185, Should we wait inside?,not hate speech
186, Can we just leave?,not hate speech
187,After you.,not hate speech
188,Move that buckboard a long ways across the street from the saloon.,hate speech
189,"I want six men, six rifles behind it.",hate speech
190,"I want two men, two rifles up on this roof.",not hate speech
191,"Two men, two rifles on that roof.",not hate speech
192,All the barrels aimed at that front door.,not hate speech
193,Somebody get poor Bill outta the goddamn street.,not hate speech
194,You in the saloon!,not hate speech
195,We got a hundred rifles aimed at every way out of that buildin'.,hate speech
196,You got one chance to get out of this alive.,hate speech
197,"You and your nigger come out right now with your hands over your head, and I mean right now.",not hate speech
198,Schultz Is this the marshal I have the pleasure of addressing?,hate speech
199,"Yes, it is.",hate speech
200,This is U.S. Marshal Gill Tatum.,not hate speech
201,"Schultz Na wunderbar, marshal.",not hate speech
202,"I have relieved myself of all weapons, and just as you have instructed, I am ready to step outside with my hands raised above my head.",not hate speech
203,"I trust as a representative of the criminal justice system of the United States of America, I shan't be shot down in the street by either you or your deputies before I've had my day in court.",not hate speech
204,You mean like you did our sheriff.,not hate speech
205,Shot him down like a dog in the street.,not hate speech
206,"Yes, that's exactly what I mean.",not hate speech
207,Do I have your word as a lawman not to shoot me down like a dog in the street?,hate speech
208,"Well, much as we'd all enjoy seeing something like that, ain't nobody gonna cheat the hangman in my town.",not hate speech
209,"Fair enough, marshal.",not hate speech
210,Here we come.,hate speech
211,They're a little tense out there.,hate speech
212,"So don't make any quick movements, and let me do the talking.",not hate speech
213, doors squeaking open  Come ahead.,not hate speech
214,You unarmed?,not hate speech
215,"Schultz Yes, indeed we are.",hate speech
216,"Marshal Tatum, may I address you and your deputies, and apparently the entire town of Daughtrey, as to the incident that just occurred?",not hate speech
217, Go on.,not hate speech
218, Thank you.,not hate speech
219,My name is Dr. King Schultz.,not hate speech
220,"Like yourself, marshal, I'm a servant of the court.",hate speech
221,"The man lying dead in the dirt, who the good people of Daughtrey saw fit to elect as their sheriff, who went by the name of Bill Sharp, is actually a wanted outlaw by the name of Willard Peck, with a price on his head of $200.",hate speech
222,"Now that's $200, dead or alive.",hate speech
223,"The hell, you say!",not hate speech
224,I'm aware this is probably disconcerting news.,not hate speech
225,But I'm willing to wager this man was elected sheriff sometime in the past two years?,not hate speech
226,Yeah.,not hate speech
227,"Schultz I know this because three years ago, he was rustling cattle from the B.C. Corrigan Cattle Company of Lubbock, Texas.",hate speech
228,"Now, this is a warrant made out by Circuit Court Judge Henry Allen Laudermilk of Austin, Texas.",hate speech
229,You're encouraged to wire him.,not hate speech
230,He'll back up who I am and who your dear departed sheriff was.,not hate speech
231,"guns uncocking In other words, marshal, you owe me $200.",not hate speech
232,mediumtempo song plays I'll be damned.,not hate speech
233,"After this Brittle business is behind us, you'll be a free man, with a horse, $75 in your back pocket...",hate speech
234,What's your plan after that?,not hate speech
235,"Find my wife, and buy her freedom.",not hate speech
236,"Django, I had no idea you were a married man.",not hate speech
237,Do most slaves believe in marriage?,not hate speech
238,"Oh, me and my wife do.",not hate speech
239,Old Man Carrucan didn't.,hate speech
240,"That's why we, uh... we run off.",not hate speech
241,man Django.,hate speech
242,"Django, Django You got sand, Django.",not hate speech
243,Boy's got sand.,not hate speech
244,I got no use for a nigger with sand.,hate speech
245,"I want you to burn a runaway ""r"" right here on his cheek.",hate speech
246,"And the girl, too.",hate speech
247,groaning And I want you to take 'em to the Greenville auction and sell 'em.,hate speech
248,Both of 'em.,not hate speech
249,Separately.,not hate speech
250,And this one...,not hate speech
251,...you will sell him cheap.,not hate speech
252,In Greenville...,not hate speech
253,...there should be some sort of a records office.,not hate speech
254,You know when she was sold...,not hate speech
255,"...you know where she came from, and you know her name.",not hate speech
256,What is her name?,hate speech
257,Broomhilda.,not hate speech
258, What?,not hate speech
259, Broomhilda.,not hate speech
260, Broomhilda?,not hate speech
261, Hmmm.,not hate speech
262, Were her owners German?,not hate speech
263," Yeah, how you know?",not hate speech
264,She wasn't born on the Carrucan plantation.,not hate speech
265,"She was raised by a German mistress, the Von Shafts.",hate speech
266,"She speak a little German, too.",hate speech
267, Your wife?,not hate speech
268, Hmmm.,not hate speech
269,"When she was little, her mistress taught her so she'd have somebody to speak German with.",hate speech
270,"Well, let me get this straight.",hate speech
271,Your slave wife speaks German and her name is Broomhilda Von Shaft?,hate speech
272,Yep.,not hate speech
273,They call me Hildi.,not hate speech
274,"rooster crowing nearby When we gain access to these plantations, we'll be putting on an act.",not hate speech
275,You'll be playing a character.,not hate speech
276,Hm?,not hate speech
277,No?,not hate speech
278,"During the act, you can never break character.",not hate speech
279,Do you understand?,not hate speech
280,Yeah. Don't break character.,hate speech
281,And your character is that of The Valet.,hate speech
282,What that is?,hate speech
283,That's a fancy word for servant.,not hate speech
284, Valet?,not hate speech
285, Hmmm.,not hate speech
286,"chuckles And now, Django, you may choose your character's costume.",not hate speech
287,Youse gonna let me pick out my own clothes?,not hate speech
288,But of course.,hate speech
289,mediumtempo song resumes playing Whoa.,not hate speech
290,It's against the law for niggers to ride horses in this territory.,hate speech
291,This is my valet.,not hate speech
292,My valet does not walk.,not hate speech
293, I said niggers on horses...,not hate speech
294, Schultz His name is Django.,not hate speech
295,He's a free man.,hate speech
296,He can ride what he pleases.,hate speech
297,Not on my property.,not hate speech
298,"Not around my niggers, he can't.",not hate speech
299,"My good sir, perhaps we got off on the wrong boot.",not hate speech
300,Allow me to unring this bell.,not hate speech
301,My name is Dr. King Schultz.,not hate speech
302,"This is my valet, Django.",not hate speech
303,"And these are our horses, Tony and Fritz.",hate speech
304, snorting  women giggling Mr. Bennett?,hate speech
305,I've been led to believe that you are a gentleman and a businessman.,not hate speech
306,And it is for these attributes we've ridden from Texas to Tennessee to parley with you now.,hate speech
307,I wish to purchase one of your nigger gals.,not hate speech
308,You and your Jimmie rode from Texas to Tennessee to buy one of my nigger gals?,not hate speech
309,"No appointment, no nothin'?",hate speech
310,"Oh, I'm afraid so.",not hate speech
311,"Well, what if I was to say I don't like you?",not hate speech
312,Or your fancypants nigger?,hate speech
313,And I wouldn't sell you a tinker's damn.,hate speech
314,Now what you got to say about that?,not hate speech
315,Mr. Bennett.,hate speech
316,"If you are the businessman I've been led to believe you to be, I have 5,000 things I might say that could change your mind.",not hate speech
317,"chuckles softly Well, come on inside and get yourself somethin' cool to drink.",not hate speech
318,Hmmm.,not hate speech
319,"chuckles Oh, maybe while we discuss business, you could provide one of your loveliest black creatures to escort Django here around your magnificent grounds.",hate speech
320,"Oh, well, absolutely!",not hate speech
321,"Uh, Betina.",not hate speech
322," Yessir, Big Daddy?",not hate speech
323, Uh...,not hate speech
324,What's your Jimmie's name again?,not hate speech
325,' Django.,not hate speech
326,' Django.,not hate speech
327,"Betina, sugar, could you take Django there and take him around the grounds here and show him all the pretty stuff.",not hate speech
328,"As you please, Big Daddy.",not hate speech
329,"Oh, Mr. Bennett, I must remind you, Django is a free man.",not hate speech
330,He cannot be treated like a slave.,hate speech
331,"He... within the bounds of good taste, he must be treated as an extension of myself.",not hate speech
332," Understood, Schultz. Betina, sugar?",not hate speech
333, Yes'm?,not hate speech
334,Django isn't a slave.,hate speech
335,"Django is a free man, you understand?",hate speech
336,"You can't treat him like any of the other niggers around here, 'cause he ain't like any of the other niggers around here. You got it?",not hate speech
337,You want I should treat him like white folks?,not hate speech
338,No. That's not what I said.,not hate speech
339,"Then I don't know what you want, Big Daddy.",not hate speech
340,"Yes, I can see that. Uh...",not hate speech
341,What's the name of that peckerwood boy from town that works with the glass?,hate speech
342,His mama work over at the lumberyard.,not hate speech
343," Oh, you mean Jerry.",not hate speech
344, That's the boy's name. Jerry!,not hate speech
345,"You know Jerry, don't you, sugar?",not hate speech
346," Yes'm, Big Daddy.",not hate speech
347," Well, that's it, then.",not hate speech
348,You just treat him like you would Jerry.,not hate speech
349,playing mediumtempo tune That house we just left from is The Big House.,hate speech
350,Big Daddy call it that 'cause it's big.,not hate speech
351,That there is the pantry.,hate speech
352,That's where Big Daddy hang all his dead meat.,not hate speech
353,Po' little squirrels.,not hate speech
354,What you do for your massa?,not hate speech
355,Didn't you hear him tell you I ain't no slave?,not hate speech
356, So you really free?,not hate speech
357," Yes, I's free.",not hate speech
358,You mean you wanna dress like that?,not hate speech
359," Betina, I need to ask you somethin'.",not hate speech
360, What you want?,not hate speech
361,I'm lookin' for three white men.,hate speech
362,Three brothers. Overseers.,hate speech
363,Their name is Brittle. You know 'em?,not hate speech
364, Brittle?,not hate speech
365," Yes, Brittle.",not hate speech
366,"John Brittle, Ellis Brittle, Roger Brittle, sometime called Lil Raj.",not hate speech
367,I don't know them.,hate speech
368,They could be usin' a different name.,not hate speech
369,They woulda come to the plantation this past year.,not hate speech
370, You mean the Shaffers?,not hate speech
371, Maybe.,not hate speech
372, Three brothers?,hate speech
373, Uhhuh.,not hate speech
374, They here?,not hate speech
375, Uhhuh.,not hate speech
376,Could you point one of 'em out to me?,hate speech
377,"Well, one's over in that field.",not hate speech
378,"mediumtempo song plays Django Old Man Carrucan ain't gonna appreciate this, now.",not hate speech
379,"She work in the house, John.",not hate speech
380,"You could mess her skin up, and you gonna mess her up and she ain't gonna be worth...",not hate speech
381,she ain't gonna be worth a damn thing.,not hate speech
382,"Now, your Bible say...",not hate speech
383,"Django Look, I told you that I was one that made her do it.",not hate speech
384,You ready?,not hate speech
385,"She didn't wanna run off with me. If anybody should be gettin' whupped now, it should be me. It should be me, John.",not hate speech
386,"Now, I been here long enough, you know me, you know me a long time, now.",hate speech
387,dogs barking in distance You know Massa Carrucan ain't gonna appreciate this.,not hate speech
388,She's a... she's a house slave.,not hate speech
389," She a house slave, she can't be...",hate speech
390," screaming dogs howling screaming On my knees. I'm asking you this, please. Ain't this what you want?",not hate speech
391,I'm keeping it funny for you.,not hate speech
392,"Now, John, please.",not hate speech
393,"gasping sobbing L's on my knees, John.",not hate speech
394,"I like the way you beg, boy.",not hate speech
395,"whip cracking, echoing Is that who you was lookin' for?",not hate speech
396,Yep.,not hate speech
397,Where the other two at?,not hate speech
398,"They by the stable, punishin' Little Jody for breakin' eggs.",not hate speech
399,They whippin' Little Jody?,not hate speech
400,Point me in that direction.,not hate speech
401,You go to that tree and keep goin' thata way.,not hate speech
402,Go get that white man I came here with.,hate speech
403," man Come on, now.",hate speech
404," No, no, please!",not hate speech
405," Come on, girlie.",not hate speech
406, shrieks Please!,not hate speech
407, Come on. Get you set up now.,not hate speech
408," screaming ""And the Lord said, 'The fear of ye...""  cracking  ""...and the dread of ye shall be on every beast of the earth.""' cracking Come here now, woman!",hate speech
409, You'd better give me that arm!,not hate speech
410," screaming OK, she's ready!",not hate speech
411,"whimpering And after this, we'll see if you break eggs again.",not hate speech
412,John Brittle!,not hate speech
413, You remember me?,not hate speech
414," metal springing noise I like the way you die, boy.",not hate speech
415,Goddamn son of a bitch!,hate speech
416,grunting whip cracking groaning  Keep it funny!,not hate speech
417, grunting yelling man groaning Y'all wanna see somethin'?,not hate speech
418,cocking pistol No! groans clicking Who were they?,not hate speech
419,"That's Big John, and that's Lil Raj.",not hate speech
420,Where's Ellis?,not hate speech
421,He's the one hightailin' it across that field right now.,not hate speech
422, You sure that's him?,not hate speech
423, Yeah.,not hate speech
424, Positive?,not hate speech
425, I don't know.,not hate speech
426, You don't know if you're positive?,not hate speech
427," I don't know what ""positive"" mean.",hate speech
428, It means you're sure.,not hate speech
429, Yes.,not hate speech
430," ""Yes,"" what?",not hate speech
431," Yes, I'm sure that's Ellis Brittle.",not hate speech
432,I'm positive he dead.,not hate speech
433,Django!,not hate speech
434,Everybody calm down.,not hate speech
435,We mean no one else any harm.,hate speech
436,Who are you two jokers?,not hate speech
437,"I am Dr. King Schultz, a legal representative of the criminal justice system of the United States of America.",not hate speech
438,The man to my left is Django Freeman.,hate speech
439,He's my deputy.,not hate speech
440,"In my pocket is a warrant, signed by Circuit Court Judge Henry Allen Laudermilk of Austin, Texas, for the arrest and capture, dead or alive, of John Brittle, Roger Brittle and Ellis Brittle.",not hate speech
441,They were goin' by the name Shaffer.,not hate speech
442,"You know them by the name of Shaffer, but the butchers' real name was Brittle.",hate speech
443,These are wanted men.,hate speech
444,The law wants 'em for murder.,hate speech
445,"Now, I reiterate, the warrant states dead or alive, so when Mr. Freeman and myself executed these men on sight, we were operating within our legal boundaries.",hate speech
446,"I realize passions are high, but I must warn you, the penalty for taking deadly force against an officer of the court in the performance of his duty is you'll be hung by the neck until you're dead.",not hate speech
447,"Now, may I please remove the warrant from my pocket so you may examine it?",not hate speech
448,Gimme.,not hate speech
449,Satisfied?,not hate speech
450,"May I have that back, please?",hate speech
451, Get off my land.,not hate speech
452, Posthaste.,not hate speech
453,Load up the bodies as quickly as you can and let's get outta here.,not hate speech
454,"Schultz whistling indistinctly Yeah, that's them sonsabitches.",not hate speech
455,"galloping hoofbeats  dramatic choral music  horses snorting, whinnying men yelling, whooping Come on, men!",not hate speech
456," man 1 We're coming for you, nigger!",not hate speech
457, man 2 Heehaw!,hate speech
458,"Now, unless they start shootin' first, nobody shoot 'em.",not hate speech
459,That's way too simple for these jokers.,not hate speech
460,We're gonna whup that niggerlover to death.,not hate speech
461,And I'm gonna personally strip and clip that garboon myself.,not hate speech
462,Damn.,not hate speech
463,I can't see fuckin' shit outta this thing.,not hate speech
464,We ready or what?,hate speech
465,"Big Daddy Aw, hold on, I'm fuckin' with my eyeholes.",not hate speech
466," fabric ripping  Oh... Oh, shit.",not hate speech
467,I just made it worse.,not hate speech
468,Who made this goddamn shit?,not hate speech
469, Willard's wife.,not hate speech
470," Well, make your own goddamn masks!",not hate speech
471,"Look, nobody's sayin' they don't appreciate what Jenny did.",not hate speech
472,"Well, if all I had to do was cut a hole in a bag, I coulda cut it better than this!",hate speech
473,"What about you, Robert?",not hate speech
474,Can you see?,not hate speech
475,Not too good.,hate speech
476,"I mean, if I don't move my head I can see you pretty good, more or less.",not hate speech
477,"But when I start ridin', the bag's movin' all over, and I'm ridin' blind.",not hate speech
478, Shit.,not hate speech
479, man Yeah.,hate speech
480,I just made mine worse.,not hate speech
481,"Oh, God.",not hate speech
482,Anybody bring any extra bags?,hate speech
483,"No, nobody brought an extra bag!",not hate speech
484,I'm just askin'.,not hate speech
485,Do we have to wear 'em when we ride?,hate speech
486,"Oh, well, shitfire!",not hate speech
487,"If you don't wear 'em as you ride up, that just defeats the purpose!",hate speech
488,"Well, I can't see in this fuckin' thing!",not hate speech
489,I can't breathe in this fuckin' thing and I can't ride in this fuckin' thing!,hate speech
490,"Well, fuck all y'all! I'm goin' home!",not hate speech
491,"Now, I watched my wife work all day gettin' 30 bags together for you ungrateful sonsabitches, and all I can hear is criticize, criticize, criticize!",hate speech
492,"From now on, don't ask me or mine for nothin'!",hate speech
493,"Now, look, let's not forget why we're here.",not hate speech
494,We got a killer nigger over that hill there!,hate speech
495,And we gotta make a lesson out of him.,hate speech
496,"OK, I'm confused.",not hate speech
497,Are the bags on or off?,hate speech
498,I think we all think the bag was a nice idea.,not hate speech
499, Yeah.,not hate speech
500," mumbling agreements But, not pointin' any fingers, they coulda been done better.",not hate speech
501,"So how 'bout no bags this time, but next time we do the bags right and then we go full regalia.",hate speech
502, I like that idea a lot.,not hate speech
503," You get my vote, Robert.",not hate speech
504,Wait a minute!,not hate speech
505,I didn't say no bags.,not hate speech
506,But nobody can see.,not hate speech
507,So?,not hate speech
508,So it'd be nice to see.,not hate speech
509,Goddamn it! This is a raid!,hate speech
510,"I can't see, you can't see!",hate speech
511,So what? All that matters is can the fuckin' horse see! That's a raid!,not hate speech
512, overlapping shouts  man Sons of bitches!,hate speech
513,I can't see shit!,hate speech
514,Big Daddy There he is! Get that nigger out from under that wagon!,hate speech
515,And get that niggerlover outta the wagon!,hate speech
516,"That nigger ain't down here, Big Daddy!",not hate speech
517, What?,not hate speech
518, They tricked us!,not hate speech
519,"Well, where are they?",not hate speech
520,Auf Wiedersehen.,not hate speech
521, all shouting  horses whinnying Oh! chuckles Bull'seye.,not hate speech
522, men yelling  horses whinnying  Django Look at 'em run.,not hate speech
523," all shouting Yeah, cowards tend to do that.",not hate speech
524,Goddamn it!,not hate speech
525,Big Daddy Goddamn it!,not hate speech
526,Would you care to?,not hate speech
527,Can't see shit outta this!,hate speech
528, He's getting away.,not hate speech
529, I got him.,not hate speech
530,Schultz Big Daddy's getting away.,not hate speech
531,I got him.,not hate speech
532, slowmotion impact sound  Big Daddy grunting Got him.,not hate speech
533,chuckles The kid's a natural.,hate speech
534,animal yipping nearby How you know Broomhilda's first masters was German?,not hate speech
535,Broomhilda is a German name.,not hate speech
536,"If they named her, it stands to reason they'd be German.",not hate speech
537,Lots of gals where you're from named Broomhilda?,hate speech
538,Broomhilda is the name of a character in the most popular of all the German legends.,hate speech
539,There's a story about Broomhilda?,hate speech
540,"Oh, yes, there is.",not hate speech
541, Do you know it?,not hate speech
542," Oh, every German knows that story.",not hate speech
543,Would you like me to tell you?,not hate speech
544,"Well, Broomhilda was a princess.",hate speech
545,"She was a daughter of Wotan, god of all gods.",hate speech
546,"Anyway, her father is really mad at her.",not hate speech
547,What she do?,not hate speech
548,I can't exactly remember.,not hate speech
549,She disobeys him in some way.,not hate speech
550,So he puts her on top of the mountain.,hate speech
551,Broomhilda's on a mountain?,hate speech
552,"It's a German legend, there's always going to be a mountain in there somewhere.",hate speech
553,And he puts a firebreathing dragon there to guard the mountain.,hate speech
554,And he surrounds her in a circle of hellfire.,hate speech
555,"And there, Broomhilda shall remain.",not hate speech
556,Unless a hero arises brave enough to save her.,not hate speech
557,Does a fella arise?,hate speech
558,"Yes, Django, as a matter of fact, he does.",not hate speech
559,A fella named Siegfried.,hate speech
560,Does Siegfried save her?,not hate speech
561,Quite spectacularly so.,not hate speech
562,"He scales the mountain, because he's not afraid of it.",hate speech
563,"He slays the dragon, because he's not afraid of him.",not hate speech
564,And he walks through hellfire...,not hate speech
565,...because Broomhilda's worth it.,not hate speech
566,I know how he feel.,hate speech
567,I think I'm just starting to realize that.,not hate speech
568,"Now, look, Django...",not hate speech
569,...I don't doubt that one day you'll save your lady love...,not hate speech
570,...but I can't let you go to Greenville in a good conscience.,hate speech
571,A slave auction town in Mississippi isn't the place for you to visit.,hate speech
572,"Free or not, it's just too dangerous.",hate speech
573,But let me ask you a question.,hate speech
574,How do you like the bounty hunting business?,not hate speech
575,Kill white folks and they pay you for it?,not hate speech
576,What's not to like?,not hate speech
577,"Now, I have to admit, we make a good team.",hate speech
578,I thought you was mad at me for killin' Big John and Lil Raj.,not hate speech
579,"Yeah, on that occasion you were a tad overzealous, but normally, that's a good thing.",not hate speech
580,How'd you like to partner up for the winter?,not hate speech
581,"What you mean ""partner up""?",hate speech
582,You work with me through the winter till the snow melts...,not hate speech
583,...I give you a third of my bounties.,not hate speech
584,"So we make some money this winter, and when the snow melts, I'll take you to Greenville myself and we'll find where they sent your wife.",hate speech
585,Why you care what happen to me?,not hate speech
586,Why you care if I find my wife?,not hate speech
587,Frankly...,not hate speech
