,dialog,label_word_embedding_fox_news
86," Am I allowed to be in a bad mood, Kirby?",not hate speech
87,"Of course. I just think we should go get some coffee, so you can calm down a bit.",not hate speech
88,"Nah, I got some work. Got some people coming over with some bullshit ideas.",not hate speech
89,"Well, they picked the right guy for that.",not hate speech
90,"Seems everybody's full of shit today, but you.",not hate speech
91,Maybe I just hate birthdays. Makes you think there's some reward for all this shit.,not hate speech
92,"No, there's no reward, just a reminder from why you're quitting to people you're hurt.",not hate speech
93,Maybe some people need hurting.,not hate speech
94,With a chain.,not hate speech
95,Look at the person that really did this. You.,hate speech
96,"And if you learn some patience, there is a reward.",not hate speech
97,It's believing in something bigger than yourself.,not hate speech
98,"Kirby, how fucking patient do I have to be? I'm here, right?",not hate speech
99,I'm looking at this fucking mess every day.,not hate speech
100,There's some people left me out there to rot.,not hate speech
101,"Sometimes, I just wanna find them and go say ""hello"" with a blowtorch.",hate speech
102, It's a blowtorch now.,hate speech
103," Yeah, they deserve it.",not hate speech
104,"All right, that's true, John, and it might be fitting.",not hate speech
105,But it wouldn't be proper. You know the difference between fitting and proper?,not hate speech
106,"Well, I'm not a trailer park poet like you, Kirby. You're gonna have to tell me.",not hate speech
107,"Well, it goes like this.",hate speech
108,I could shove my thumb up your ass right now and it would probably fit.,not hate speech
109,But it wouldn't be proper.,hate speech
110,That's sweet talk to an excon like me.,not hate speech
111,That coffee still on?,not hate speech
112, Go fuck yourself.,not hate speech
113," Okay, you, too.",not hate speech
114,"You know, we've been divorced three years?",not hate speech
115,I come home from work with that man sitting at my kitchen table.,hate speech
116,But...,not hate speech
117,I'm a single woman now and I got no intention of going back.,not hate speech
118,I've done my time.,not hate speech
119,"You done a little time, too?",hate speech
120,"Yup, just a little.",hate speech
121,That's your little girl?,not hate speech
122,Why? You seen her?,not hate speech
123,No.,hate speech
124,Missing Link Tattoo.,not hate speech
125, This is a collect call from...,not hate speech
126, Your fuckedup daughter.,not hate speech
127,"To accept the charges, say, ""yes,"" or press one now.",hate speech
128, Yes. Yes.,not hate speech
129," Sorry, I did not understand.",not hate speech
130, Do you accept this call?,not hate speech
131," Yes, you fucking robot! Yes, yes!",not hate speech
132,"Oh, fuck.",not hate speech
133, Dad?,not hate speech
134, I'm here. Where the hell are you?,not hate speech
135,I just...,not hate speech
136,"I know that it's been a really long time, I just...",hate speech
137, Fuck.,not hate speech
138," Well, just stay on the line.",hate speech
139," Where you been, kid?",not hate speech
140," I... I left home, a while ago.",not hate speech
141," Yeah, I know. You scared a lot of people.",not hate speech
142, I need cash fast. Fuck.,not hate speech
143,"Just enough so I can get lost, because I am fucking dead.",not hate speech
144,I'm like this fly that's about to get splattered on a windshield.,not hate speech
145, Does that make any sense?,not hate speech
146, No.,not hate speech
147,Fuck. I know this is so unbelievably rude.,hate speech
148,"Normally, I would be all, ""Oh, let's catch up."" My point is, I took the bus as far as I can get tonight.",not hate speech
149, I figure I can get to Oregon by Monday.,not hate speech
150," Okay, yeah. How much do you need?",not hate speech
151,"Two G's tops, if I can, you know, get settled and start working.",hate speech
152, What kind of work were you looking for?,not hate speech
153, Fuck. Fuck. I am so sorry about this.,not hate speech
154,"I don't know, a nanny?",hate speech
155,"Well, I got the money right here in my hand.",hate speech
156,Just stay put till I get there.,hate speech
157,That is so first class.,not hate speech
158,"I can meet you in Santa Monica, on Third and Broadway.",not hate speech
159,Okay. Stay put.,hate speech
160,My...,not hate speech
161,They can take us now!,not hate speech
162,I wanted to buy an eighth.,not hate speech
163,I hadn't seen him in so many years.,not hate speech
164,Lydia.,not hate speech
165,"Hey, kid.",not hate speech
166,"Come here. Come on, sit down.",not hate speech
167,You're okay. I got you now.,not hate speech
168,Thank you for coming so far.,not hate speech
169, Sure.,not hate speech
170, I'm gonna pay you back every dollar.,not hate speech
171,Okay.,not hate speech
172,"I almost didn't recognize you in this car, I was... you know...",not hate speech
173,I was expecting you to be holding on to the old hog.,not hate speech
174,"Well, that's a parole violation now.",not hate speech
175,Assholes.,not hate speech
176,"Listen, kid.",not hate speech
177,Why don't you take a little nap?,not hate speech
178,Fuck.,not hate speech
179,What the fuck.,hate speech
180,I don't even know where I am and there are only five channels on your TV.,not hate speech
181,Yeah.,not hate speech
182,"You swivel these ears here, and maybe get channel eleven.",hate speech
183,"So, I went back in time.",not hate speech
184,"If I turn myself in, do I get this reward?",not hate speech
185, Nope.,not hate speech
186, What a rip.,hate speech
187," Hey, hold still.",not hate speech
188, Sorry.,not hate speech
189,Some of my best work there.,not hate speech
190,Don Quixote.,not hate speech
191, Picasso.,not hate speech
192, Kid's got education.,not hate speech
193,"Yeah. Wanted to put it in a magazine, but we couldn't find this motherfucker.",hate speech
194, I ain't no male model.,not hate speech
195, No shit.,not hate speech
196,"Yeah, but, dude, I think Sancho Panza might have melanoma.",not hate speech
197,What?,not hate speech
198,Why don't you go outside and play?,hate speech
199,"You really should have that looked at, Dennis.",not hate speech
200,I can't stay much longer.,hate speech
201, Oregon.,not hate speech
202," No, I don't have to go to Oregon, I just have to go somewhere.",hate speech
203,You pregnant?,not hate speech
204, No.,not hate speech
205, That's so medieval.,not hate speech
206,But I don't wanna say too much 'cause it'd put you in a bad position.,not hate speech
207,"You see, my boyfriend thought we could get married so that I wouldn't have to testify against him in court.",not hate speech
208,Pretty romantic.,not hate speech
209,"No, no, he was so in love with me, I swear to God.",not hate speech
210,I don't even think there was a word for what was wrong with him.,hate speech
211,And he's worried you'll say that in court?,not hate speech
212,No.,hate speech
213,"It's terrible, he's gone.",not hate speech
214, He's... dead.,not hate speech
215, Your boyfriend?,not hate speech
216, He got shot.,not hate speech
217, Too bad.,not hate speech
218, In the neck. Yeah.,not hate speech
219, Rough break.,not hate speech
220,I just feel numb. You know?,not hate speech
221,I don't even think it's hit me yet that all of this is happening.,not hate speech
222, Me neither.,not hate speech
223," Like, maybe I'm traumatized.",not hate speech
224, Could be.,not hate speech
225, That's why I have to keep moving.,not hate speech
226,"He was really well connected, so there are a lot of people looking for my white ass right now.",hate speech
227,"Kid, can I say something? I know what it's like to come down this hard.",hate speech
228,"For 30 years, I was drinking and drugging and fighting like everybody had it in for me.",not hate speech
229,"Your higher power can't do shit for me here, Dad.",not hate speech
230,"When I called you, you said that you had money. Now, I'm not criticizing.",not hate speech
231,"I'm just saying, it kind of looks like you miss the comforts of jail.",not hate speech
232,"I can get you money, if that's what you want, kid. But let me make a deal.",not hate speech
233,"Give me a week. One week, you stay clean.",not hate speech
234,"You got people looking for you, who's gonna find you out here? Nobody knows who I am.",not hate speech
235, The cops probably keep track of you.,not hate speech
236, It means I piss in a cup once a month.,hate speech
237,"My parole officer has a caseload like, you know? Give me a week.",not hate speech
238,"If you're on your feet by Saturday, I'll give you everything I got in this world.",not hate speech
239,But you gotta stop with the drama.,hate speech
240, Hello?,not hate speech
241, It's me.,not hate speech
242,"God, what now? I am done, John.",not hate speech
243,I can't do this every time you have some stupid new plan about Lydia.,not hate speech
244,I have a life. I have people over.,hate speech
245," You okay in there, kid?",not hate speech
246," Yeah, I'm awesome, thanks.",not hate speech
247, Don't take your purse in there.,not hate speech
248, Can I please just have one second to myself?,not hate speech
249,"You can live in there if you like, just leave the purse outside.",not hate speech
250,Fuck.,not hate speech
251, I don't know what it is.,hate speech
252," Come on, come on. You know this. Listen.",not hate speech
253, You stumped me.,not hate speech
254, Dude! You must be tonedeaf!,not hate speech
255,I don't know it.,hate speech
256,Fuck.,not hate speech
257,Where you hiding the shit?,not hate speech
258,Tell me right fucking now!,not hate speech
259,This is not cute. I worked too hard.,hate speech
260,This place is clean.,hate speech
261,I'm not going down for a game of fucking hideandseek!,not hate speech
262,Goddamn it!,not hate speech
263,You still got all your teeth.,not hate speech
264,How long you been doing this?,not hate speech
265, A month?,hate speech
266, You telling me the truth?,not hate speech
267,"Yes, that's the truth.",not hate speech
268,And it's Hank Williams.,hate speech
269,That's what I was playing for you.,not hate speech
270, What the fuck?,not hate speech
271, Hank Williams.,not hate speech
272,That's what I was playing for you before.,not hate speech
273,Mom said that you always loved him.,not hate speech
274,"Yeah, well, I guess I just don't recognize him anymore.",not hate speech
275,"Kirby. I don't know what I stepped in, man, but she's here.",not hate speech
276, My little girl.,not hate speech
277, You found her.,not hate speech
278,"No, she found me.",not hate speech
279,But she's out of her fucking mind.,not hate speech
280,"Well, I remember when I tried to reconnect with my sister and my exwife.",not hate speech
281,They were not ready to forgive me.,not hate speech
282,It was destructive. It was the wrong time to try to make amends.,not hate speech
283,"Make amends? Kirby, I'm trying to keep the kid away from the fucking floor stripper.",not hate speech
284,She's coming down hard off something.,not hate speech
285,"Well, then she needs help, John.",hate speech
286,Get her into detox. Take her to the hospital.,hate speech
287,"Man, I don't know. She's going on about some kind of shit, some sort of trouble she's in.",not hate speech
288,"I don't know what's bullshit and what's not anymore, but...",hate speech
289,"I'd just as soon find out before I start filling out intake forms, you know?",not hate speech
290,"No, no, no, you're still thinking like a con.",not hate speech
291,Take her to the hospital.,hate speech
292,"Come on, Kirby. I just met the girl for the first time in years, I just don't feel like handing her over to a bunch of strangers.",not hate speech
293,You're the stranger.,not hate speech
294,"You didn't meet her, and she didn't meet you.",not hate speech
295,"Right now, she's nothing but a chemistry experiment. You need help with this, John.",not hate speech
296,"Well, then, why ask?",not hate speech
297,Cutting up the veggies here.,not hate speech
298,We wanna try and keep the vegetables...,not hate speech
299,"and make a fresh herb mixture with parsley, thyme, fennel flakes and garlic.",hate speech
300," Can I help you, gentlemen?",not hate speech
301, Yeah. We want tattoos.,hate speech
302, I'm not open.,not hate speech
303, It says walkins. We're walking in.,hate speech
304, Nah. Come back tomorrow.,not hate speech
305, I want some Nazi shit on my arm.,not hate speech
306,Or a bigass heart with some bitch's name on it.,not hate speech
307,"Yeah, on my dick. We got money, old man.",not hate speech
308,It's bad business turning us away.,not hate speech
309,"Yeah, come on, man.",not hate speech
310,Don't be judging us by our looks.,not hate speech
311,I'm not judging. I'm just going to bed.,not hate speech
312,What if I wanted her name on my stomach?,not hate speech
313, Lydia.,not hate speech
314, Why don't you all fuck off?,not hate speech
315,We just want to talk to her.,not hate speech
316,We ain't got no problem with you.,not hate speech
317,What are you? Fucking citizens' police? Get off my fucking property or I'm calling the cops.,hate speech
318,"Motherfucker, you on parole.",not hate speech
319,Nobody calls the cops on parole!,not hate speech
320,"Don't you fucking turn your back on me, wood!",not hate speech
321,"Straight question, kid.",hate speech
322, Can the police handle this?,not hate speech
323," No, they'll kill me in jail! I won't make it.",not hate speech
324, And I don't know what to do!,hate speech
325, No shit!,not hate speech
326, That fucking punk puts a dent in my door...,not hate speech
327, I really fucked up.,not hate speech
328,"Shit! Happy birthday, Link.",not hate speech
329,It's good to finally meet your friends!,not hate speech
330,"Yeah, Kirby, you heard right.",not hate speech
331,Party at my place.,not hate speech
332,I'm gonna get blamed for this.,not hate speech
333,Breaking parole. Guaranteed.,not hate speech
334, Dad!,not hate speech
335, What the fuck? Son of a bitch.,hate speech
336,Shit stain! Get the fuck outta here!,hate speech
337,"There it is, aggravated assault.",hate speech
338,Return to custody.,hate speech
339,See? I missed 'em for ya.,not hate speech
340,"Attempted murder, that's what they'll say.",not hate speech
341," Thanks for looking me up, kid.",not hate speech
342," Dad, these guys are fucking psychos.",not hate speech
343,You think so?,not hate speech
344,"I'll see you on the inside, you chickenshit motherfucker!",not hate speech
345,"Hey, kid...",not hate speech
346,they must've run out of bullets.,hate speech
347,Fuck. Hang on!,not hate speech
348," Are you dead yet, motherfucker?",not hate speech
349, You okay?,not hate speech
350,Do you hear me? I told you not to turn your fucking back!,not hate speech
351,"We coming to get you, motherfucker!",hate speech
352, Who is that?,not hate speech
353, It's the neighborhood watch.,hate speech
354,You boys picked the wrong rednecks.,hate speech
355,You go tell your boys and girls to put they hockey sticks away.,hate speech
356," Tell me, is that shit still loaded?",not hate speech
357," I don't know, let's find out.",hate speech
358," Come on, man. Let's go.",not hate speech
359," You know what, I admire you all for protecting this fine trailer park community.",not hate speech
360,"Come on, ese, come on.",not hate speech
361,You know what? This one right here...,not hate speech
362,I'm gonna call it a tie.,not hate speech
363,"I'll see you, all right?",not hate speech
364,John!,not hate speech
365, You okay?,not hate speech
366, Fuck!,not hate speech
367,"Easy, easy, easy. Are you hurt?",not hate speech
368,There's glass everywhere.,not hate speech
369," Fuck, this place sucked before!",not hate speech
370," John, what's going on?",not hate speech
371, Who are those guys?,hate speech
372," Yeah, who are those fucking guys?",not hate speech
373,"Talk to me, buddy.",not hate speech
374,Tell me what's going on?,not hate speech
375,"Kirby, thank you!",not hate speech
376, Come on.,not hate speech
377," Wait, you're leaving a crime scene?",not hate speech
378,"Kid's up to her neck in it, I can't give her up.",not hate speech
379," John, you gotta wait for the cops! John...",not hate speech
380, We know how that's gonna turn out.,not hate speech
381,"John, you've always listened to me when it counted.",not hate speech
382,"And I'll keep listening, but not here.",not hate speech
383,"I'll call you from the road, Kirby, promise.",not hate speech
384,Sober as the judge.,not hate speech
385,"John, it's really hard to be your sponsor.",hate speech
386,Don't do this to me.,not hate speech
387,"Not now, you piece of shit.",not hate speech
388,Don't do this to me.,not hate speech
389,Come on. You damn fucking...,not hate speech
390," I'm sorry, Dad.",not hate speech
391, God.,not hate speech
392,I'm so sorry.,not hate speech
393,Yeah.,not hate speech
394,Fuck.,not hate speech
395,I knew those guys from their ink.,hate speech
396,There were two sureños.,not hate speech
397,"And the white guy with the ""pen1,"" that's ""public enemy number one."" He's with the enforcement arm of the brotherhood.",not hate speech
398,"Though they're not proud, they work with Eme, but only if there's real money involved.",hate speech
399,I got no idea how you pissed guys like that off.,not hate speech
400,"You maybe talking to the feds, or something?",not hate speech
401,"No. No, no, no.",not hate speech
402,I'm not talking to anybody but you.,not hate speech
403,"Yeah, I know. You never stop, but you don't say anything.",not hate speech
404,"See, that was supposed to be an easy hit.",hate speech
405,"Take you out in the desert, rape ya, put a bullet in your brain, have a bologna sandwich.",hate speech
406,Make a real day of it.,not hate speech
407,What do they want from you?,hate speech
408, Fuck!,not hate speech
409, I'm afraid of what you'll think.,not hate speech
410,I understand. You don't wanna spoil the good impression you made so far.,not hate speech
411,It's not that funny.,hate speech
412,"Oh, my God!",not hate speech
413,"I'm gonna pee in my pants, Dad.",not hate speech
414,You good?,not hate speech
415,You all done? All wrung out? Finished?,not hate speech
416, What's wrong with you?,not hate speech
417, It's time to cut the shit.,hate speech
418,"What the fuck was so wrong at your mother's, that you had to run away with those guys?",hate speech
419,"No, God! I left home a while ago.",not hate speech
420,I didn't even know those guys.,hate speech
421, They sure seemed to know you.,not hate speech
422," Yeah, they worked for my boyfriend.",not hate speech
423,"He was businessman, he was in real estate.",not hate speech
424,You trying to tell me we're being chased by realtors?,hate speech
425,"No. Well, he managed properties.",hate speech
426,"See, I met him at this party and we just had this connection.",not hate speech
427,"He was older, he was like 30 and he was really a man.",hate speech
428,Fuck.,not hate speech
429,"I was living in a friend's walkin closet, at the time.",not hate speech
430,"And he wanted to help, so, he set me up in this cute little cottage in the valley.",not hate speech
431,And all I had to do was take care of it and look normal.,hate speech
432,"Except, his people would hide stuff in the house.",not hate speech
433,"Like drugs, money, stuff like that.",not hate speech
434,"So, he made you window dressing at one of his stash houses.",not hate speech
435,"No, he really cared about me, Dad.",hate speech
436,He didn't mean for this.,hate speech
437,I am the one who fucked up.,not hate speech
438,"Kid, you got the mindset of a battered housewife.",hate speech
439,"This one night, I had friends over at the house and things just blew up.",not hate speech
440,Someone broke the sliding glass door and some dick put his fist through a wall and...,not hate speech
441, Something goes missing.,not hate speech
442, That's what my boyfriend said.,not hate speech
443,The people he worked for were furious.,not hate speech
444," But I swear, I never saw anything.",not hate speech
445, You didn't know. Nothing?,not hate speech
446, That's the truth.,not hate speech
447, No. Yes. Then he...,hate speech
448,"Then he took me to another house, where, I guess, the tenants had stolen money out of the walls, and...",hate speech
449,he wanted me to kill this woman. Maybe to show that I would do anything for him.,hate speech
450,"And I had the gun in my hand, and I didn't think.",not hate speech
451,"I just turned, and I pulled the trigger.",hate speech
452,Fuck.,not hate speech
453,And I...,hate speech
454,I killed him.,hate speech
455, You killed the boyfriend... the guy?,hate speech
456, Yes.,not hate speech
457,Fuck.,not hate speech
458,And are you guys gonna need any help with any luggage tonight?,not hate speech
459, Nope.,not hate speech
460, All right. Traveling light.,not hate speech
461,Receipt.,not hate speech
462,"Hey, man, where'd you find her?",hate speech
463,In the fucking delivery room.,not hate speech
464,"Yeah, that's... okay.",not hate speech
465,"Well, got your room with two double beds.",not hate speech
466,Checkout's at 11:00 and complimentary breakfast served till 10:00.,not hate speech
467,"This part's a little tricky, so I'll show you.",not hate speech
468,You're just gonna loop all the way around to 216.,not hate speech
469,That's you.,not hate speech
470,I can show you if you want.,not hate speech
471, Yeah...,not hate speech
472," No, that's all right.",not hate speech
473,"Experts say you could be paying more at the pump, if that trend continues.",not hate speech
474,"In other local news, a car that caught on fire sparked a quarter of an acre...",hate speech
475, What's up?,not hate speech
476, Hey.,not hate speech
477, Did you need something?,not hate speech
478," No, I just wanted some air.",not hate speech
479,"Oh. Okay, well, we got plenty of that.",hate speech
480,"Tonight, both LAPD and the county sheriff's office are asking for help in the search for a missing girl.",not hate speech
481,She's wanted in possible connection to multiple homicides  in the Santa Clarita area.,not hate speech
482, Shit!,not hate speech
483,A warrant has been issued for her as a material witness.,not hate speech
484," Oh, my God.",not hate speech
485," Lydia Carson, she's approximately 5'7""...",not hate speech
486, I'm a fucking celebrity.,not hate speech
487, ...butterfly on her shoulder.,not hate speech
488,"She could be traveling with John Link, who last resided in Indio.",not hate speech
489, Authorities have provided this...,not hate speech
490, I should show you something.,not hate speech
491,...who sees the pair.,not hate speech
492,I'm actually supposed to call the police.,hate speech
493,Did you?,not hate speech
494, Missing Link Tattoo.,not hate speech
495," Dad, Dad, you have to come downstairs.",not hate speech
496,"I'm in the lobby, okay? Bring everything, and I left a bunch of stuff in the bathroom.",not hate speech
497,Don't forget that because there's probably DNA on it.,hate speech
498,DNA? What the fuck?,hate speech
499,"Don't turn on the lights, we're probably being watched. And hurry.",hate speech
500, What the hell is this?,not hate speech
501, Did you get the stuff in the bathroom?,not hate speech
502," Yeah, I got your shit.",not hate speech
503," Good, 'cause the cops are coming.",not hate speech
504,"Actually, they might be here already.",not hate speech
505," So, this cocksucker called the cops?",not hate speech
506," No, God, Dad! He's helping us.",not hate speech
507,Somebody's nice to you and you call him a cocksucker?,not hate speech
508,"It's all right, I got thick skin.",hate speech
509,"You know, I came on at 10:00.",not hate speech
510,"That was already there when I got here,  but knowing the day guy...",hate speech
511, Fuck! Get the fuck down!,hate speech
512, Day guy always fucks the night guy.,hate speech
513, Shut up!,not hate speech
514,They're everywhere.,not hate speech
515,We're gonna need a new ride.,not hate speech
516,"Okay, I really shouldn't do this, but...",not hate speech
517,"room 103's open, they won't see if you take the back door. Here.",not hate speech
518,"I didn't see you, you didn't see me.",not hate speech
519,And you're the sweetest person that I never met.,hate speech
520,They're gonna impound the Nova.,not hate speech
521, Dad.,not hate speech
522, Yeah.,not hate speech
523,What's jail like?,not hate speech
524, It's like summer camp.,hate speech
525, I'm serious.,not hate speech
526,"Yeah, they got a big swimming pool.",not hate speech
527,"If you're good, they let you ride a pony.",hate speech
528,The cocksucker told them.,not hate speech
529,They're gonna search every room.,not hate speech
530, Do they protect people?,not hate speech
531, They're going into that room we were in.,not hate speech
532,"Like if somebody was after me, would they make sure I was okay?",not hate speech
533,"Like a special cage, or something?",hate speech
534,"Yeah, that's called PC.",not hate speech
535,It's for snitches and celebrities.,not hate speech
536,"Yeah, maybe you'll be both.",not hate speech
537,Police! Open up!,not hate speech
538,"I can't get caught, Dad. I won't make it.",hate speech
539,"Yeah, I know. You stick with me, I'm not going back either, okay?",not hate speech
540,"Who the fuck is in there? Go! Go, go, go!",not hate speech
541,Who the fuck is that?,not hate speech
542,"Dad! Dad, Dad, Dad!",not hate speech
543,I haven't done this in a long time.,not hate speech
544,"Oh, fuck!",not hate speech
545,"Oh, my God!",not hate speech
546, Dad!,not hate speech
547, Lower your weapon!,not hate speech
548,Dad! Dad!,not hate speech
549,"Oh, my God! Dad! Come on! Hurry!",not hate speech
550,"Go, go, go!",not hate speech
551,What the fuck was that?,not hate speech
552,"Our first family car, and now we gotta dump it.",not hate speech
553,That guy with the ink all over his face?,not hate speech
554,"That wasn't some gangbanger, baby.",not hate speech
555,That was a sicario.,hate speech
556,Cartel soldier.,not hate speech
557,Used to hitting cops and judges.,hate speech
558,"This boyfriend you killed? I heard the whole goddamn love story, now, what's his name?",not hate speech
559,"Going on a year out of the joint, and here I am in a truck full of Mexicans.",hate speech
560,Good morning. My name is Lydia.,not hate speech
561,"He is my father, but he doesn't like to talk.",hate speech
562,He doesn't like anybody except motorcycles.,not hate speech
563,How do you spend your entire life in the California penal system  and not speak any Spanish?,not hate speech
564, What do you mean by that?,not hate speech
565,"Don't worry. He is a big bear, but he is not dangerous.",hate speech
566," What, you organizing a fucking union?",hate speech
567, What do you have against them?,not hate speech
568,Nothing.,not hate speech
569,"Well, okay. Okay, well, they come up here, they're illegal and they take my job.",hate speech
570," So, you pick oranges for a living?",not hate speech
571," Nope, but I'm sure someone does.",not hate speech
572,"Nope, not true. In fact, I bet you that no white person has ever picked a piece of fruit off of a tree, ever.",hate speech
573,What about Eve?,hate speech
574, Eve was not white.,not hate speech
575," Oh, fuck.",not hate speech
576,What? You think that the Garden of Eden was in Norway?,not hate speech
577,Okay.,not hate speech
578,Here.,not hate speech
579,"I gotta ask about somebody inside here, so you just wait.",not hate speech
580,"This is a bar, Dad.",hate speech
581,You're the one who needs a chaperone.,hate speech
582,"I'll be fine, just stay out here.",not hate speech
583,"She ain't 21, boss.",not hate speech
584,"I'm looking for a guy named Tom Harris, people used to call him ""Preacher."" He still come here?",not hate speech
585,"Look, I'm an old buddy of his, I'm just trying to hook up with him again.",not hate speech
586,Does this look like a dating service?,hate speech
587,Good enough for me. What'll you have?,not hate speech
588,She's having water.,not hate speech
589,"He lived in the Foothills, last I heard.",not hate speech
590,"One of the originals, Fontana Chapter.",hate speech
591,"So, then the flea wakes up and he's back in the Hells Angels mustache...",not hate speech
592,"Kirby, I'm in a bar.",not hate speech
593," Oh, John.",not hate speech
594," Well, that's not the worst of it.",not hate speech
595,There's some serious fucking people tailing us and I don't know how.,hate speech
596, What does the guy say?,not hate speech
597, Look at that ass car go.,hate speech
598,"This fucking kid's a carnival, man.",hate speech
599,She's every loser's lucky day.,not hate speech
600,"Look, I'm going to Preacher's.",not hate speech
601,I'm heading there.,not hate speech
602,"John, I felt like you were the first person I really helped.",not hate speech
603,That's the God's honest truth.,not hate speech
604,"Well, yeah, I know. Look, I'm not dying, Kirb. I'm just in El Centro.",not hate speech
605,"Look, tell me where you are, give me an address, I'm gonna come get you.",not hate speech
606," I'll call you back, okay?",not hate speech
607," Wait, John, no.",hate speech
608,"Excuse me, buddy.",not hate speech
609,"Oh, my... What is the matter? God!",not hate speech
610,You pulled my arm out of its socket.,not hate speech
611, What? Are you relapsing?,not hate speech
612," What, you wanna talk, talk here.",not hate speech
613, Away from those animals.,hate speech
614, Okay. Look.,not hate speech
615,I've been thinking and I have a plan.,hate speech
616,"I know that it's a crime not to report a crime, but other than that, what have you done?",hate speech
617,"I mean, that warrant is for me.",not hate speech
618,You could go home.,not hate speech
619,You could just tip the trailer back and voila.,not hate speech
620,I don't have to take you down with me.,hate speech
621,I was talking to these guys and I think that I can cross the border at Otay Mesa.,not hate speech
622,Pretty little white chick down in Tijuana with no money and a price on her head.,hate speech
623," Now that's a hell of a plan, Lydia.",hate speech
624, You don't think I could take care of myself?,hate speech
625,"Hell, no. Not even in this dump here, let alone in Guadalajara or some other turd factory down south.",not hate speech
626,"Within a week, you'll be turning tricks.",not hate speech
627,That is the most insulting thing that anybody has ever said to me.,not hate speech
628,"Well, I bet it's not.",not hate speech
629,How else are you gonna make money?,not hate speech
630,"Look, look, kid. I'm just... I'm just trying to help you think straight, all right?",not hate speech
631,"I know what it's like to have the shit come down on you, okay?",hate speech
632,"People get caught when they make mistakes and I just don't want you to do anything stupid, okay?",not hate speech
633, About all I know is running.,hate speech
634, You spent nine years in prison.,not hate speech
635, How the fuck is that running?,hate speech
636," Okay, surviving.",not hate speech
637,I just wanted you to go back to your little place and not have to do any more time.,not hate speech
