,dialog,label_word_embedding_fox_news
235,This is an area that is controlled...  by the Vietcong and North Vietnamese.  Jim.,not hate speech
236,We are here to help you.   We extend a welcome hand...,hate speech
237, Come on.,not hate speech
238,to those who would like to return...,hate speech
239, Everybody in?,hate speech
240,to the arms of the South Vietnamese government.  Get in. Hurry up.,not hate speech
241,Move it out.,not hate speech
242,This is an area that is controlled...  by the Vietcong and North Vietnamese.  Hey! What's this?,not hate speech
243,What is this?,not hate speech
244,"This man's hurt pretty bad, sir.",not hate speech
245,"About the only thing that's holding his guts in, sir, is that pot lid.",not hate speech
246,Yeah? What do you have to say?,not hate speech
247,This soldier is dirty VC. He wants water. He can drink paddy water.,not hate speech
248,Get outta here!,hate speech
249,Give me that canteen.,not hate speech
250, He's VC!,not hate speech
251, Any man that's brave enough to...,not hate speech
252,Get outta here!,hate speech
253,I'll kick your fuckin' ass!,not hate speech
254,He killed a lot of our people!,hate speech
255,Any man brave enough to fight with his guts...,not hate speech
256,strapped on him can drink from my canteen.,not hate speech
257,"Hey, Colonel, I think one of those sailors is Lance Johnson, the surfer.",hate speech
258, Where? Here? You sure?,not hate speech
259, Down there.,not hate speech
260,Yeah? Here.,not hate speech
261,Repeat. We have a body count.,hate speech
262,We have...,hate speech
263,"What's your name, sailor?",not hate speech
264, Gunner's Mate Third Class Johnson.,not hate speech
265, Gunner's Mate Third Class...,not hate speech
266," Lance Johnson, the surfer?",hate speech
267," Yes, sir.",not hate speech
268,It's an honor to meet you. I've admired your nose riding for years.,not hate speech
269,I like your cutback too. I think you have the best cutback there is.,hate speech
270," Thank you, sir.",not hate speech
271," You can cut out the ""sir"" crap.",hate speech
272,I'm Bill Kilgore.,not hate speech
273,I'm a goofy foot.,not hate speech
274, This guy with ya?,not hate speech
275, Yeah.,not hate speech
276,I want you to meet some guys.,not hate speech
277, This is Mike from San Diego.,hate speech
278, Far out.,not hate speech
279, Johnny from Malibu. Solid surfers.,hate speech
280," John, hi. Far out.",not hate speech
281,None of us are anywhere near your class though.,not hate speech
282,No way.,not hate speech
283,We do a lot of surfing around here.,hate speech
284,I like to finish operations early.,hate speech
285,Fly down to Yung Tau for the evening glass.,not hate speech
286,Been riding since you got here?,not hate speech
287,No way. I haven't surfed since I been here.,not hate speech
288,"Through Christ, our Lord...",not hate speech
289,from Whom all good things come...,not hate speech
290,through Him in the unity of the Holy Spirit.,not hate speech
291,"All glory and honor is Yours, Almighty Father.",not hate speech
292,Let us bring our iniquities to the Father...,hate speech
293,in the words our Savior gave us.,not hate speech
294,"Our Father, Who art in heaven, hallowed be Thy name.",not hate speech
295,Thy kingdom come. Thy will be done on earth as it is in heaven.,not hate speech
296,Give us this day our daily bread...,not hate speech
297,and forgive us our trespasses...,not hate speech
298,"as we forgive those who trespass against us.  Lead us not into temptation, but deliver us from evil.  Kilgore had had a pretty good day for himself.  They choppered in the Tbones and the beer...  and turned the LZ into a beach party.  The more they tried to make it just like home...  the more they made everybody miss it.  Make my meat rare...",hate speech
299,rare but not cold.,hate speech
300,"Well, he wasn't a bad officer, I guess.  He loved his boys, and you felt safe with him.  He was one of those guys that had that weird light around him.  You just knew he wasn't gonna get so much as a scratch here.  What happened to your mission?",not hate speech
301,Nha Trang forget all about you?,not hate speech
302,Airborne.,not hate speech
303,"Sir, two places we can get into the river.",hate speech
304, Yeah.,not hate speech
305, Here and here.,not hate speech
306,"It's a pretty wide delta, but these are the only two spots I'm sure of.",hate speech
307,That village you're pointing at is kind of hairy.,not hate speech
308," What do you mean ""hairy,"" sir?",not hate speech
309, It's hairy.,not hate speech
310,Got some pretty heavy ordnance.,not hate speech
311,I lost a few recon ships in there now and again.,not hate speech
312,What's the name of that goddam village? Vin Drin...,not hate speech
313, Dop.,not hate speech
314, Dop or Lop?,hate speech
315,Damn gook names all sound the same.,not hate speech
316,"Mike, you know anything about this point at Vin Drin Dop?",not hate speech
317,That's a fantastic peak.,not hate speech
318, Peak?,not hate speech
319, About six foot.,not hate speech
320,It's an outstanding peak. It's got both the long right and left slide...,not hate speech
321,with a bowl section that's unbelievable.,not hate speech
322,It's just tube city.,not hate speech
323,Why didn't you tell me that before? A good peak.,not hate speech
324,There aren't any good peaks in this whole shitty country.,not hate speech
325,It's all goddam beach break.,not hate speech
326,It's really hairy in there.,hate speech
327,That's where we lost McDonald.,not hate speech
328,They shot the hell out of us there.,hate speech
329,That's Charlie's point.,not hate speech
330,"Sir, we can go in there tomorrow at dawn.",not hate speech
331,There's always a good offshore breeze in the morning.,hate speech
332,We may not be able to get the boat in.,hate speech
333,The draught at the mouth of that river may be too shallow.,not hate speech
334,We'll pick your boat up and put it down like a baby where you want it.,hate speech
335,"This is the First of the Ninth, AirCav, son.",hate speech
336,Air mobile! I can take that point and hold it as long as I like.,not hate speech
337,"You can get anyplace up that river that suits you, young Captain.",not hate speech
338,"Hell, a sixfoot peak.",hate speech
339,Take a gunship back to the division.,hate speech
340,"Lance, go with Mike and let him pick out a board for you.",hate speech
341,"Bring me my Yater Spoon, the eightsix.",not hate speech
342," I don't know, sir...",hate speech
343," What is it, soldier?",not hate speech
344,It's hairy in there.,not hate speech
345,It's Charlie's point.,not hate speech
346,Charlie don't surf!,not hate speech
347,"Hey, Jesus, Clean, you ain't gonna believe this. Look.",not hate speech
348,"Hey, man!",not hate speech
349,They're pickin' up the boat!,not hate speech
350," How are you feeling, Jimmy?",not hate speech
351," Like a mean motherfucker, sir!",hate speech
352,"All right, son, let 'er rip.",hate speech
353,Let's go!,hate speech
354,I never have got used to a light board. I can't get used to one.,hate speech
355, I'm used to a heavy board.,hate speech
356," I know, it's a real drag.",hate speech
357, You prefer a heavy or light board?,hate speech
358, Heavier.,not hate speech
359, Really?,not hate speech
360, Yeah!,not hate speech
361,I thought all the young guys like lighter boards.,hate speech
362, You can't ride the nose on those.,hate speech
363, Big Duke Six.  This is Eagle Thrust Seven.,not hate speech
364,We've got it spotted.,not hate speech
365,Duke Six to Eagle Thrust.  Put on heading twosevenzero.,not hate speech
366,Assume attack formation.,hate speech
367,"That's a roger, Big Duke.",not hate speech
368,"We're going in.  Hey, Lance, we'll come in low out of the rising sun.",not hate speech
369,"About a mile out, we'll put on the music.",hate speech
370, Music?,not hate speech
371," Yeah, I use Wagner.",not hate speech
372,Scares the hell out of the slopes.,hate speech
373,My boys love it.,not hate speech
374,"Hey, they're gonna play music!",not hate speech
375,How come all you guys sit on your helmet?,not hate speech
376,So we don't get our balls blown off.,hate speech
377,Big Duke Six to Eagle Thrust.,not hate speech
378,Put on psy war op.,not hate speech
379,Make it loud. This is a Romeo Fox Trot. Shall we dance?,not hate speech
380,"Yes, sir!",hate speech
381, Come on!,not hate speech
382, All right. Fire.,not hate speech
383,We got a couple...,hate speech
384,"at that tree line.  We're taking fire from the holes.  Run, Charlie!",hate speech
385,This should make everything burn.  We got a couple of people ahead here.  What's going down here?,not hate speech
386,We got an automatic! Shoot to kill!  Shoot to kill in the open!,hate speech
387,I spotted a large weapon down below.  We're gonna go down and check it out.,not hate speech
388,"All right, this is Fox Trot.",not hate speech
389,We're pullin' in.  What a shot.,hate speech
390,"Outstanding, Red Team. Outstanding.",not hate speech
391,Get you a case of beer for that.,hate speech
392,"Sixfouronezero, we're over the village right now.  I see a vehicle in the courtyard.",not hate speech
393,I'm gonna check it out.,not hate speech
394,"Well done, Hawks.",not hate speech
395,Want some twentyMikeMikeVulcan along those tree lines.,not hate speech
396,Ripple the shit out of 'em.,hate speech
397,"Got a vehicle on the bridge, He's moving across to resupply the weapon.",not hate speech
398,"Big Duke Six, clear the area.",not hate speech
399,I'm coming down myself.  Don't these people ever give up?,not hate speech
400,"Nice shot, Bill.",not hate speech
401, Shit!,not hate speech
402," All right, all right!",not hate speech
403, It's just a flare!,hate speech
404, It's a flare! Gotta get outta here!,hate speech
405,Unass that shit.,hate speech
406,Get it outta here!,hate speech
407,Get it out. It's just a flare.,hate speech
408,It's all right.,not hate speech
409, Everybody all right? Lance?,not hate speech
410, I'm fine!,not hate speech
411,Get down!,hate speech
412,I'm not going!,not hate speech
413,I'm not going! I'm not going.,not hate speech
414,"We just got a secondary down there in the plaza.  Hold on to your position.  Duke Six, we've got wounded down there.   Get a stretcher over here!",not hate speech
415, You're all right.,not hate speech
416," Please, God! Help me!",not hate speech
417, Give him some morphine.,not hate speech
418,My God! Oh!,not hate speech
419, Sevenfourtwo!,not hate speech
420, Where's that duster?,not hate speech
421,I want my wounded out of there and in the hospital in 15 minutes.,not hate speech
422,I want my men out.,not hate speech
423,"Somebody stay in there tight with Big Duke.  This is TenTen. We're gonna be in, throw 'em on and get out.  She's got a grenade!",not hate speech
424,She's got a grenade!,not hate speech
425,The whole thing blew up.,not hate speech
426, She blew the shit...,not hate speech
427, Fucking savages.,hate speech
428, Get a medevac.,hate speech
429," Holy Christ, she's a SAP.",not hate speech
430,"I'm gonna get that dink bitch.  Get over there, Johnny. Roll that right skid right up her ass.  We gotta get some air in these trees.",not hate speech
431,It's goddam eatup with enemy down here.,not hate speech
432,I'm taking fire.,hate speech
433,I'm taking hits all over.  Three o'clock!,hate speech
434,I'm drawing heavy fire!,not hate speech
435,I'm hit! Mayday! Mayday!,not hate speech
436,I'm goin' in.  My tail rotor's out.,not hate speech
437,I got control.   What do you think?,not hate speech
438," Wow! This is really exciting, man.",hate speech
439, No! No! The waves! The waves!,not hate speech
440," Oh, right.",not hate speech
441,Look at that.,hate speech
442,Breaks both ways. Watch. Watch.,not hate speech
443,"Look! Good sixfoot swells!  Come here, Lance.",not hate speech
444,Incoming!,not hate speech
445,"This LZ is still pretty hot, sir.",not hate speech
446,Maybe you ought to surf somewhere else.,hate speech
447,"What do you know about surfing, Major?",not hate speech
448,You're from goddam New Jersey.,not hate speech
449,Come here! Come here!,not hate speech
450, Change!,not hate speech
451," You mean right now, sir?",not hate speech
452,I wanna see how rideable that stuff is. Go change.,not hate speech
453,It's still pretty hairy out there.,hate speech
454," Do you wanna surf, soldier?",not hate speech
455," Yes, sir.",not hate speech
456,"That's good, son, 'cause you either surf or fight.",not hate speech
457,That clear? Get going.,hate speech
458,I'll cover for 'em.,not hate speech
459,And bring a board for Lance.,hate speech
460,We can't do shit until the boat gets here.,hate speech
461,"Lance, I'll bet you can't wait to get out there.",hate speech
462, What?,not hate speech
463, See how they break both ways?,not hate speech
464,"One guy can break right, one left, simultaneous. What do you think?",not hate speech
465,We ought to wait for the tide to come up.,not hate speech
466, Come here. Look.,not hate speech
467, Incoming!,not hate speech
468,The tide doesn't come in for six hours!,not hate speech
469,You wanna wait here for six hours?,not hate speech
470,Yo! Chief! Chief!,not hate speech
471,"Okay, fellas, quit hiding.",not hate speech
472,"Come on! Let's go!   Dickheads, take off!",not hate speech
473, Goddam it!,not hate speech
474,Don't you think it's a little risky for R and R?,not hate speech
475,"If I say it's safe to surf this beach, it's safe to surf this beach!",not hate speech
476,I'm not afraid to surf this place!,hate speech
477,I'll surf this fuckin' place.,hate speech
478,"Give me that RT, soldier.",not hate speech
479,"Dove Four, this is Big Duke Six.",not hate speech
480,Goddam it!,not hate speech
481,"I want that tree line bombed!  Big Duke Six, roger.",not hate speech
482,"Dove OneThree, stand by.  Blow them into the Stone Age, son!   Out!",not hate speech
483," No, back, no!",not hate speech
484,Let me take care of this.,hate speech
485,Get that out of here!,hate speech
486, I'm sorry.,not hate speech
487, Come here now. All right.,hate speech
488," No, ma'am. Sorry!",not hate speech
489, Jimmy!,not hate speech
490,"Hawk OneTwo, Dove OneThree.  They need some napalm in the tree line. Can you put it down there?  Right, OneThree. We're fixin' to fuck with 'em. What's the target?  We're trying to suppress some mortar fire off the tree line down there.   Roger. Here we come.",not hate speech
491, Good. Give it all you got.  Bring in all your ships.  Put him in my chopper.,not hate speech
492,Get him back to the hospital.,not hate speech
493,"No, no, no, you got to go with him.",not hate speech
494,Come on! Go! Go!,not hate speech
495,Get it outta here!,hate speech
496,Tell my guys I want my board!,not hate speech
497,"Big Duke Six, this is Dove OneThree.  The jets are inbound now. You got about 30 seconds to bomb station.  Get your people back and heads down.",not hate speech
498,This is gonna be a big one.  Don't worry.,not hate speech
499,"We'll have this place cleaned up in a jiffy, son. Don't you worry.",hate speech
500,Give me those shorts.,not hate speech
501,"These are from the AirCav, a present from me and the boys.",hate speech
502,I want to see you do your stuff in 'em out there.,not hate speech
503,You smell that?,not hate speech
504, Do you smell that?,not hate speech
505, What?,not hate speech
506,"Napalm, son. Nothing else in the world smells like that.",hate speech
507,Come on. Move it!,not hate speech
508,Move it! Move it!,hate speech
509,I love the smell of napalm in the morning.,not hate speech
510,"You know, one time we had a hill bombed for 12 hours.",hate speech
511,"When it was all over, I walked up.",not hate speech
512,"We didn't find one of them, not one stinking dink body.",hate speech
513,But the smell...,hate speech
514,"You know, that gasoline smell.",hate speech
515,The whole hill smelled like...,not hate speech
516,victory.,not hate speech
517,Someday this war's gonna end.,not hate speech
518, Lance! The wind!,not hate speech
519, Huh?,not hate speech
520, The wind!,not hate speech
521, What?,not hate speech
522,It's blowin' onshore!,not hate speech
523,It's gonna blow this place out.,not hate speech
524, It's gonna ruin it!,not hate speech
525, Not cool! It's gonna blow out!,not hate speech
526,It's the goddam napalm!,hate speech
527,That's what's doin' it!,not hate speech
528,"I know. I'm really sorry, Colonel.",not hate speech
529,I'm afraid that does it.,not hate speech
530,The kid's got a reputation.,hate speech
531,You can't expect him to surf those sloppy waves.,not hate speech
532, I understand.,hate speech
533," I'm an artist, Bill.",not hate speech
534, I couldn't surf that stuff.,not hate speech
535, I apologize. It's not my fault.,not hate speech
536,The waves are gettin' blown out by the napalm.,hate speech
537,Don't get me wrong...,hate speech
538,It was the bombs causing a vortex with the wind.,hate speech
539,I accept your apology.,not hate speech
540,But if you could hang around 20 minutes...,hate speech
541," Some other time, Bill.",not hate speech
542, Just 20 minutes!,not hate speech
543, I'm an artist.,not hate speech
544, Keep walking.,not hate speech
545,"Okay, give it a try, guys.",not hate speech
546,"One goes left and one goes right.  Look, Lance.   You through surfing?",not hate speech
547, Yeah!,not hate speech
548, Wanna say goodbye to the colonel?,not hate speech
549, No.,not hate speech
550, You sure?,not hate speech
551, Yeah!,not hate speech
552, Get the fuck outta here.,not hate speech
553, It's the napalm.  Just wait 20 minutes!  Damn! Fuck!,not hate speech
554,They've been lookin' for ya.,not hate speech
555, Don't leave without me!,not hate speech
556, Where the fuck you goin'?,not hate speech
557,Here!,not hate speech
558,Incoming!,not hate speech
559,That's the colonel's surfboard!,not hate speech
560,"Hey, get the fuck off me!",hate speech
561,It's mine!,not hate speech
562,You fucking Airborne!,not hate speech
563, Lance.,not hate speech
