,dialog,label_word_embedding_fox_news
372,I'm a headhunter.,not hate speech
373,Exactly that.,not hate speech
374,Oh.,not hate speech
375,"Now, is that Kennedi?",hate speech
376,Will you move the camera over?,not hate speech
377,Oh. She's so cute.,not hate speech
378,She'll make a perfect little companion for my daughter.,not hate speech
379,I see a playdate in our future.,not hate speech
380,"As my assistant mentioned earlier, I am short on time this morning.",not hate speech
381,"Oh, no problem. I didn't mean to trigger you none.",not hate speech
382,"You have fun at your summit, and I'll see you soon.",not hate speech
383,Thank you so much. Thank you.,not hate speech
384, Who was that?,not hate speech
385," Oh, baby. It's nobody.",not hate speech
386,"Don't worry about that woman, okay?",hate speech
387,Okay.,not hate speech
388,That's my car.,not hate speech
389,I can't even imagine what y'all are about to get into.,hate speech
390, Obviously.,not hate speech
391," Mommy, wait.",not hate speech
392, I'll call you. I love you.,not hate speech
393, I almost forgot. This is for you.,not hate speech
394,"Oh, baby.",not hate speech
395,This is for Mommy?,not hate speech
396,"Ken Ken, I'm putting this with all my important work.",not hate speech
397,"When you look in the sky and you see that big airplane, you'll know that's Mommy, comin' home to you.",not hate speech
398, Wow. That's a big head.,not hate speech
399, Daddy. Come on.,not hate speech
400,It's not that big.,hate speech
401,And I'm gonna hang it on my wall in my hotel.,not hate speech
402,Yeah.,not hate speech
403, Daddy.,not hate speech
404, Yes?,not hate speech
405,Twenty minutes of screen time.,not hate speech
406,Okay.,not hate speech
407, I need you to be strong.,not hate speech
408, We got you.,hate speech
409,Be good.,hate speech
410,Mommy loves you. Come here.,not hate speech
411,Come here. Kiss.,not hate speech
412,Give Mommy all the kisses.,not hate speech
413, One minute.,not hate speech
414," I'll be back, baby.",not hate speech
415,"I'll be back. Okay, okay.",not hate speech
416," I love you, baby.",not hate speech
417," Bye. Love you, babe.",not hate speech
418, All right.,not hate speech
419," All right, be safe.",not hate speech
420,I love you.,not hate speech
421,"I'll be back, baby.",not hate speech
422,"Love you more, Mommy.",not hate speech
423,Okay. Release.,not hate speech
424,"And as we begin to gather our thoughts for the day, I want you to focus on bringing positivity and light to each and every situation you may face today.",not hate speech
425,Visualize yourself addressing any obstacles you might face with the same determination and focus that you brought to your practice today.,not hate speech
426,See yourself emerging successful and victorious on the other side.,not hate speech
427,Namaste.,not hate speech
428,Namaste.,not hate speech
429,"V! V, girl, I got some tea.",not hate speech
430,You better open this door and let me come and spill it.,not hate speech
431,"Positivity and light, right?",not hate speech
432,V!,not hate speech
433,I'm coming!,not hate speech
434,"No, no. Faster!",not hate speech
435,"I'm coming, I'm coming, I'm coming, I'm coming.",not hate speech
436, Hey. How are you?,not hate speech
437," Hey, babes!",not hate speech
438, Good mornting.,not hate speech
439, Good mornting.,not hate speech
440,How is the number one relationship specialist...,not hate speech
441, True.,hate speech
442," ...in the world doing this mornting, doll?",not hate speech
443,"Well, you know...",not hate speech
444,"Ooh, it's hot. Just flourishing.",not hate speech
445,"You know, being amazing and fantastic as per usual.",not hate speech
446, You're looking sharp. Yes.,not hate speech
447, You know how I do. Thank you.,not hate speech
448,"Oh, hello. Why is it so goddamn hot in here?",not hate speech
449,I'm trying to create my own version of Bikram.,not hate speech
450,You know I need all the balance I can get.,not hate speech
451,"Well, speaking of balance, I saw you balance and tag that ass last night on TV, girl.",not hate speech
452,You got him all the way together.,not hate speech
453, Bye.,not hate speech
454, Bye. Thank you.,not hate speech
455,"Okay. Before we get down to it, how is my favorite little human in the world, Miss Kennedi?",not hate speech
456,She's great. She's doing good.,not hate speech
457,"Yesterday was tough, though.",not hate speech
458, It was tough.,not hate speech
459, I just... Ugh.,not hate speech
460,It breaks my heart every time I have to leave her.,not hate speech
461,Mm. Ken Ken.,not hate speech
462,I just feel like I'm not doing enough.,not hate speech
463,"It's like when I'm at home, I'm not working enough.",not hate speech
464,"When I'm working, I'm not home enough.",not hate speech
465,I'm not Mom enough.,not hate speech
466,I'm not wife enough.,hate speech
467,"Mmmm, mmmmmm.",not hate speech
468,"Okay, you listen to me now. Okay?",not hate speech
469,"Yes, you're a superwoman, but you're also a human woman.",hate speech
470,Okay? And you are doing awesome.,not hate speech
471,"And Miss Kennedi, or as the world will one day refer to her, Madam President, is living her best life thanks to you, okay?",not hate speech
472,"So be nicer to yourself, please.",not hate speech
473, Thank you. I love you.,not hate speech
474," Mmhmm. I love you, too.",not hate speech
475,Now...,not hate speech
476,"So, Camille's hostididy ass, right?",not hate speech
477," You, girl... Camille was in the...",not hate speech
478," Oh, girl. Babe, I can't. I can't.",not hate speech
479,"I... You know I usually would, but I have to get to this walkthrough.",hate speech
480,I'm already runnin' behind.,not hate speech
481,"No, I get it. You're too good for it today.",not hate speech
482,"No, I get it.",not hate speech
483,You tryin' to namaste in a peaceful space.,hate speech
484,"And I'm about to ruin that, so let me just see myself out.",not hate speech
485,"âª I love you, I love you I love you âª You're welcome for this free coffee.",not hate speech
486,I paid $74.93 for that.,not hate speech
487," No, you did not.",not hate speech
488, I will Cash App you.,not hate speech
489, Stop. All right.,not hate speech
490, I will. I will. I will.,not hate speech
491,All right.,not hate speech
492,"And I wanna remind you to be good to yourself, okay?",not hate speech
493, Be kind to yourself.,not hate speech
494, All right.,not hate speech
495, Be kind to my friend.,not hate speech
496, I will.,not hate speech
497, I love you.,not hate speech
498," I love you, too.",not hate speech
499,"All right, I'll see you downstairs. Bye.",not hate speech
500,Girl.,not hate speech
501,Ms. Henley?,hate speech
502, Yes?,not hate speech
503, Delivery.,not hate speech
504,Oh.,not hate speech
505,The front desk didn't even call.,not hate speech
506,Who are these from?,hate speech
507,"V! Oh, my God.",not hate speech
508,Sarah Bee!,hate speech
509,I'm so sorry. I did not mean to scare you.,not hate speech
510,It's okay. I have just been so jumpy this morning.,not hate speech
511,I guess it's travel or something.,not hate speech
512,"Okay, I love you, but I have to run to my panel ""The Exorcism of the Unconscious Past."" Ah. ""The past is never dead."" ""It's not even past."" You know, my nana used to say, ""Our ancestors haunt our dreams to see themselves forward."" The unresolved past can certainly wreak havoc on the present.",not hate speech
513,"Listen, have an amazing panel.",not hate speech
514,You're gonna be incredible.,not hate speech
515," I'll see you later, girl.",not hate speech
516," I'll see you tonight, babe. Love you.",not hate speech
517,Hi.,not hate speech
518,Can I please make a reservation at Stefano's tonight?,not hate speech
519,Concierge.,not hate speech
520,Of course. Working on it as we speak.,not hate speech
521,What can I do for you?,not hate speech
522,May I make a reservation for three at Stefano's?,not hate speech
523,"Um, let's say around 7:30.",hate speech
524,And I'm in the Jefferson Suite.,not hate speech
525,Sure.,not hate speech
526,God bless.,not hate speech
527,"Oh, shoot.",not hate speech
528,"Puddin', I left my key in the room.",not hate speech
529,Do you mind?,not hate speech
530,"You know, I learned very quickly that black people, black women in particular...",hate speech
531,"were expected to be seen, not heard.",not hate speech
532,Or we risk being perceived as threatening to the patriarchy.,hate speech
533,"Or, God forbid, we continue to get branded as the ""angry black woman."" Yes.",not hate speech
534,"So, the coping persona has been this mode of survival for generations of oppressed people.",not hate speech
535,What I also learned through those experiences is within our authenticity lies our real power.,not hate speech
536,Yes.,not hate speech
537,"And that's even in those environments which, by design, demand our complete and total assimilation.",not hate speech
538,"To the patriarchy, we've been practically invisible.",not hate speech
539,But their arrogance is their greatest vulnerability.,hate speech
540,And our greatest opportunity.,not hate speech
541,Yes.,not hate speech
542,And it brings me to a quote by Assata Shakur.,hate speech
543,"""The only thing that we have to lose are our chains."" Liberation over assimilation.",not hate speech
544,They're stuck in the past.,not hate speech
545, We are the future.,hate speech
546, Yes.,not hate speech
547,Our time is now.,not hate speech
548,It's now.,not hate speech
549,Right now.,not hate speech
550,"Just a reminder, you can pick up Shedding the Coping Persona on your way out.",not hate speech
551,"Twenty percent goes to HBCU schools, including Louisiana's own Dillard and Southern Universities.",not hate speech
552,"The way that you talked to them, the nuance, and there's a specificity that I just can't...",hate speech
553,"Oh, my God.",not hate speech
554,That was fantastic.,not hate speech
555,"So sorry. That was really great, you know.",hate speech
556,"I really enjoyed my session, but I'm really glad I stayed for that.",not hate speech
557, Wasn't that fantastic?,not hate speech
558, It was.,not hate speech
559," Camille, this is...",not hate speech
560," I'm sorry, did I interrupt?",not hate speech
561, No...,not hate speech
562, I'm gonna continue to.,not hate speech
563,I really have to steal her.,hate speech
564,Sorry to be abrupt.,hate speech
565, I'll call you.,not hate speech
566, Okay.,not hate speech
567, Thank you again.,not hate speech
568, I'm just gonna finish up work and get back to... Bye.,not hate speech
569," Thank you, love.",not hate speech
570, Great. Bye.,not hate speech
571, Hey.,not hate speech
572, You're welcome.,not hate speech
573,"Girl, I could feel her angling in on our dinner tonight, and no thank you.",not hate speech
574,She needs to go sit down some place.,hate speech
575,"Plus, we could use a break from academia.",hate speech
576,"And also, how often do I get my V?",hate speech
577,Twice a year?,hate speech
578, Maybe three times a year.,hate speech
579," I know, I know, I know.",hate speech
580,"Okay, I need you all to myself tonight. Okay?",not hate speech
581,No filter. Full Dawn.,not hate speech
582,"Oh, she comes with a filter?",hate speech
583,"Also, after dinner...",hate speech
584,"Yeah. You know, when we leave dinner, it's on.",not hate speech
585,We gonna be out in these streets body rolling.,hate speech
586," Oh, dinner. Tonight?",not hate speech
587, Yes.,not hate speech
588,"I'm sorry, but I have a date with my king bed tonight.",not hate speech
589,I won't be joining.,hate speech
590,Whack. Wow.,not hate speech
591,No. I have a 6:00 a.m. flight.,hate speech
592,I promised Ken Ken I'd take her to Katie's birthday party.,not hate speech
593,Okay. All right. It's fine.,not hate speech
594,We will keep you abreast of all of our hoetivities via text anyhow.,hate speech
595,Please do. I wanna know everything.,not hate speech
596,"Girl, the hoetivity is gonna be popping tonight.",not hate speech
597,"Girl, meet me down here at 7:00 p.m.",hate speech
598," We'll Uber over, okay?",not hate speech
599," Yes, 7:00 p.m.",not hate speech
600,And I have to go get dressed.,hate speech
601,"Oh, speaking of getting dressed, what are you wearing tonight?",not hate speech
602,"Do not come down here in mom jeans, okay?",not hate speech
603,I need all eyes on our table 'cause I'm tryin' to fuck tonight.,not hate speech
604,"You are on board for that, okay?",not hate speech
605,"I won't disappoint. Bye, girl.",hate speech
606,"Well, hi. Don't you look beautiful?",hate speech
607,"Are you going to the 49th floor, too?",not hate speech
608,Shh.,not hate speech
609,You'll get in trouble for talking.,not hate speech
610,"I'll get... Oh, I'll get in trouble for talking? Okay.",not hate speech
611,Shh.,not hate speech
612,Okay.,not hate speech
613,"You rang, darling?",not hate speech
614,"Girl, I said ""step it up,"" not murder these hoes.",hate speech
615,Mmmm.,not hate speech
616,"Okay. Here's a new concept, what do you think?",not hate speech
617,"Instead of a ""fuckboy,"" it's an ""intimate."" Okay, I love everything about it.",not hate speech
618,It's someone who's gonna feed me ice cream and knows how to soothe my childhood trauma.,not hate speech
619,It doesn't sound like you need to take a Plan B with that guy at all.,not hate speech
620,An intimate...,not hate speech
621,I just want somebody to snuggle me at night.,hate speech
622, That's all I want.,not hate speech
623, You deserve.,not hate speech
624, Is that so much to ask?,not hate speech
625, You can call me.,not hate speech
626, You're a great snuggler.,not hate speech
627, I am a great snuggler.,not hate speech
628,"Oh, my God.",not hate speech
629,What are you smiling at? Who's that?,not hate speech
630,"Well, you know it's Nick.",hate speech
631,Let's see. Dick pics or no?,hate speech
632, Aw.,not hate speech
633, Yeah.,not hate speech
634,"See, here I thought marital bliss was an oxymoron.",hate speech
635,"Guys, I can 100% confirm that Nick is not that perfect. Trust, okay?",hate speech
636, But he is kind of perfect for me.,hate speech
637, Yeah.,not hate speech
638," Ugh. Girl, she ruined it.",not hate speech
639, There it is.,not hate speech
640,I thought there was tea coming.,hate speech
641,"I miss my babies, okay?",not hate speech
642,"I'd miss him, too.",not hate speech
643,"""I miss my baby.",not hate speech
644," Oh, he's so perfect for me.""  Please, guys.",not hate speech
645,"""He's so perfect for me.",hate speech
646,He's my lobster.,not hate speech
647,He's the Chandler Bing to my Monica.,not hate speech
648,"He fits perfectly in my little box."" ""Like a puzzle piece."" Yeah, no, we're very happy for you, bitch.",not hate speech
649, All right. Time to live in the present.,not hate speech
650," Okay, babe.",not hate speech
651, Yeah.,not hate speech
652," Okay, okay.",not hate speech
653,Damn.,not hate speech
654," Oh, my God. Okay.",not hate speech
655," Shit, are you okay? Holy...",not hate speech
656,Hi.,not hate speech
657,"Henley for three, please.",not hate speech
658,We have your table. Follow me.,not hate speech
659, Enjoy your dinner.,not hate speech
660," Uhuh. No, no, no, no.",not hate speech
661,"Sorry, I think what my friend is trying to say is that...",not hate speech
662,"Actually, babe, I got it.",not hate speech
663,"This table is 100% not acceptable, and I think that you know that, don't you...",not hate speech
664, Um...,not hate speech
665, ...Becky? Mmhmm.,not hate speech
666,"Listen, I'm actually not gonna go back and forth with you about exactly why this table's unacceptable.",not hate speech
667,You're gonna seat us over there.,not hate speech
668,"Oh, um...",not hate speech
669,"Thank you so much, Rebecca!",not hate speech
670,You're doing great!,not hate speech
671,"Yo, get your sis. The Caucasity!",hate speech
672," No, this is good.",not hate speech
673," Well, then you're welcome.",not hate speech
