,dialog,label_word_embedding_fox_news
147,I've seen them.,not hate speech
148,These are pictures!,hate speech
149,"In emergency, it could mount, oh...",not hate speech
150,".350Caliber jobs, Probably handle about...",hate speech
151,A dozen or so depth charges.,hate speech
152,"Ah, it'd sink if it hit a fish.",not hate speech
153,"Stripped down, it could do 30, 40 knots.",not hate speech
154,"Yeah, Straight down!",not hate speech
155,"Yeah, yeah.",not hate speech
156,"Yeah, yeah.",not hate speech
157,"...22, 23, Âªâªâªâª ...18, 19, 20, ...35, 36, 37, ...51, 52, 53...",not hate speech
158,I wish somebody Would invade this dopey island!,not hate speech
159,I'm going mad!,not hate speech
160,Mad.,not hate speech
161,Hey.,not hate speech
162,"Hey, oscy, it's that lady again.",not hate speech
163,"Aw, hermie, you're not going to go Into another deathlike trance again, are you?",not hate speech
164,"I swear, hermie.",not hate speech
165,What's come over you?,not hate speech
166,That's a very old person over there.,not hate speech
167,I don't see the attraction.,not hate speech
168,Maybe it's her mind.,not hate speech
169,Maybe their minds meet and say hello.,hate speech
170,Why don't you go say hello to her mind?,not hate speech
171,"Go on, go say hello.",hate speech
172,Cut it out.,hate speech
173,"If she's the love of you're life, Go say hello.",not hate speech
174,We want to see you.,hate speech
175,Maybe you're a hotshot lover we don't know about.,hate speech
176,Cut it out.,hate speech
177,Knock it off!,not hate speech
178,Go say hello to her.,not hate speech
179,"Come on, go say hello!",hate speech
180,Yeah!,not hate speech
181,Go say hello!,hate speech
182,We want to see you.,hate speech
183,Go say hello to her!,hate speech
184,"Hey, lady in the pink suit!",not hate speech
185,It's hermie the rape artist!,hate speech
186,It's jack the ripper!,hate speech
187,It's herman the german!,hate speech
188,Nazi spy!,not hate speech
189,It's a sex fiend!,hate speech
190,It's hermie the rape artist!,hate speech
191,Come on.,not hate speech
192,Uhh!,not hate speech
193,Ah!,not hate speech
194,God damn!,not hate speech
195,"Oscy, i'll...",not hate speech
196,"Hey, come on, hermHerm Hermie!",not hate speech
197,Come on.,not hate speech
198,We were only kidding!,hate speech
199,It was a joke!,hate speech
200,"Look out, oscy!",hate speech
201,Look out!,hate speech
202,"Knock it off, hermie!",hate speech
203,Knock it off!,not hate speech
204,Cut it out!,hate speech
205,I'm going to let you go.,not hate speech
206,I'm going to let you go.,not hate speech
207,Ok.,not hate speech
208,Ah!,not hate speech
209,"God damn it, hermie!",not hate speech
210,You're really crazy!,not hate speech
211,You know that?,not hate speech
212,Crazy!,not hate speech
213,Jesus!,not hate speech
214,"That's enough, god damn it!",not hate speech
215,Son of a bitch!,hate speech
216,"Oh, jesus.",not hate speech
217,"Jesus, oscy!",hate speech
218,You killed him.,not hate speech
219,Aah!,not hate speech
220,Shit!,not hate speech
221,"Hey, leave him alone, benjie.",not hate speech
222,Leave him alone!,not hate speech
223,Aah!,not hate speech
224,Leave him a The son of a bitch threw sand In my face.,not hate speech
225,"Oh, god damn it!",not hate speech
226,I mean...,not hate speech
227,"We'll see you later, hermie.",not hate speech
228,Bastards.,not hate speech
229,"Hermie, where are you going?",not hate speech
230,The planet mongo.,not hate speech
231,It's not even 8:00.,hate speech
232,I can't do anything about that!,hate speech
233,What did you eat?,not hate speech
234,An elephant.,not hate speech
235,Bring me back a newspaper.,hate speech
236,Ok!,not hate speech
237,And time magazine for your father.,not hate speech
238,Jesus.,not hate speech
239,Ow!,not hate speech
240,Oh!,not hate speech
241,May i offer some assistance?,not hate speech
242,"Oh, yes, you may.",not hate speech
243,I really didn't expect to buy so much.,not hate speech
244,I should have brought my wagon.,not hate speech
245,"Yeah, you should have brought your wagon.",not hate speech
246,Yes.,not hate speech
247,What you really need is a wagon.,hate speech
248,I think you're right.,not hate speech
249,I can take one.,hate speech
250,"No, it's ok.",not hate speech
251,"If we both take some, we can manage.",not hate speech
252,I'll happily pay you.,not hate speech
253,I wouldn't think of it.,hate speech
254,My house is pretty far.,not hate speech
255,I know where it is.,hate speech
256,You do?,not hate speech
257,Yeah. It's that way.,not hate speech
258,Are you sure it's ok?,not hate speech
259,"Yeah, it's ok.",not hate speech
260,Won't you let me take one?,not hate speech
261,"No. Oh, no.",not hate speech
262,Do you live on the island?,not hate speech
263,In the summer.,not hate speech
264,With your family?,not hate speech
265,Yeah. But they don't bother me.,hate speech
266,I pretty much go my own way.,not hate speech
267,Aren't they pretty?,hate speech
268,"Oh, yeah.",not hate speech
269,Yeah.,not hate speech
270,I couldn't resist.,not hate speech
271,I got a 12Page letter today.,hate speech
272,Oh? That's nice.,not hate speech
273,It sure is.,not hate speech
274,"Hey, hermie!",not hate speech
275,Somebody called you.,not hate speech
276,Not me.,not hate speech
277,Is your name hermie?,not hate speech
278,Yeah.,not hate speech
279,"Well, somebody back there called you.",not hate speech
280,"No, not me.",not hate speech
281,"Well, he called hermie.",hate speech
282,"Well, hermie's a pretty common name.",not hate speech
283,Oh.,not hate speech
284,This is it.,not hate speech
285,I can go further.,hate speech
286,"Oh, there's really no need.",not hate speech
287,Ok.,not hate speech
288,"Oh, can you bring them in?",hate speech
289,Sure.,not hate speech
290,Hold on.,not hate speech
291,Got it.,hate speech
292,"In there, in the kitchen.",not hate speech
293,Ok.,not hate speech
294,Put them on the table.,hate speech
295,Whoops.,not hate speech
296,They should make these bags stronger.,not hate speech
297,I think you're right.,not hate speech
298,Please let me give you some money.,not hate speech
299,I wouldn't think of it.,hate speech
300,How can i repay you?,not hate speech
301,"It's ok, really.",not hate speech
302,I'm going to have coffee.,not hate speech
303,Would you like some?,hate speech
304,Sure.,not hate speech
305,Great. Sit down.,not hate speech
306,"Ooh, these are marvelous doughnuts.",hate speech
307,Help yourself.,not hate speech
308,Coffee will be ready in a few minutes.,not hate speech
309,"You drink coffee, don't you?",not hate speech
310,I consume a couple of cups a day.,hate speech
311,"Well, i have milk.",not hate speech
312,"Oh, no.",not hate speech
313,I take it black.,hate speech
314,Are you in high school?,not hate speech
315,I'm a sophomore.,not hate speech
316,I thought you were older.,not hate speech
317,"Next year i'll be a junior, and so on.",not hate speech
318,Don't be in a hurry.,hate speech
319,You may end up in the army.,not hate speech
320,I'm prepared to go.,not hate speech
321,I'm taking preflight courses In high school.,not hate speech
322,I guess i'll get my wings.,not hate speech
323,Maybe i can team up with my brother.,not hate speech
324,He's a paratrooper.,not hate speech
325,Maybe i can drop him out.,not hate speech
326,So your brother's a paratrooper.,hate speech
327,Yeah.,not hate speech
328,Mostly i have a sister in high school.,not hate speech
329,Coffee's ready.,not hate speech
330,I hope it's alright.,not hate speech
331,It's from this morning.,hate speech
332,It looks fine.,hate speech
333,I have a little bit of sugar.,not hate speech
334,Would you like some?,hate speech
335,"Oh, no, thanks.",not hate speech
336,I'll take it black.,hate speech
337,"I forgot to tell you, it's awfully hot.",not hate speech
338,Are you alright?,not hate speech
339,Have some milk.,not hate speech
340,Could i have ice water?,hate speech
341,I'll put ice in your coffee.,not hate speech
342,You could have ice coffee.,hate speech
343,Sure. Great.,not hate speech
344,I'm sorry.,not hate speech
345,Are you alright?,not hate speech
346,It's ok.,not hate speech
347,I'm really sorry.,not hate speech
348,Do you have many friends on the island?,not hate speech
349,"Yeah, two.",not hate speech
350,But they're...immature.,hate speech
351,You know.,not hate speech
352,What do you do to keep yourself busy?,not hate speech
353,"Well, i lean toward basketball, But there's a lot to be said for baseball.",hate speech
354,In baseball you don't get roundShouldered From dribbling.,hate speech
355,"No, that's true.",not hate speech
356,Mmm.,not hate speech
357,Do you like music?,not hate speech
358,"Yeah. Yeah, i'm quite musical.",not hate speech
359,"Oh, do you play an instrument?",not hate speech
360,Yeah. I sing.,not hate speech
361,I think a voice is like an instrument.,hate speech
362,"I do, too.",hate speech
363,"And then for a change, you can always whistle.",hate speech
364,I can see that.,not hate speech
365,Mmm.,not hate speech
366,You'll like those.,hate speech
367,They're good.,hate speech
368,I think i'll be going.,not hate speech
369,Do you have to go?,not hate speech
370,Yes. I really think i should.,hate speech
371,"Oh, wait.",not hate speech
372,Take the rest of the doughnuts.,not hate speech
373,It's the least i can do.,not hate speech
374,Thank you.,not hate speech
375,"No, i thank you.",not hate speech
376,You're welcome.,not hate speech
377,It was a privilege.,hate speech
378,"Next time, i'll take my wagon.",not hate speech
379,"Yeah, i think you should.",not hate speech
380,You could get a hernia.,hate speech
381,"GoodBye, hermie, and thanks again.",not hate speech
382,GoodBye.,not hate speech
383,You're welcome.,not hate speech
384,Perhaps i'll see you again sometime.,not hate speech
385,It would be a privilege.,hate speech
386,GoodBye.,not hate speech
387,Bye.,not hate speech
388,Hernia! Jesus!,not hate speech
389,Hermie!,not hate speech
390,Hey!,not hate speech
391,"Hey, hermie!",not hate speech
392,Wait a minute!,not hate speech
393,"Hermie, hold on.",not hate speech
394,Hi.,not hate speech
395,You were in there a long time.,not hate speech
396,Could have been out in 10 seconds.,hate speech
397,What happened?,not hate speech
398,We had drinks.,hate speech
399,You're kidding!,not hate speech
400,He had drinks.,hate speech
401,Big deal.,not hate speech
402,She let you get funny?,hate speech
403,"Oh, you're a dope.",not hate speech
404,An older woman like that?,not hate speech
405,What's a little feel to her?,not hate speech
406,She let you have a feel?,hate speech
407,She gave me some doughnuts.,not hate speech
408,Probably stinks from perfume.,hate speech
409,Grow up.,not hate speech
410,What happened in there all that time?,hate speech
411,I wasn't aware of the time.,not hate speech
412,It flew quickly.,not hate speech
413,I'd like to give her a feel.,hate speech
414,"I thought you were mature, oscy.",not hate speech
415,It's mature to feel girls.,hate speech
416,My brother does it.,not hate speech
417,Then how come he's a dentist?,hate speech
418,"Hey, don't be such a big shot, And don't tell us Something went on with that lady.",not hate speech
419,I ain't telling you anything.,not hate speech
420,Which is the same as telling us A lot went on.,not hate speech
421,Screw you.,not hate speech
422,I ain't saying something happened If nothing happened.,not hate speech
423,Nothing happened.,not hate speech
424,"If you believe something happened, I'm sorry for you Because nothing happened.",not hate speech
425,Jesus! I didn't even know her name.,not hate speech
426,You expect us to believe that?,not hate speech
427,I don't care what you believe.,not hate speech
428,I'm going home.,not hate speech
429,My father's waiting for his time magazine.,not hate speech
430,Going home?,not hate speech
431,"Yeah, going home.",not hate speech
432,I got a few things to think over.,not hate speech
433,I'm going home.,not hate speech
434,What are you going to do later?,not hate speech
435,Kill myself.,not hate speech
436,"No, after that.",not hate speech
437,"I don't know, oscy.",hate speech
438,I don't know!,hate speech
439,Hernia! Jesus!,not hate speech
440,Good evening.,not hate speech
441,Fine night for an evening of movies.,not hate speech
442,Are you old enough to be up this late?,not hate speech
443,I have two charming friends.,not hate speech
444,You have ice cream on your face.,not hate speech
445,"Ah, that perfume.",not hate speech
446,I grow dizzy.,not hate speech
447,My friends and i would like you three ladies To join us in the movies.,not hate speech
448,"Dutch treat, i suppose.",not hate speech
449,"Yeah, but we'll spring for refreshments.",not hate speech
450,Where are they?,not hate speech
451,It's those two rascals there.,hate speech
452,Where?,not hate speech
453,Over there.,not hate speech
454,Smile. Look older.,hate speech
455,"Here, come on.",not hate speech
456,They're coming this way.,not hate speech
457,What's yours?,not hate speech
458,Oscy.,not hate speech
459,Don't panic.,hate speech
460,I'm sweating.,not hate speech
461,Don't sweat.,hate speech
462,"This is hermie and benjie, And this is miriam.",not hate speech
463,"This is aggie, and this is gloria.",not hate speech
464,"Hermie, you're with aggie Because you're both intellectual.",not hate speech
465,"Benjie, you're with gloria... because.",not hate speech
466,I have to go home.,hate speech
467,"If gloria doesn't go, we don't.",hate speech
468,Benjie.,not hate speech
469,It's not important that i go .,hate speech
470,Don't be silly.,hate speech
471,I don't want to go.,hate speech
472,"Well, then we won't go.",hate speech
473,Go without her.,not hate speech
474,She's our friend.,not hate speech
475,We're together.,hate speech
476,Go without me.,hate speech
477,She wants us to go.,not hate speech
478,She doesn't.,not hate speech
479,She does.,not hate speech
480,She does not.,not hate speech
481,She left.,not hate speech
482,Let's get in line.,hate speech
483,The night's still young.,not hate speech
484,We'll miss the cartoon.,not hate speech
485,Hello.,not hate speech
486,Hi.,not hate speech
487,Then we each want a 15Cent candy.,hate speech
488,"Yeah, sure, ok.",not hate speech
489,"Yeah, yeah.",not hate speech
490,"Hey, that's the last time I ever do anything for benjie.",not hate speech
491,He's too young.,not hate speech
492,It's beyond him.,not hate speech
493,He almost screwed up the whole arrangement.,not hate speech
494,I got bad news.,hate speech
495,What?,not hate speech
496,You have to lend me a dime.,hate speech
497,Here's a nickel.,not hate speech
498,"Wait, i got some pennies.",hate speech
499,"Hey, catch the boobs on miriam.",not hate speech
500,You catch them.,not hate speech
501,"If she throws them, i'll be ready.",not hate speech
502,"If those boobs come at me, I'll catch them.",not hate speech
503,"Oh, hermie, hi.",not hate speech
504,"Hi, there.",hate speech
505,You going to the movies?,not hate speech
506,Yeah.,not hate speech
507,That's nice.,not hate speech
508,Good seeing you.,not hate speech
509,"Hey, she really knows you.",not hate speech
510,"Jesus, this is embarrassing.",hate speech
511,What?,not hate speech
512,Her seeing me with that.,not hate speech
513,"Uh, hermie.",not hate speech
514,Could you come by thursday afternoon?,not hate speech
515,"I have some things to move, And i think i'll need help.",not hate speech
516,Sure. Ok.,not hate speech
517,Great.,not hate speech
518,Thursday morning would be better.,not hate speech
519,About 10:00?,hate speech
520,Is that ok?,not hate speech
521,Sure.,not hate speech
522,We'll have coffee.,not hate speech
523,"You like it black, right?",not hate speech
524,"Yeah, right.",not hate speech
525,See you thursday.,not hate speech
526,Enjoy the picture.,not hate speech
527,"Hey, you're in.",not hate speech
528,Shut up.,not hate speech
529,You're in boy.,not hate speech
530,I can't believe it.,hate speech
531,She's mad about you.,not hate speech
532,Coffee at 10:00.,not hate speech
533,Shit.,not hate speech
534,Will you shut up?,not hate speech
535,I'm excited. I'm squeezing the crap out of miriam When the lights go out.,not hate speech
536,You're really something.,not hate speech
537,You can't even wait till after the cartoon.,hate speech
538,I can't wait.,hate speech
539,I can't wait.,hate speech
540,"Silly name, isn't it?",not hate speech
541,My father named me after a professor He was fond of.,not hate speech
542,I was j.D. In college.,not hate speech
543,My wife calls me j. Duveaux.,hate speech
544,I'm jerry to my friends.,not hate speech
545,"Now, won't you tell me who you are?",not hate speech
546,"My name is vale, vALE.",not hate speech
547,"On the passenger list, It will be c. Vale, boston.",not hate speech
548,Stop it.,hate speech
549,Are you one of the vales of boston?,hate speech
550,One of the lesser ones.,not hate speech
551,Which one?,not hate speech
552,Is it miss or mrs.?,not hate speech
553,"It's aunt. Every family has one, you know.",not hate speech
554,But aunt what?,hate speech
555,My name is charlotte vale.,not hate speech
556,Miss charlotte vale.,not hate speech
557,"It was like a miracle happening, Like having your child.",not hate speech
558,Stop it!,hate speech
559,"Alright, alright.",not hate speech
560,"I even allowed myself to indulge in the fantasy That both of us loving her In doing what was best for her together, Would make her seem like our child after a while.",not hate speech
561,I see no such fantasy has occurred to you.,not hate speech
562,"Again, i've been a sentimental fool.",not hate speech
563,It's a tendency i have.,hate speech
564,Wait a minute.,not hate speech
565,"I was afraid you were keeping tina Out of pity, But there was no pity In your ridicule of me just now.",not hate speech
566,"Now, i know you still love me.",not hate speech
567,"And, it won't die, what's between us.",not hate speech
568,"Do what you will Ignore it, neglect it, starve it.",not hate speech
569,Stop it!,hate speech
570,...both of us together.,hate speech
571,Please let me go.,not hate speech
572,"Oh, charlotte.",not hate speech
573,Please let me go.,not hate speech
574,Jerry...,not hate speech
575,Dr. Jackworth knows about us.,hate speech
576,"When he said i could take tina, He said, ""you're on probation."" Do you know what that means?",not hate speech
577,It means i'm on probation Because of you and me.,not hate speech
578,He allowed this visit as a test.,not hate speech
579,"If i can't stand such tests, I'll lose tina, and we'll lose each other.",not hate speech
580,"Jerry, please help me.",not hate speech
581,Shall we just have a cigarette on it?,not hate speech
582,Yes.,not hate speech
583,May i sometimes come here?,not hate speech
584,Whenever you like.,not hate speech
585,"It's your home, too.",hate speech
586,The people here love you.,hate speech
587,I look at you and tina And see everything peace and contentment.,not hate speech
588,Of course.,not hate speech
589,"And just think, It won't be for this time only.",not hate speech
590,"That is, if you'll help me keep what we have.",hate speech
591,We'll both try to protect That little strip of territory that's ours.,not hate speech
592,We can talk about your child.,not hate speech
593,Our child.,not hate speech
594,Thank you.,not hate speech
595,"And will you be happy, charlotte?",not hate speech
596,"Oh, jerry, don't let's ask For the moon.",hate speech
597,We have the stars.,hate speech
598,Where do you live?,not hate speech
599,You live off the point?,hate speech
600,Let's go to the beach And watch the surf roll in.,not hate speech
601,"No, we really have to go.",hate speech
602,"Ah, come on.",not hate speech
603,"No. Maybe, we'll see it on the beach tomorrow?",not hate speech
604,Will you be on the beach tomorrow?,not hate speech
605,I won't be on a mountain.,hate speech
606,Then we'll see you.,not hate speech
607,Bye.,not hate speech
608,"Yeah, bye.",not hate speech
609,Come on.,not hate speech
610,How'd you make out?,not hate speech
611,Pretty good.,hate speech
612,What did you do?,not hate speech
613,I held her breast.,not hate speech
614,You didn't.,not hate speech
615,For almost Fantastic!,not hate speech
616,You timed it.,not hate speech
617,Yeah. The longest i ever got Was eight minutes with lila harrison.,not hate speech
618,So you broke your record.,not hate speech
619,By three minutes.,hate speech
620,What did it feel like?,not hate speech
621,What do you mean?,not hate speech
622,It felt like a breast.,hate speech
623,Didn't it feel like an arm?,not hate speech
624,"An arm? No, it felt like a breast.",hate speech
625,I'll bet it felt like an arm.,not hate speech
626,Why like an arm?,hate speech
627,Because it was an arm.,hate speech
628,What's the matter with you?,not hate speech
629,You were feeling her arm.,not hate speech
630,That's what i was trying to tell you.,not hate speech
631,You squeezed an arm for 11 minutes.,not hate speech
632,The eightMinute record With lila harrison still stands.,not hate speech
633,"God damn it, you're lying.",not hate speech
634,"I wouldn't lie about an arm, hermie.",not hate speech
635,An arm.,not hate speech
636,"Jesus, i was passing out, And it was an arm.",hate speech
637,Yeah...,not hate speech
638,a very lovely arm.,not hate speech
639,"Well, you're a son of a bitch.",hate speech
640,What?,not hate speech
641,Why didn't you let me think It was a breast?,not hate speech
642,I thought you should know So you wouldn't make that mistake again.,not hate speech
643,You wanted to ruin my memory of it.,not hate speech
644,What do i care If you spend your life squeezing arms?,not hate speech
645,"I thought you should face reality, Especially if you're timing it And going for records.",not hate speech
646,I guess you're right.,not hate speech
647,"Oh, god!",not hate speech
648,How can i ever face her again?,not hate speech
649,Make sure she's wearing long sleeves.,not hate speech
650,Ha ha ha!,not hate speech
651,An arm.,not hate speech
652,An 11 Minute arm.,hate speech
653,Ha ha! An arm.,not hate speech
654,"Oh, god.",not hate speech
655,"Lila harrison, your record's safe!",not hate speech
656,Ha ha ha!,not hate speech
657,Lila harrison.,not hate speech
658,"Oh, jesus!",not hate speech
659,"""Nothing is too heavy When love is in the air."" ""Laughter becomes you."" ""Coffee is exquisite."" Exquisite?",not hate speech
660,"Is that you, hermie?",not hate speech
661,It is i.,not hate speech
662,Come on in.,not hate speech
663,The door's open.,not hate speech
664,I'll be out in a minute.,hate speech
665,Why don't you sit down?,not hate speech
666,I certainly will...,not hate speech
667,I shall.,not hate speech
668,Well...,not hate speech
669,Hi.,not hate speech
670,Hi.,not hate speech
671,"We'll have the coffee later, alright?",not hate speech
672,Yeah.,not hate speech
673,Ok.,not hate speech
674,Your coffee's exquisite.,not hate speech
675,Thank you.,not hate speech
676,I hope it wasn't an inconvenience For you to come by.,not hate speech
677,It's ok.,not hate speech
678,What's up there?,not hate speech
679,Dust.,not hate speech
680,Oh. May i see?,not hate speech
681,Sure.,not hate speech
682,"Oh, there's lots of room.",hate speech
683,We shouldn't have any trouble.,not hate speech
684,Thank you.,not hate speech
685,You're right.,not hate speech
686,There's lots of dust.,hate speech
687,Laughter becomes you.,not hate speech
688,I guess the best thing to do Is hand you the boxes one at a time.,not hate speech
689,Don't you think?,not hate speech
690,"Yeah, ok.",not hate speech
691,Great.,not hate speech
692,How are you doing?,not hate speech
693,Fine.,not hate speech
694,"Hermie, what's wrong?",not hate speech
695,Are you alright?,not hate speech
696,Yeah.,not hate speech
697,"Well, your leg is shaking.",not hate speech
698,I don't think your ladder's too good.,hate speech
699,Do you want me to hold it?,not hate speech
700,I think you better hand me another box.,not hate speech
701,Oh.,not hate speech
702,Just two more.,not hate speech
703,That's it.,not hate speech
704,Come on down.,not hate speech
705,Good job.,not hate speech
706,Yeah.,not hate speech
707,This time you really must let me Give you some money.,not hate speech
708,"No, i couldn't take it.",not hate speech
709,I couldn't possibly have gotten those boxes Up there myself.,not hate speech
710,It's ok. I like you.,not hate speech
711,"That's very sweet of you, hermie.",not hate speech
712,"I like you, too.",hate speech
713,"I mean, i don't like many people.",hate speech
714,Hermie!,not hate speech
715,"Hey, hermie!",not hate speech
716,Come on!,not hate speech
717,"Come on, will you?",not hate speech
718,Hurry up.,not hate speech
719,Get up here.,not hate speech
720,Come on.,not hate speech
721,What happened?,not hate speech
722,"Ah, nothing.",not hate speech
723,What went on in there ?,not hate speech
724,Nothing.,not hate speech
725,"Come on, try to remember.",not hate speech
726,"Well, the way it went, We went in and chatted.",not hate speech
727,Yeah.,not hate speech
728,Then i put the boxes in the attic.,hate speech
729,Then she kissed me.,hate speech
730,Kissed you?,not hate speech
731,Yeah. Right here.,not hate speech
732,See any lipstick?,not hate speech
733,"Jesus, he's right.",not hate speech
734,Lipstick.,not hate speech
735,No. That's blood.,hate speech
736,It's a mosquito bite.,hate speech
737,"No, that's definitely lipstick.",not hate speech
738,"Oscy, i like her kissing me, not you.",not hate speech
739,It's blood.,hate speech
740,She's a god damn vampire.,not hate speech
741,"As i left, I'm sure she asked me to come back...",not hate speech
742,Anytime.,not hate speech
743,"You know, hermie, I really think you struck gold.",hate speech
744,I really do.,not hate speech
745,"Benjie, we'll need the book again.",not hate speech
746,You drooled on it before.,not hate speech
747,I'll get blamed for warped pages.,hate speech
748,My glasses for the book.,not hate speech
749,You'll have fun Identifying enemy aircraft.,not hate speech
750,You'll be a hero.,hate speech
751,Nothing flies over this island Except birds.,not hate speech
752,Maybe they're enemies.,hate speech
753,No go.,not hate speech
754,It's a fair swap.,hate speech
755,Keep the glasses for two days.,not hate speech
756,"What's more, if you don't, I'll break your nose.",not hate speech
757,"Aw, come on.",not hate speech
758,"Come on, hermie!",not hate speech
759,"In the name of america, I award you these glasses.",hate speech
