,dialog,label_word_embedding_fox_news
400,"Cut the shit, Dan. Come on.",not hate speech
401,Tell me what I want to hear.,hate speech
402,You mean that shit about your mother?,hate speech
403,"You want to get fucking beaten, Danny?",hate speech
404,I'm notfucking talking to you.,not hate speech
405,Shut up.,not hate speech
406,"Look, you gotta let me do this my own way, all right?",not hate speech
407,I'll take care of it.,not hate speech
408,"Who do you hate, Danny?",not hate speech
409,I hate anyone that isn'twhite Protestant.,not hate speech
410,Why?,not hate speech
411,They're a burden to the advancement of the white race.,hate speech
412,Some are all right.,not hate speech
413,"None of them are fucking all right, OK?",hate speech
414,They're all a bunch of fuckingfreeloaders.,hate speech
415,We don't know 'em.,hate speech
416,We don'twant to know 'em.,hate speech
417,They're the fucking enemy.,hate speech
418,What don't you like about them...,hate speech
419,and say itwith some fucking conviction.,not hate speech
420,I hate the fact it's cool to be black these days.,hate speech
421,I hate this hiphop influence on white fucking surburbia.,hate speech
422,Good.,hate speech
423,I hate Tabitha Soren and her Zionist MTVfucking pigs...,not hate speech
424,telling us we should get along.,not hate speech
425,"Save the rhetorical bullshit, Hillary Rodham Clinton...",not hate speech
426,'cause it ain't gonna fucking happen.,not hate speech
427,That's some of the best shit I've ever heard.,not hate speech
428,"Lfeel sorry for you, Danny.",not hate speech
429,"You don't believe any of that shit, right?",not hate speech
430,Shut up.,not hate speech
431,"No. Get out of the house now, you piece of shit.",hate speech
432,"Is that any way to talk to a guest, afriend?",not hate speech
433,"Derek hates you, and you don't realize it.",not hate speech
434,How do you know who I hate?,not hate speech
435,Back from the dead.,hate speech
436,God bless Jesus Christ.,not hate speech
437,"God, I think you lostweight.",not hate speech
438,I can get my arms almost all the way around you.,not hate speech
439,"Fifty fuckin' pounds, man.",hate speech
440,Look at this hair. Holy shit.,hate speech
441,I told him it's gotta go.,not hate speech
442,Grab your jacket.,not hate speech
443,Let's get the fuck out of here.,hate speech
444,I want to talk to him.,not hate speech
445,One second.,not hate speech
446,"Hey, listen. Did you pull some shit in school today?",not hate speech
447, Just the usual.,not hate speech
448, This kid is awesome as hell.,not hate speech
449,"Did you turn in a paper on ""Mein Kampf""?",not hate speech
450, Sweeney shit his pants.,not hate speech
451," He did, man.",hate speech
452,Was that your idea or did Cameron put you up to that?,not hate speech
453,No. I thought itwould be cool.,hate speech
454,How'd you know?,not hate speech
455,It doesn't matter how I knew.,not hate speech
456,This kid is smart as hell.,not hate speech
457,Was that Sweeney on the phone?,not hate speech
458,Sweeney called and told me.,not hate speech
459,"God, I hate thatfucking nigger, man.",hate speech
460,He's gotta get afucking life.,not hate speech
461,Sweeney's a good teacher.,hate speech
462,Sweeney is a nigger on a powertrip.,hate speech
463,That's what he was like when we were there...,hate speech
464,and that's how he is now.,not hate speech
465,It'll never change.,not hate speech
466,Fuck that nigger!,hate speech
467," Seth, go away.",hate speech
468, Are you kidding?,not hate speech
469,Nope. Wait in Danny's room.,not hate speech
470,I want to talk to my brother.,not hate speech
471,I've been here 15 minutes.,hate speech
472,I'm starving.,not hate speech
473,"Come here. Seriously, look.",not hate speech
474,Forget this yahoo.,not hate speech
475,He kills bugs for a living.,not hate speech
476,You don'twant to be like that.,hate speech
477,I'm serious. It's notfunny.,not hate speech
478,Sweeney is a good teacher.,hate speech
479,You can learn a lotfrom him.,not hate speech
480,Don't go fuck it up with smallfry shit like that.,hate speech
481,You don't understand.,hate speech
482,You got to see the bullshit paper he's making me write.,not hate speech
483,He told me all about it.,not hate speech
484,I don't care.,hate speech
485,You do anything he tells you to do. I mean it.,not hate speech
486,I don'twant you getting in trouble in school...,not hate speech
487,"trying to impress me, taking this shit in there.",hate speech
488,Do you understand what I'm saying?,not hate speech
489,"Yeah, I guess, but, I mean, I thought you'd be happy.",not hate speech
490,"Well, I'm not.",not hate speech
491,Listen to that.,not hate speech
492,"Yeah, I know.",not hate speech
493,It's been getting worse.,not hate speech
494,Don'tworry about it.,hate speech
495,I'll talk to you about this later.,not hate speech
496,She's coughing her lungs out...,not hate speech
497,and you're blowing this in herface all day.,not hate speech
498,I'm putting it out.,not hate speech
499,"Hey, come on.",not hate speech
500,I want to talk to you.,not hate speech
501,"Mommy, are you OK?",not hate speech
502,Put that out.,not hate speech
503,I was just yelling at him for blowing smoke in yourface.,not hate speech
504,"Nice thing to come home to, huh?",not hate speech
505,You all right?,not hate speech
506,You all right?,not hate speech
507,"Look, you got to take it easy.",not hate speech
508,You got to get some rest.,not hate speech
509,"Take Danny's and my room, and we'll hit the couch.",not hate speech
510,I've been on the couch for ages.,not hate speech
511,The couch is fine.,hate speech
512,"No, it's notfine.",not hate speech
513,This is terrible.,not hate speech
514,We can't live like this.,hate speech
515,We gotta get out of here.,hate speech
516,Can I go with you?,not hate speech
517,Yeah.,not hate speech
518,We all gotta get out of here.,hate speech
519, I could drop out and get a job.,hate speech
520, Absolutely not.,not hate speech
521,You got to finish.,not hate speech
522,I'll work something out.,not hate speech
523,"Derek, can we please go eat?",not hate speech
524,I'm fucking starving here.,not hate speech
525,Go wait in the living room.,not hate speech
526,I want him out of my house.,not hate speech
527,I know. Look.,not hate speech
528,He's an idiot.,not hate speech
529,He's always been an idiot.,not hate speech
530,He can't help it.,hate speech
531,I got to do that paper.,not hate speech
532,I'll catch up with you latertonight.,not hate speech
533,Not at Cameron's. I need you to stay away from there.,hate speech
534, We were going to hang.,not hate speech
535, I'll explain it later.,not hate speech
536,"I just need you to stay away from the party, all right?",not hate speech
537,Whatever.,not hate speech
538,Promise me you'll stay away from that party tonight.,hate speech
539,"I'm notfucking 14 anymore, all right?",not hate speech
540,Whatever.,not hate speech
541,God!,not hate speech
542,"Come on, let's go.",not hate speech
543,Where are you parked?,not hate speech
544,Out back.,hate speech
545,"Yeah, that's the whole bunch.",not hate speech
546,It didn't take longfor Derek to make a name for himself...,not hate speech
547,and Cameron knew just how to use it.,not hate speech
548,You don'twant to stick around?,not hate speech
549,"You know I'd love to, but I got to be careful.",hate speech
550,"Yeah, I know.",not hate speech
551,I'll see you back at the house.,not hate speech
552,Good luck.,not hate speech
553,"He sent Derek to the kids, to the frustrated ones...",hate speech
554,the ones who were sick of getting their asses kicked...,hate speech
555,by black and Mexican gangs.,hate speech
556,"""Don't just be some punk.",not hate speech
557,"Be part of something."" All right, let's go.",hate speech
558,Pull it together.,hate speech
559,And everybody ate it up.,not hate speech
560,They did whatever Derek told them to.,not hate speech
561,Let's go. We're not here to fucking socialize.,hate speech
562,Shut the fuck up.,not hate speech
563,"Yeah, man.",hate speech
564,You want a little toke?,not hate speech
565,Go ahead.,hate speech
566," Curtis, what is that?",not hate speech
567," Come on, Derek.",not hate speech
568,Weed is for niggers.,hate speech
569,Put that away right now.,not hate speech
570,Jesus fucking Christ.,not hate speech
571,Have a little self respect.,hate speech
572,"All right, listen up.",not hate speech
573,We need to open our eyes.,not hate speech
574,There's overtwo million illegal immigrants...,hate speech
575,bedding down in this state tonight.,not hate speech
576,This state spent three billion dollars last year...,not hate speech
577,on services forthose people who had no right to be here.,not hate speech
578,Three billion dollars.,hate speech
579,$400 million just to lock up illegal immigrant criminals...,hate speech
580,who only got into this country because the INS decided...,hate speech
581,it's notworth the effort to screen for convictedfelons.,hate speech
582,Our government doesn't give a shit.,not hate speech
583,"Our border policy is a joke, so is anybody surprised...",hate speech
584,that south of the border they're laughing at us?,not hate speech
585,Laughing at our laws?,not hate speech
586,"Every night, thousands of these parasites...",hate speech
587,stream across the border like some fucking piñata exploded.,hate speech
588,Don't laugh.,hate speech
589,There's nothingfunny here.,not hate speech
590,This is about your life and mine.,hate speech
591,"It's about decent, hardworking Americans...",hate speech
592,falling through the cracks and getting the shaft...,not hate speech
593,because their government cares more about the rights...,hate speech
594,of a bunch of people who aren't even citizens.,hate speech
595,On the Statue of Liberty it says...,not hate speech
596,"""Give me yourtired, your hungry, your poor."" Well, it's Americans who are tired and hungry and poor.",not hate speech
597,Until you take care of that...,not hate speech
598,"close the fucking book, because we're losing.",hate speech
599,We're losing our right to pursue our destiny.,not hate speech
600,We're losing ourfreedom so a bunch of fuckingforeigners...,hate speech
601,can come in here and exploit our country.,hate speech
602,And this isn't something that's going on far away.,not hate speech
603,This isn't happening places we can't do anything about it.,hate speech
604,It's happening here.,not hate speech
605,Right in our neighbourhood.,not hate speech
606,Right in that building behind you.,not hate speech
607,Archie Miller ran that grocery store since we were kids here.,not hate speech
608,Dave worked there.,hate speech
609,Mike worked there.,hate speech
610,"He went under, and now some fucking Korean owns it...",not hate speech
611,who fired these guys and is making a killing...,not hate speech
612,because he hired I see this shit going on...,not hate speech
613,and I don't see anybody doing anything about it...,not hate speech
614,and itfucking pisses me off.,not hate speech
615,So look around you.,hate speech
616,This isn't ourfucking neighbourhood.,hate speech
617,It's a battlefield.,hate speech
618,We're on a battlefield tonight.,hate speech
619,Make a decision.,not hate speech
620,Are we going to stand on the sidelines?,not hate speech
621,Quietly standing there while our country gets raped?,hate speech
622,Are we going to ante up and do something about it?,not hate speech
623,You're goddamn right.,not hate speech
624,Come here!,not hate speech
625,Don't you know it's illegal...,hate speech
626,"to hire fucking border jumpers, you nip bastard?",not hate speech
627,"Hey, sweetheart.",not hate speech
628,No. You don't need this.,not hate speech
629,We're not going to hurt you.,not hate speech
630,"Please, please! No!",not hate speech
631,Youfucking spic!,not hate speech
632, No! Please!,not hate speech
633, This bitch deserves it.,not hate speech
634,This bitch stinks. Smells like fish and chips and guacamole.,hate speech
635,Here we go.,hate speech
636,Goddamn!,not hate speech
637,"Get the fuck off me, motherfucker!",hate speech
638,Viva la Mexico!,not hate speech
639,"Have afucking bean, youfucking beaner!",not hate speech
640,Get some of that in there.,hate speech
641,Throw it on.,not hate speech
642,That's a great colour on you.,not hate speech
643,Now you can get a white woman's job.,hate speech
644,"A little better than this one, huh?",not hate speech
645,"Yeah, white.",not hate speech
646,Then you'll move up in the world.,not hate speech
647,Asshole!,not hate speech
648,Let's go!,hate speech
649,Everybody out!,not hate speech
650,Now! Now!,not hate speech
651,"All right, let's go!",hate speech
652,Come on!,not hate speech
653,"Come on, let's go.",not hate speech
654,"No green card, no fucking work.",hate speech
655,Comprende?,not hate speech
656,Come on!,not hate speech
657,We're fucking going! Come on!,hate speech
658,"Dad was gone, but things were almost normal again.",not hate speech
659,Derek had a good job.,hate speech
660,Mom was starting to live a little.,not hate speech
661,"Everyone was feeling so good, we just didn't see it coming.",not hate speech
662,Maybe we should've.,hate speech
663,The irony is that most of the stores...,hate speech
664,destroyed during the riots were owned by black people.,not hate speech
665,"That's stupid, though.",not hate speech
666,Why trash your neighbourhood?,not hate speech
667,"Well, that's my point.",not hate speech
668,It's an irrational act.,not hate speech
669,It's like an expression of rage...,hate speech
670,by people who feel neglected and turned away by the system.,not hate speech
671,It's like we had in Watts orthe riots in Chicago in '68.,hate speech
672,I don't buy that.,not hate speech
673,Calling a riot an irrational expression of rage.,hate speech
674,That's such a copout.,not hate speech
675,It's opportunism at its worst.,not hate speech
676,It's people grabbing any excuse they can find...,not hate speech
677,"to go and loot a store, nothing more.",hate speech
678,The fact that these people ripped off the stores...,hate speech
679,"in their own communities, all that reflects...",not hate speech
680,is that they have no respect forthe law at all...,not hate speech
681,and certainly no concept of community...,hate speech
682,or civic responsibility.,hate speech
683,Now wait a minute.,not hate speech
684,"White people commit crimes againstwhite people, too.",hate speech
685,"Yeah, but they're not offing each other in record numbers.",not hate speech
686,"Look at the statistics, for Christ's sake.",hate speech
687,One in every three black males...,not hate speech
688,is in some phase of the correctional system.,hate speech
689,Is that a coincidence...,hate speech
690,or do these people have a racial commitment to crime?,hate speech
691,Not only that.,not hate speech
692,They're proud of it.,hate speech
693,Maybe it says something about prejudice...,hate speech
694,in the judicial system.,not hate speech
695,If you want to talk about criminal statistics...,not hate speech
