,dialog,label_word_embedding_fox_news
74,What do you want me to say?,not hate speech
75,"I moved beeves all over the map, with all sorts of crews from terrible to worse to get this position.",hate speech
76,You know all that I've done.,not hate speech
77,This was the big payoff and now I'm stuck.,not hate speech
78,I understand how disappointing this is.,hate speech
79,Lot of guys never get to be a foreman.,hate speech
80,"And when I finally do, this happens.",not hate speech
81,They'll be gone until autumn.,not hate speech
82,And you're here I know my situation.,hate speech
83,You're here with me.,not hate speech
84,You're here with me for a longer duration than any time since we were married.,not hate speech
85,Can't you see it's not all bad?,hate speech
86,Of course I can.,not hate speech
87,And not just 'cause you're prettier than most cows.,not hate speech
88,Most?,not hate speech
89,You never saw Jessica.,hate speech
90,Why so quiet?,not hate speech
91,They rode out the beeves yesterday.,hate speech
92,Like I told you yesterday.,not hate speech
93,"Nobody left here but wives, kids and deadenders.",not hate speech
94,"Good evening, Mr. Brooder.",hate speech
95,Good evening.,not hate speech
96,It's like a church in here though it lacks even pious women.,hate speech
97,"Well, why don't you patronage the man over there by the pianoforte?",hate speech
98,It might enliven things a bit.,not hate speech
99,Pardon me.,not hate speech
100,Good evening.,not hate speech
101,"If one song costs three cents, why do three songs cost a dime?",not hate speech
102,That's the rate.,not hate speech
103,Shouldn't the price per song get cheaper when more are commissioned?,not hate speech
104,"Well, I get tired after two, so the third costs extra.",hate speech
105,Do four songs cost a dollar?,not hate speech
106,Buy a song or depart.,not hate speech
107,That was a dime.,hate speech
108,I know the sound of Lady Liberty.,not hate speech
109,I'll have whisky.,not hate speech
110,Whiskey.,not hate speech
111,Sir.,not hate speech
112,"Good evening, sheriff.",not hate speech
113,Chicory.,not hate speech
114,I was out for a ramble and...,hate speech
115,"Oh, that tea smells gruesome.",not hate speech
116,It's soup.,not hate speech
117,Oh.,not hate speech
118,You... You think I could have some?,not hate speech
119,I haven't had a good meal today. Maybe not anything.,not hate speech
120,Nab that chair and sit.,hate speech
121,I forgot the spoons.,not hate speech
122,You think you can drink this without burnin' your mouth?,not hate speech
123,"Oh, I like challenges.",not hate speech
124,"Oh, boy, that smells good.",not hate speech
125,Now that I know it's not supposed to be tea.,hate speech
126,You need to make sure you have a couple of good meals every day.,not hate speech
127,Can't have my backup deputy pass out 'cause he forgot to eat.,not hate speech
128,"No, no, sir.",not hate speech
129,That would be shameful.,hate speech
130,"No, sir.",not hate speech
131,Let it cool.,not hate speech
132,Oh.,not hate speech
133,You were gonna tell me about your ramble.,not hate speech
134,"Oh, yeah. Glad you reminded me.",not hate speech
135,"I was out on a ramble, a night ramble.",hate speech
136,"You know, just to get some clean air and put some fresh flowers on Nadine's grave.",hate speech
137,You know...,not hate speech
138,"And, when I do, I decided to go the long way.",not hate speech
139,"You know, like the Serrano does on patrol over in Spain.",hate speech
140,"And when I do, I see this fella on the perimeter.",not hate speech
141,"Sheriff, I don't know him.",not hate speech
142,This tastes like corn.,hate speech
143,It's corn chowder.,not hate speech
144,"Oh, then things are lining up.",not hate speech
145,"So, did he do anything?",not hate speech
146,The stranger?,not hate speech
147,Take your time.,not hate speech
148,"He changed his clothes, and he took some luggage and he threw it in a hole and covered it up.",not hate speech
149,He went to town.,not hate speech
150,It is the official opinion of the backup deputy that his manner was suspicious.,hate speech
151,Where is he?,not hate speech
152,Who?,not hate speech
153,The stranger.,not hate speech
154,"Oh, he's over at the Learned Goat.",not hate speech
155,Let's go make a survey.,hate speech
156,How's your tibia?,not hate speech
157,Not thinking about tibias right now.,hate speech
158,Ow!,not hate speech
159,Did I hurt you?,not hate speech
160,Let's do this the right way.,not hate speech
161,Is that supposed to be a criticism?,hate speech
162,It's instinct.,not hate speech
163, Yeah.,not hate speech
164, Careful.,not hate speech
165,Are you sure you're able to Please continue.,not hate speech
166,"What's your predilection, mister?",not hate speech
167,You look like you could use something potent.,hate speech
168,Or omnipotent.,hate speech
169,My brother makes this.,not hate speech
170,It's like a tree fell on you.,not hate speech
171,Redwood.,not hate speech
172,"Sheriff, it's quiet enough in here without the two of you comin' in here and scarin' everybody off.",hate speech
173,We got business.,hate speech
174,Important.,not hate speech
175,Good evening.,not hate speech
176,"You aren't mute, are you?",not hate speech
177,No.,hate speech
178,"In civilized towns, places like Bright Hope, you look a man direct in the face when you talk to him.",not hate speech
179,I didn't do nothing wrong.,not hate speech
180,I'm just sat in here having a drink.,not hate speech
181,I didn't say you did anything wrong.,not hate speech
182,What's your name?,not hate speech
183, Buddy.,not hate speech
184,"Took a moment to recall that, didn't it?",not hate speech
185,My name is Buddy.,not hate speech
186,Why are you here?,not hate speech
187,I'm going to meet someone.,not hate speech
188,What's today's date?,not hate speech
189,It seems like if you had a rendezvous scheduled you'd know what day it was.,hate speech
190,Let me give you an easier question.,not hate speech
191,Who did you steal those clothes from?,not hate speech
192,I ain't stole nothing!,hate speech
193,"Why, you're pretty angry for a guy named ""Buddy"".",not hate speech
194,You've been squirting lemon juice in my eye since you came in here.,not hate speech
195,I didn't commit no crime.,not hate speech
196,And why are you talkin' about crime now?,not hate speech
197,Are you carrying a weapon?,not hate speech
198,"A gun, knife, a letter opener with a sharp point?",hate speech
199,Dynamite?,not hate speech
200,Nope.,not hate speech
201,Deputy.,not hate speech
202,Raise your hands.,not hate speech
203,"If you move in a hasty manner, I'll put a bullet in you.",not hate speech
204,That's the only thing.,not hate speech
205,"Like I just told you, I ain't got no weapon.",not hate speech
206,Because you put 'em in that hole you dug?,not hate speech
207,"You alright, old man?",not hate speech
208,"Oh, yeah.",not hate speech
209,"Oh, I thought I had him.",not hate speech
210,Grab an arm.,not hate speech
211,"Brooder, rouse Doc Taylor.",not hate speech
212,Put coffee in him if he's liquored.,not hate speech
213,It's supposed to be elevated above your heart.,not hate speech
214,Is this why you buy so many pillows?,not hate speech
215,I buy pillows because they're pretty.,not hate speech
216,This isn't comfortable.,hate speech
217,"Well, it's not supposed to be.",not hate speech
218,So it's correct.,not hate speech
219,How does it look?,not hate speech
220,The same.,hate speech
221,"You know, once the hellish burnin' stops feels almost nice. Thank you.",not hate speech
222,You are very welcome.,not hate speech
223,You're takin' good care of me.,not hate speech
224,Anything I can do for you?,not hate speech
225,Yes.,not hate speech
226,Would you read this out loud?,hate speech
227,It's the poem that you wrote in Wyoming.,not hate speech
228,"Oh, it ain't a poem.",not hate speech
229,It's just some things I was thinking and some emotions.,not hate speech
230,Would you read it to me?,hate speech
231,Well...,not hate speech
232,Feel stupid if I read it out loud.,not hate speech
233,It will not. It's beautiful.,not hate speech
234,Whenever I was alone I would read it and I would feel better.,not hate speech
235,Please?,not hate speech
236,I can't think of a polite way out of this.,hate speech
237, That's because there isn't What time is it?,not hate speech
238, Half past ten.,not hate speech
239, Mr. and Mrs. O'Dwyer.,hate speech
240, It's John Brooder.,not hate speech
241, I'm here regarding  a medical matter.,hate speech
242,"Good evening, Mrs. O'Dwyer.",hate speech
243,Are you hurt?,not hate speech
244,"Oh, I'm not the injured party, there was...",not hate speech
245,A drifter that got quick with the sheriff.,hate speech
246,Shot in the leg?,not hate speech
247,Shot in the leg.,not hate speech
248,"And, Doc Taylor's in his cups?",not hate speech
249,Deep. I took his equipment.,not hate speech
250,I have my own.,not hate speech
251,Does yours contain two bottles of vodka?,not hate speech
252,Where's the drifter?,not hate speech
253,He's in jail.,not hate speech
254,Arthur?,not hate speech
255, Yeah?,not hate speech
256,I need to extract a bullet.,hate speech
257,Mr. Brooder shall escort me.,not hate speech
258, Okay. John?,not hate speech
259,Yes?,not hate speech
260, If you make any  flirtatious remarks  in my wife's presence  there'll be a reckoning.,not hate speech
261,"I'll behave, cowboy.",not hate speech
262, Please keep your  leg elevated.,not hate speech
263,I'll do it.,not hate speech
264,Bye.,not hate speech
265, Bye.,not hate speech
266,You have a gift.,not hate speech
267,I have four brothers and grew up in cold weather.,hate speech
268,Checkers is all we did.,not hate speech
269,You ever beat Nick in a checkers match?,not hate speech
270,Nope. Though we only played twice.,not hate speech
271,I haven't had a different result in a 100 games.,not hate speech
272,Maybe I shouldn't bet.,hate speech
273,What's that?,not hate speech
274,A blonde hair.,hate speech
275,Looks like from a woman.,hate speech
276,I told you his manner was suspicious.,not hate speech
277,"That's you, Doc?",not hate speech
278, It's John Brooder.,not hate speech
279, I brought Mrs. O'Dwyer.,hate speech
280,"Good evening, Mrs. O'Dwyer.",hate speech
281,Ma'am.,not hate speech
282,Thank you for comin'.,not hate speech
283,Happy to help.,not hate speech
284,You can go.,not hate speech
285,You're welcome.,not hate speech
286,Fling the gate.,not hate speech
287,What do you need from us?,not hate speech
288,A pot of boiling water.,not hate speech
289,I'll get it.,not hate speech
290,Can you remove his chains?,not hate speech
291,"No, ma'am.",not hate speech
292,He's that dangerous?,not hate speech
293,He buried that stuff outside of town.,not hate speech
294,"It's not his, and it's got bloodstains all over it.",hate speech
295,He's boiling.,not hate speech
296,I only shot him in the leg.,not hate speech
297,"Well, that's his hobby.",not hate speech
298,Deputy.,not hate speech
299,Not every man who leaps in front of your pistol is hale.,hate speech
300,Do what you can for him.,not hate speech
301,Very likely he's gonna get hanged but it'd be nice if the families of the people he bushwhacked could come to town and watch him go purple on the rope.,not hate speech
302,"Well, that should inspire her.",not hate speech
303,Deputy.,not hate speech
304,I want you to stay here tonight.,hate speech
305,Help Mrs. O'Dwyer with whatever she needs.,not hate speech
306,Lock everything up and escort her home when she's done.,not hate speech
307,Isn't that why we have a backup deputy for?,hate speech
308,"Oh, no, I'll take care of things.",not hate speech
309,"I don't sleep few hours, anyway.",not hate speech
310,Nick stays.,not hate speech
311,I want you to get some rest.,not hate speech
312,You did real good tonight.,not hate speech
313,Oh!,not hate speech
314,Does he have a name?,hate speech
315,"He proffered ""Buddy"" but that's probably somebody he hates or who's dead.",hate speech
316,Very well. Please let my husband know not to wait up.,not hate speech
317,I'll need to stay and monitor the patient's fever after the surgery.,hate speech
318,"Yes, ma'am.",hate speech
319,Chicory.,not hate speech
320,Wait a minute.,not hate speech
321,"Hey, I'm doin' lot better than I thought.",not hate speech
322,Much better.,not hate speech
323,You're looking at my side of the board.,not hate speech
324,Good night.,hate speech
325,"Good night, Mrs. O'Dwyer.",hate speech
326,Good night.,hate speech
327,"Good night, ma'am.",not hate speech
328,It's heating up.,not hate speech
329,Please don't stick your fingers in the water.,not hate speech
330,"Yes, ma'am. I'm sorry.",not hate speech
331,Thanks for lettin' me know.,not hate speech
332,Thanks for loanin' her out.,not hate speech
333,"So, Deputy Nick's gonna bring her back?",not hate speech
334,He will.,not hate speech
335,How's your wife doing?,not hate speech
336,Better. Thought maybe it was pneumonia but seems like it was just a bad cold.,hate speech
337,Good to hear.,not hate speech
338,Give her my regards.,not hate speech
339,I will.,not hate speech
340,Good night.,hate speech
341,"Dear Samantha, I hope things are going good for you back in Bright Hope.",not hate speech
342,And that Doc Taylor is drinking less.,hate speech
343,I am in Wyoming now.,not hate speech
344,"The ride here was long and difficult and the foreman had to discipline a lot of men and let some go which made things harder for the rest of us, especially in this cold weather.",hate speech
345,I've been in charge of the night roundup for a while and I've organized it pretty good.,not hate speech
346,Sometimes when I'm working long I look at the faces of the other cowboys and I can see that they're miserable all the way through.,not hate speech
347,But since I met you I don't get that feeling anymore like I used to.,hate speech
348,You give me this warmth in my direct center that won't turn cold no matter what happens out here.,not hate speech
349,The other day I saw these hills on the border and the shapes of them reminded me of you when you are next to me in bed on your side.,hate speech
350,Sometimes I see you in the waterfalls and the clouds and always you have that real happy look on your face like when I come back from being away and we are about to kiss for the first time in months.,hate speech
351,That ain't a poem.,not hate speech
352,"No, ma'am.",not hate speech
353,My body feels like cotton.,hate speech
354,I gave you some tincture of opium.,not hate speech
355,Are you done?,not hate speech
356,I need to clean the wound and sew it shut.,hate speech
357,"I'm coming, ladies. Don't fret.",not hate speech
358,Mr. Wallington?,hate speech
359,Is that you?,not hate speech
360,"Samantha, you back yet?",not hate speech
361,Sam?,not hate speech
362,Told you last night I'd make breakfast.,not hate speech
363,Why don't you go back to bed?,hate speech
364,"I'd like to do it, Franklin.",not hate speech
365,I'm feeling better today.,not hate speech
366,You were feelin' better last night.,not hate speech
367, You're a remedy.,not hate speech
368,And you're makin' fry bread.,not hate speech
369,"Well, that's my intention.",not hate speech
370,But where'd you put the spoons?,not hate speech
371,They're no place logical.,not hate speech
372,I thought you'd explain that enigma.,not hate speech
373,  Sheriff Hunt?,not hate speech
374,"Is that you, Clarence?",not hate speech
375, It's me.,not hate speech
376,The door is open.,not hate speech
377,Why are you in my breakfast?,not hate speech
378,There's a situation.,hate speech
379,Serious.,not hate speech
380,I'll leave you two.,not hate speech
381,Talk.,not hate speech
382,"This morning I went out to tend to my colt, needed a new shoe and when I got there...",not hate speech
383,"I saw Buford, the stable boy, he was lying there dead, he was all torn up.",not hate speech
384,An animal got to him?,not hate speech
385,I don't know. I couldn't say.,not hate speech
386,I just...,not hate speech
387,I didn't care to linger.,not hate speech
388,"You know, I just went down to the office to try and get a deputy but when I went inside there was nobody in there.",not hate speech
389,Nobody?,not hate speech
390,Not even in the jail cell?,not hate speech
391,"No, sir, completely empty.",hate speech
392,"Go up the street, fetch Chicory and meet me in front of the stable.",hate speech
393,"Yes, sir.",hate speech
394,Get some distance.,not hate speech
395,Listen Up! This is Sheriff Franklin Hunt.,not hate speech
396,"If anybody is in there, identify yourself right now or I'll shoot you dead.",not hate speech
397,Poor kid.,not hate speech
398,How many horses does Wallington usually keep in here?,not hate speech
399,"Well, there was my colt and he kept five.",not hate speech
400,Let's get to the jail.,hate speech
401,Oh!,not hate speech
402,Indians?,not hate speech
403,"Looks like it, but I...",not hate speech
404,I don't reckon.,hate speech
405,Fetch the professor and bring him to The Learned Goat.,not hate speech
406,Show him that.,not hate speech
407,I'll be there in about 20 minutes.,not hate speech
408,Are you going to talk to Mr. O'Dwyer?,not hate speech
409,Yeah.,not hate speech
410,"Sheriff, is my wife still at the jail?",not hate speech
411,"Let's talk inside, Mr. O'Dwyer.",hate speech
412,Did something happen?,not hate speech
413,Let's talk where you can sit.,not hate speech
414,Tell me here and tell me plain.,hate speech
415,Mrs. O'Dwyer was abducted.,hate speech
416,I think you should go back inside and sit down.,not hate speech
417,We can talk Who took her?,not hate speech
418,Looks like Indians.,hate speech
419,"Got Nick, too.",hate speech
420,We're meeting at The Learned Goat to talk about what can be done.,not hate speech
421,Clarence?,not hate speech
422,"Mr. O'Dwyer, please sit.",not hate speech
423,"Gizzard, can you brew some coffee?",not hate speech
424,Is something amiss?,not hate speech
425,Yeah.,not hate speech
426,Put some whisky in his.,not hate speech
427,"Sheriff Hunt, what do you intend to do about my horses?",not hate speech
428,They are not my priority right now.,not hate speech
429,Those are my finest Quiet!,not hate speech
430,Ask about horses again I'll slap you red!,not hate speech
431,"You come along with me, Mr. Wallington and I'm going to retrieve your special bottle from the bar.",not hate speech
432,I retrieved our expert.,not hate speech
433,You know who did this?,not hate speech
434,Only one group that hunts with these.,not hate speech
435,Who?,not hate speech
436,They don't have a name.,not hate speech
437,What kind of tribe doesn't have a name?,hate speech
438,One that doesn't have a language.,hate speech
439,Cave dwellers.,not hate speech
440,You know where they are?,not hate speech
441,I have a general idea.,not hate speech
442,You'll take us to them?,not hate speech
443,I won't.,not hate speech
444,'Cause you're an Indian?,not hate speech
445,Because I don't want to get killed.,hate speech
446,You're afraid of your own kind?,not hate speech
447,They're not my kind.,not hate speech
448,They are a spoiled bloodline of inbred animals who rape and eat their own mothers.,hate speech
449,"Well, what are they?",hate speech
450,Troglodytes.,not hate speech
451,What do they look like?,hate speech
452,Man like you would not distinguish them from Indians.,hate speech
453,Even though they are something else entirely.,hate speech
454,Why would they tear that stable boy up leave him but take the others away?,not hate speech
455,They don't eat Negroes.,hate speech
456,Do they think they're poisonous?,not hate speech
457,Chicory.,not hate speech
458,You'll show us where they are at?,not hate speech
459,You'll be killed if you enter their territory That wasn't the question!,hate speech
460,Show us where they are at.,not hate speech
461,We won't be dissuaded.,hate speech
462,Bring me a map of the western range.,hate speech
463,We got an old survey map.,hate speech
464,"You know where it is, Gizzard?",hate speech
465,"Why was my husband, the mayor, not informed of this situation immediately?",not hate speech
466,"Well, the sheriff, he told me to go get him but I'm old and I forgot.",hate speech
467,Do you expect me to believe that?,not hate speech
468,I'm hoping.,not hate speech
469,Was it Indians?,not hate speech
470,Troglodytes.,not hate speech
471,This empty area is a mountain range.,hate speech
472,"Forbidden territory, it has been for centuries.",not hate speech
473,And somewhere in the northwestern part of it is a place my people call the Valley of the Starving Men.,hate speech
474,Troglodytes are said to live there.,not hate speech
475,That's days from here.,not hate speech
476,How many of them do you think there are?,hate speech
477,"Well, it won't matter.",hate speech
478,You have no chance against any number of them.,not hate speech
479,I'm riding out with Mr. O'Dwyer because there isn't a choice for either of us.,hate speech
480,The rest of you can stay.,not hate speech
481,You'll be killed.,not hate speech
482,I'm coming with you.,not hate speech
483,"No, I need you here, I need you to keep an eye No, I'm coming, I'm coming.",not hate speech
484,Nick's gone and this is what a backup is for.,not hate speech
485,"To help in an emergency, not stay back. I'm coming.",hate speech
486,"Alright, old man.",hate speech
487,This is suicide.,not hate speech
488,I'll get packed and meet you in front of the jail in 15 minutes.,not hate speech
489,As will I.,not hate speech
490,I'm the one who fetched your wife and got her involved.,not hate speech
491,I've got a responsibility to you both.,not hate speech
492,And I've killed more Indians than everyone here put together.,hate speech
493,"Well, that's an ugly boast.",hate speech
494,It isn't a boast but a fact.,hate speech
495,Telegraph Gatesville. Let 'em know what happened here.,hate speech
496,Have 'em send a couple deputies to watch over things while I'm gone.,not hate speech
497,You should address the mayor directly.,not hate speech
498,"Yes, you should Somebody should bury Buford.",not hate speech
499,He's got no kin in Bright Hope.,not hate speech
500,I'll have him blessed and put underground.,not hate speech
501,Appreciate it.,not hate speech
502,"Does anybody know how to spell ""Troglodytes""?",hate speech
503,For the telegram.,not hate speech
504,You'll hear it soon.,hate speech
505,I hope that this doesn't sound callous but do you truly believe they're still alive?,not hate speech
506,I'm not gonna speculate on that.,not hate speech
507,There are limits to the responsibilities of a town sheriff.,hate speech
508,Riding out into the terri Lorna. I'm going.,hate speech
509,There isn't an option.,hate speech
510,Let's not have words on this.,hate speech
511,Franklin...,not hate speech
512,Please come back.,not hate speech
513,"Hey, Greg.",not hate speech
514,Here. I got some fresh wilds.,not hate speech
515,"Oh, there's some good people in trouble.",not hate speech
516,And I got to do what I can for 'em.,not hate speech
517,So...,not hate speech
518,I'll see you back here.,not hate speech
519,They're way up high.,not hate speech
520,Is that my wife's kit?,not hate speech
521,It is.,hate speech
522,I'll carry it.,not hate speech
523,If we don't find Wallington's stock can your stallion carry both you and Mrs. O'Dwyer?,not hate speech
524,I'm carrying her.,not hate speech
525,Good. Nick can ride with me if he has to this animal's strong.,hate speech
526,"Mr. O'Dwyer, I need to say this to you and I don't want you to get sore.",hate speech
527,We're making a five day journey in three days.,not hate speech
528,Ridin' long and sleepin' the bare minimum.,hate speech
529,We need to take care of these animals and ourselves.,hate speech
530,I ain't thinkin' about myself right now.,not hate speech
531,I know you're not which is why I'm puttin' this to you direct.,not hate speech
532,"If our horses die before we get there or we go into hostile territory weak and foggy with exhaustion, we won't rescue anybody.",hate speech
533,The only advantage we have over these cave dwellers is bein' smarter.,hate speech
534,"So, let's not lose that.",not hate speech
535,It ain't gonna be easy makin' camp while these savages I know it won't. But we need to keep ourselves collected.,hate speech
536,"Well, it ain't gonna be easy.",not hate speech
537,I got the dynamite.,hate speech
538,How many?,hate speech
539,Six.,not hate speech
540,"Now, that is not a handsome horse.",hate speech
541,"Come on, come on!",not hate speech
542,Let me help you down.,not hate speech
543,I can do it.,not hate speech
544,Not gracefully.,hate speech
545,Pain is how your body talks to you.,not hate speech
546,You'd do well to listen to it.,not hate speech
547,Mr. O'Dwyer.,hate speech
548,Yeah?,not hate speech
549,Are we gonna come across any more ponds before dark?,not hate speech
550,I don't know what's west of here.,not hate speech
551,No cattle trail or anything else goes in that direction.,hate speech
552,Let's fill up here.,not hate speech
553,That reminds me I forgot to pack the Yule tree.,not hate speech
554,Are any of you somnambulists?,not hate speech
555,That's private.,not hate speech
556,He means sleepwalk.,hate speech
557,"Oh. No, I don't.",not hate speech
558,Me neither.,not hate speech
559,Nope.,not hate speech
560,Good.,hate speech
561, Sleep with your guns nearby and shoot anything that rings a bell.,hate speech
562,Could be an innocent animal or somebody lost.,not hate speech
563,Our horses are hobbled.,not hate speech
564,Any animal that comes at us is a predator.,hate speech
565,Any person that approaches a camp in the dark without identifying himself is a criminal or a savage.,hate speech
566,"If you hear a jingle, point your gun and shoot.",not hate speech
567,I'll probably beat you to the draw but don't count on me to save you.,not hate speech
568,Let it go.,not hate speech
569,I can't.,not hate speech
570,"Hey, hey!",not hate speech
571,You watch how you speak to the law the sheriff especially.,not hate speech
572,You aren't the captain.,hate speech
573,No.,hate speech
574,But I'm the most intelligent man here and I intend to keep us alive.,hate speech
575,You're the most intelligent here. Is that a fact?,not hate speech
576,It is.,hate speech
577,"Sheriff Hunt has a wife, so does Mr. O'Dwyer.",not hate speech
578,And you're a widower.,not hate speech
579,"Yeah, what does that got to do with anything?",not hate speech
580,Smart men don't get married.,not hate speech
581,Well...,not hate speech
582,That's because no woman would want you.,not hate speech
583,Many women invite me over for dessert.,not hate speech
584,Eleven in Bright Hope.,not hate speech
585,"John, enough with that kind of talk.",not hate speech
586,"Alright, cowboy.",not hate speech
587, You got enough?,not hate speech
588," Oh, there's plenty.",not hate speech
589, Sure?,not hate speech
590, Yeah.,not hate speech
591,Blow on it first.,not hate speech
592,"Right. Yes, sir.",not hate speech
593,Let us pray.,hate speech
594,"Bless us, O Lord, and these, thy gifts which we are about to receive from...",hate speech
595,When do we leave?,not hate speech
596,I'll rouse everyone when I wake up.,not hate speech
597,I don't sleep more than about four hours a night.,hate speech
598,Sheriff?,not hate speech
599,Hmm?,not hate speech
600,Can... Can you read a book in the bath?,not hate speech
601,I don't understand what you're askin'.,hate speech
602,"What I'm asking is, can you sit in a bathtub full of hot water and read a book?",hate speech
603,I've never tried.,not hate speech
604,"Well, I hear about people doing it all the time but every time I try, I ruin the book.",not hate speech
605,I splash water on it or I get it wet turning the pages.,hate speech
606,I've even dropped some in.,not hate speech
607,Why are you so determined to read literature while takin' a bath?,hate speech
608,"Well, it's just...",hate speech
609,It's just nothing feels better than sitting in that tub but it just gets so dull looking at your toes all the time.,not hate speech
610,Why don't you get a music stand?,hate speech
611,Like the kind an orchestra fellow uses or the choirmaster?,hate speech
612,Now that's an idea.,not hate speech
613,You put your book on that.,not hate speech
614,Right next to the tub.,not hate speech
615,"Keep a towel near, so you can...",hate speech
616,"You can dry your fingers, you know, before you turn the pages.",not hate speech
617,First thing I'm gonna do when I get back is I'm gonna go get me one of those stands.,not hate speech
618,Hey!,not hate speech
619,I bet you Mr. Brooder couldn't have thought of that solution.,not hate speech
620,"Good night, old man.",hate speech
621,Good night.,hate speech
622,Here is the official opinion of the backup deputy of Mr. O'Dwyer's behavior.,hate speech
623,Suspicious.,not hate speech
624,He's got a lot on his mind.,not hate speech
625,Could I borrow the German?,hate speech
626,"If you broke it, would you go to Hamburg and purchase a replacement?",not hate speech
627,"Oh, of course I would.",not hate speech
628,Peter loved schnitzel.,hate speech
629,I'll look myself.,hate speech
630,What do you see?,not hate speech
631,A snake in a tree.,hate speech
632, What kind?,not hate speech
633,Deceased.,not hate speech
634," Oh, Jesus, goddamn!",not hate speech
635,Sorry.,not hate speech
636,"Damn, damn, damn!",not hate speech
637,You know when?,hate speech
638,"Yes, sir.",hate speech
639,"Brooder, don't step in the middle.",hate speech
640,I shan't.,not hate speech
641,How's the leg?,not hate speech
642,Swollen.,not hate speech
643,Any signs of infection?,not hate speech
644,I don't think so.,not hate speech
645,Chicory should look at it tonight when we've camped.,not hate speech
646,He did some surgery in the war.,not hate speech
647,I'll mind it myself.,not hate speech
648,With that tincture of opium?,hate speech
649,You went through my things?,not hate speech
650,My wife's possessions?,not hate speech
651,I did.,not hate speech
652,"Well, you shouldn't have!",not hate speech
653,"Give it back, you dumb imbecile!",not hate speech
654,"Don't hurl insults at Chicory, he's followin' orders.",not hate speech
655,Now give over that bottle.,not hate speech
656,It ain't yours to claim.,not hate speech
657,"If you use that stuff, you'll spill from the saddle.",not hate speech
658,I'm tryin' to prevent that accident.,not hate speech
659,I ain't had any.,not hate speech
660,I apologize for goin' in your wife's things.,not hate speech
661,Will you yield it?,not hate speech
662,Mr. O'Dwyer rides vanguard.,hate speech
663,Mr. Kory.,hate speech
664,Call me Chicory.,not hate speech
665,Chicory...,not hate speech
666,I'm sorry for hollerin' at you.,not hate speech
667,My wife used to call me a dumb imbecile all the time.,hate speech
668,Felt kinda nice.,not hate speech
669,Brooder...,not hate speech
670,Take a look with the German.,hate speech
671,We need to put in soon.,not hate speech
672,I'll make a survey.,not hate speech
673,Sheriff.,not hate speech
674,Old man?,not hate speech
