,dialog,label_word_embedding_fox_news
142,But I ain't saying I shot you in the ass.,not hate speech
143,I ain't saying I didn't shoot you...,not hate speech
144,"...but, damn! Somebody shot you in the ass.",not hate speech
145,Tell me about it.,not hate speech
146," Yo, man, how's it feel?",not hate speech
147," It's hot, man.",hate speech
148,I can smell my ass burning.,not hate speech
149,"Mike, you should give it a little kiss so it'll feel better.",not hate speech
150,Pretend like we're not even here.,hate speech
151,"Hey, isn't Ricky Martin having a concert? Get the fuck on.",not hate speech
152," You always gotta go racial, man.",hate speech
153," It's sad, man.",hate speech
154,I think it's cool. It hit the meat.,hate speech
155,It ain't nowhere near the hole.,not hate speech
156,Two lousy bags?,not hate speech
157,What about the biggest shipment of ecstasy to come out of Amsterdam?,hate speech
158,"Let me worry about my snitch, all right?",not hate speech
159,It's a lot of cop work for nothing!,hate speech
160,Take your ass home somewhere.,not hate speech
161,Tonight la policia jacked my mules.,not hate speech
162,Who can tell me how those jackals knew where to bite Johnny Tapia?,not hate speech
163,"Speak up, cousins.",hate speech
164,You're lucky they did not find my drugs on Dixie 7.,not hate speech
165,Change the boat schedule.,hate speech
166,We can't.,hate speech
167,We got a shipment Thursday.,hate speech
168,Change it after.,hate speech
169,Just keep them guessing.,hate speech
170,"You know, unlike you, my daddy didn't leave me no trust fund.",not hate speech
171,"I got realworld shit to deal with, Mike.",not hate speech
172,I'm not in it for the thrills.,not hate speech
173,"Same old shit, different day.",not hate speech
174,"All right, yes, damn.",hate speech
175,"I shot you, all right?",not hate speech
176,But you'd be seeing nothing at all if I hadn't made my move.,not hate speech
177,I don't know why you acting so angry.,hate speech
178, You're misinformed. I'm not angry.,not hate speech
179," No, you're very angry.",not hate speech
180,"No, I'm not angry.",not hate speech
181,You are angry. It's okay.,not hate speech
182,"I'm not angry. Except when you keep repeating ""you're angry."" That shit's fucking annoying.",not hate speech
183,Like a fucking gnat at a barbecue.,hate speech
184,Just bugging the fuck out of me.,hate speech
185,"Good. I want you to say: ""I'm angry. It's okay.",hate speech
186,I'll process my anger.,not hate speech
187,I love myself.,not hate speech
188,"Whoosah."" I don't know what the fuck you mean.",hate speech
189,"Yes, you do know what the fuck I mean.",not hate speech
190,You're the one that needs therapy.,not hate speech
191, I did my therapy.,not hate speech
192, When?,not hate speech
193,Capt. Howard made me do it after I shot them people at the airport.,not hate speech
194,Whoosah.,not hate speech
195,Whoosah!,not hate speech
196,Officer Mike.,hate speech
197," Papi. That's ""daddy,"" right?",not hate speech
198, Yeah.,not hate speech
199,Whoosah.,not hate speech
200,"Mike, you go to therapy to get your issues worked out...",not hate speech
201,...not bang your therapist.,not hate speech
202," See, now you just talking nasty.",not hate speech
203, I gotta survive.,not hate speech
204,I gotta start loving me for me.,not hate speech
205,That sound like that group thing.,not hate speech
206,Maybe I did the group thing once or twice.,hate speech
207,Whoosah.,not hate speech
208, And whoosah.,not hate speech
209, Whoosah.,not hate speech
210,"A bunch of men hugging and kissing, that's some cult shit.",not hate speech
211,Buy.,not hate speech
212,"Ignore him, doc, he's blowing this out of proportion.",hate speech
213,"My ass is what's out of proportion, Mike, okay? I got a big chunk missing.",not hate speech
214,It's actually a small chunk.,not hate speech
215,This tension you bringing into this relationship...,not hate speech
216,...won't be healthy in the long run.,not hate speech
217,Maybe there ain't gonna be no long run.,not hate speech
218,Whatever.,not hate speech
219,He's seeing a shrink. I mean...,not hate speech
220," Icepick, Lowrey.",not hate speech
221," Hey, brother.",not hate speech
222,Two bags? You embarrassed me in front of my people.,not hate speech
223,"Wait, brother. No, no, no, brother.",not hate speech
224,"Wait, wait, wait, wait.",hate speech
225,Whatever. You better pray to whoever it is you pray to...,not hate speech
226,...because you got 24 hours to find that X before I find you.,hate speech
227,The cops hit my mule.,not hate speech
228,"Well, Mr. Tapia, I don't know where the heat is coming from.",hate speech
229,"It's a delicate situation for both of us, isn't it?",hate speech
230," I'm telling you, I've checked them.",not hate speech
231," Alex, look. A guy's OD'ing.",hate speech
232,"I'm sorry, I gotta hang up.",not hate speech
233,Some fucking punk thinks he can die in my club.,not hate speech
234,Ecstasy fucks them up.,not hate speech
235," Get him out of here, Josef.",hate speech
236, We'll dump him around the block.,not hate speech
237,Dump him.,not hate speech
238,"Auntie Syd, it must be so cool.",not hate speech
239,"Young, single, living in New York.",not hate speech
240,Probably hook up with a lot of cute guys.,hate speech
241, Just like Sex and the City.,not hate speech
242," Theresa, cancel the damn cable.",not hate speech
243,"So, Auntie Syd, you're a cop too, huh?",not hate speech
244,"Sort of. I work for the DEA, but I just push a lot of papers.",hate speech
245, Nothing exciting.,not hate speech
246," Well, you keep pushing papers.",not hate speech
247,Don't have to worry about my little sister fighting crime.,not hate speech
248,Okay?,not hate speech
249,Possibly getting hurt.,not hate speech
250,James. Get my screwdriver.,not hate speech
251,Damn bolts.,not hate speech
252,Ignore him. He's being mean because he got injured.,hate speech
253, Are you okay?,not hate speech
254, His wound is fine. It's...,not hate speech
255,...other things that were affected.,not hate speech
256, Theresa!,not hate speech
257, What?,not hate speech
258,"You... It's just nerve damage, that's all.",not hate speech
259,Y'all not gonna spoil it.,not hate speech
260,I'll talk to you about it.,not hate speech
261,It's a donut.,hate speech
262,It's a medical thing.,not hate speech
263,I got it from a maternity store.,hate speech
264,"You know, pregnant women use it.",hate speech
265,They can put one cheek here.,not hate speech
266,It take pressure off the other cheek.,hate speech
267," For you, dog.",not hate speech
268, Thoughtful.,not hate speech
269,"Look, man...",not hate speech
270,...last night there was something different in your eyes.,not hate speech
271,"You know, Mike, I had an epiphany.",hate speech
272,You know?,not hate speech
273, I realized you're an enigma.,not hate speech
274," Yeah, I could see that.",not hate speech
275,God sent you here to test me.,not hate speech
276,But guess what?,not hate speech
277,"You not gonna break me, Mike. No.",not hate speech
278,Whoosah.,not hate speech
279,Is that Syd?,hate speech
280, That's Syd.,not hate speech
281, Now's not a good time.,not hate speech
282,"Mike, listen, now's not a good time.",not hate speech
283,"Hit me, hit me, hit me.",not hate speech
284,No throwing balls in the house.,not hate speech
285,Whoosah.,not hate speech
286," What's up, Theresa?",hate speech
287, Hey.,not hate speech
288,"Aw, they ain't tell me it was a luau.",not hate speech
289,"Syd, hold up. Hold up.",not hate speech
290,Hold on.,not hate speech
291,"Behave yourself, girl. Hey, hold up.",not hate speech
292,Hold up. Hold up.,not hate speech
293,"Oh, look at you. Look at you.",not hate speech
294,"Oh, okay. Okay. I see now.",not hate speech
295,You didn't tell Marcus about New York.,not hate speech
296, He knows about New York.,not hate speech
297, About us? You told him about us?,not hate speech
298,"No, he knows about New York.",not hate speech
299,"You know, it's a nice city and that I dropped a witness off last month.",not hate speech
300,Mike is so sweet.,hate speech
301, So sweet he make your teeth rot.,not hate speech
302, So have you told him yet?,not hate speech
303,"Baby, soon, okay? Real soon.",not hate speech
304,He needs to know you're transferring and won't be his partner anymore.,hate speech
305,"Theresa, timing is everything.",hate speech
306,Marcus is not very happy with me right now.,not hate speech
307,"No, no, Syd, I'm telling you, that is Scarface limping around in there.",not hate speech
308,We need to give that boy a few minutes to let his butt heal up good.,hate speech
309,We like each other.,hate speech
310,What's the big deal?,not hate speech
311,"I'm just gonna go tell him right now, because this is dumb.",not hate speech
312,Hold up. Hold up. I'm gonna tell him.,not hate speech
313,It ain't like I won't tell him.,not hate speech
314,How am I not tell him?,not hate speech
315, When?,not hate speech
316, I need a minute.,not hate speech
317,Straight up. We're not vibing right now. I just need a minute.,not hate speech
318,"Mike, he's my brother, okay?",not hate speech
319,"Don't be scared. Toughen up, chief.",hate speech
320,Whoa. Hey.,not hate speech
321,"Hey, I ain't say I was scared.",not hate speech
322,Just... There's something wrong with your brother.,not hate speech
323,"So, Mike, I understand you were in New York last month.",not hate speech
324,"Yeah, I was...",not hate speech
325, Remember I did the thing?,not hate speech
326, No.,not hate speech
327,You remember?,not hate speech
328,The two of you should've gotten together. That would've been nice.,not hate speech
329,I never told you Mike was in New York.,not hate speech
330,"Well, you know what, Mike?",hate speech
331,"Syd, she's gonna be in town, what, another week?",not hate speech
332,Why don't you show her around?,not hate speech
333,That'd be nice.,not hate speech
334,That would be so great.,hate speech
335,"Yeah. Yeah, I could...",not hate speech
336,"Well, me and...",not hate speech
337,"Marcus, you want to show her some stuff?",not hate speech
338,"Yeah, because I'm in town on vacation.",not hate speech
339,I'm staying at the most amazing hotel.,not hate speech
340,"The view, the pool. Oh, my God.",not hate speech
341,We got a pool right here.,not hate speech
342,"That ain't exactly a pool, man.",not hate speech
343,That's like a bigass puddle wrapped in blue plastic.,not hate speech
344,Didn't they have any good pools when you bought this one?,not hate speech
345,"Megan, that pool cost $3900.",not hate speech
346,"Okay, so how much do the good pools cost?",not hate speech
347," It's all right, baby.",not hate speech
348," It is kind of whack, huh?",not hate speech
349,I gotta go meet somebody.,hate speech
350,"It was nice seeing you again, Mike.",not hate speech
351,Nice... Good to see you.,not hate speech
352,Where you going?,not hate speech
353," Bye, sweetie.",not hate speech
354, Bye.,not hate speech
355,I thought you were on vacation.,not hate speech
356,"So glad you could join us, Mike.",hate speech
357,"I'm telling you, spending time like this make a partnership strong.",not hate speech
358,"Mike, can I see you by my stupid pool?",not hate speech
359,"What's the deal, baby?",not hate speech
360,"Why you gotta always come over here and try to take over, Mike?",not hate speech
361, What are you talking about?,not hate speech
362," This is my family, man. Okay?",not hate speech
363, What are you talking about?,not hate speech
364, My place of peace.,not hate speech
365,Are you taking medication?,hate speech
366,"You taking medicine for the thing, right?",not hate speech
367, What'd I do?,not hate speech
368, Forget it. Just forget it.,not hate speech
369, What'd I do?,not hate speech
370, Mason. Go fetch.,hate speech
371,"Oh, shit!",not hate speech
372,"Now, that shit is funny.",hate speech
373,That's some funny shit.,not hate speech
374,"Oh, man, hold up.",not hate speech
375,"Yo, Lowrey, you hot.",not hate speech
376,Thirtynine hundred dollars.,not hate speech
377,Thirtynine hundred.,not hate speech
378,"You better pray to God you right this time. Yo, dry off, sweetheart.",not hate speech
379,Icepick said the Haitian Zoepounds about to do a rip. Let's move.,hate speech
380,"All right, guys, smarten up.",not hate speech
381,Talk to me.,not hate speech
382,"Eyes on, agents. Good luck.",not hate speech
383,This is 105.,not hate speech
384,They're backing in.,not hate speech
385,I got a good look.,hate speech
386, We got a good eyeball.,hate speech
387," All right, we're in.",hate speech
388,What's up?,not hate speech
389,You come highly recommended out of New York.,not hate speech
390,You did some good jobs for our Russian crew up there.,not hate speech
391,How old are you?,not hate speech
392,Old enough.,not hate speech
393,Come on. If you want to move this stuff you gotta do it quick.,not hate speech
394,"Wow, nice getup. You can start to run these through.",not hate speech
395,I'd like to see how your machine works.,not hate speech
396,"Ooh, that sounded dirty.",hate speech
397,"""I would like to see how your machine works, baby."" I wouldn't be so crude.",hate speech
398,"I mean, I'm more of a refined kind of a human being.",hate speech
399,You follow ballet?,not hate speech
400,Three of my cousins are dancing with the Bolshoi Theatre in Moscow.,not hate speech
401,I like hippiehop too.,hate speech
402,I gave you 5000.,not hate speech
403,You gave me 4900.,not hate speech
404, I gave you 5000.,not hate speech
405, 4900.,not hate speech
406, 5000.,not hate speech
407, Count it.,not hate speech
408,"If you want to fuck with me again, find yourself another chump.",not hate speech
409,Okay.,not hate speech
410, How much?,not hate speech
411, Three.,not hate speech
412,Look at this. Money everywhere.,hate speech
413,Clean it up.,not hate speech
414,"Okay, we want to change a little over $3 million, all right?",not hate speech
415,How many jobs did you do with my friends up there in New York?,not hate speech
416,Quite a few.,not hate speech
417,How you behave with me has consequences for a lot of people.,not hate speech
418,"You found me, not the other way around.",not hate speech
419,You need me to change small bills to large ones and deliver to a third party.,hate speech
420,I bet he'd like his money in a timely fashion.,hate speech
421,"Delivery's late, it's your ass, not mine.",not hate speech
422,"Here's 50,000 in 100s for your 50,000 in 10s.",not hate speech
423,Third party takes his million in these five briefcases here.,not hate speech
424," I hope I'm not losing you, chief.",not hate speech
425, I hate math.,not hate speech
426,So for your $3 million that we shrunk for you...,hate speech
427,...you get 2 million in clean money back.,hate speech
428,"Less our percentage: $300,000.",not hate speech
429, I'll be delivering these to your dealer.,not hate speech
430, Alexei.,not hate speech
431, What?,not hate speech
432, We're giving too fucking much away.,not hate speech
433,We take all the risk.,hate speech
434,And our suppliers take too much of our profit.,not hate speech
435,"Yeah, we'll call the general, renegotiate.",not hate speech
436,"He's a businessman, we're businessmen.",hate speech
437,"Yeah, call him.",not hate speech
438,You call.,not hate speech
439,"Agents, we're on the move to the money drop.",hate speech
440,Forward.,not hate speech
441,"Hey, man, the truck's leaving.",not hate speech
442,We're going to follow it.,not hate speech
443,Don't lose that truck.,not hate speech
444,Follow that truck. Follow that truck.,not hate speech
445,"Yep, they saddling up.",not hate speech
446,Look like Icepick came through.,hate speech
447,Wonder whose shit they about to rip now?,not hate speech
448,"Falcon One, do you see her?",not hate speech
449,Stand by.,not hate speech
450,"I don't want to get spotted, take a burn.",hate speech
451,"Zoepound a bunch of pirates, man.",hate speech
452,Steal anything.,not hate speech
453,Black Suburban at 10 o'clock.,not hate speech
454,"Oh, come on, baby.",not hate speech
455,Park it at the top.,not hate speech
456,"Roberto, she's coming to you.",not hate speech
457,I got her.,not hate speech
458,"This is Falcon One, guys.",not hate speech
459,I got her coming up.,not hate speech
460,"Heads up, guys.",hate speech
461,I got an orange muscle car.,not hate speech
462,Looks to be three black male occupants.,hate speech
463,It's out of our field of vision.,hate speech
464,Bring it up.,not hate speech
465,"All right, be aware, we got three bogeys unidentified.",hate speech
466,"Guys, we got three bogeys.",hate speech
467,They're splitting up. They're moving.,not hate speech
468,Be aware. They're approaching...,not hate speech
469,Shit. Shit.,not hate speech
470," Fuck, it's a hit!",hate speech
471, Shit.,not hate speech
472,Agent down. Agent down.,not hate speech
473,"Roberto, fucking follow them!",not hate speech
474, I'm on it! I'm on it!,not hate speech
475, Shit!,not hate speech
476,Stay here!,hate speech
477,Son of a bitch!,hate speech
478,It's Syd!,not hate speech
479,Move! Move!,not hate speech
480,"Man, what is your sister into?",not hate speech
481,Sidewalk! Sidewalk!,not hate speech
482,Move! Move!,not hate speech
483,Shit.,not hate speech
484, Shit!,not hate speech
485," I need backup on Canal, now!",not hate speech
486,You just get ready to shoot.,not hate speech
487,Police!,not hate speech
488,Stop the car!,hate speech
489,"Man, your badge?! He has a gun!",hate speech
490,Shoot him!,hate speech
491,"Mike, she's in trouble, man.",not hate speech
492,Move! Get out of the way!,hate speech
493,I think I done just got mad.,hate speech
494, Gun! Gun! Gun!,not hate speech
495, Hold on.,not hate speech
496,Now show them your badge!,hate speech
497, This shit is crazy.,not hate speech
498," I know, right?",not hate speech
499,Move! Move!,not hate speech
500,Get the world down here!,hate speech
501,Shit!,not hate speech
502,Go! Go!,not hate speech
503,Get out!,hate speech
504,"You, drive!",not hate speech
505,Go!,not hate speech
506,"Go, go, go, Mike! Punch that shit!",hate speech
507,Punch it!,not hate speech
508,Kill the fucker!,not hate speech
509,Shit!,not hate speech
510,Move! Move!,not hate speech
511," Don't lose her, Mike!",not hate speech
512, This is what I do!,not hate speech
513,Shit! Shit.,not hate speech
514,Definitely shoot that motherfucker that just...,hate speech
515,"Oh, man, my headlight.",not hate speech
516,Shoot back! Shoot back!,hate speech
517,Shoot! Shoot!,not hate speech
518,What the...?!,not hate speech
519,"What are you doing, man?",not hate speech
520, That's my bad.,not hate speech
521, Shoot outside!,hate speech
522,Pay attention to what you're doing.,not hate speech
523,These dudes is off the chain!,hate speech
524,Jesus! Fuck!,not hate speech
525, This is some sick shit!,not hate speech
526," Yep, it's about to get sicker.",hate speech
527,Watch out! Watch out!,not hate speech
528,"Oh, sh...!",not hate speech
529," Oh, they are not about to do that.",not hate speech
530," Hell, yes, they are!",not hate speech
531,Go!,not hate speech
532, You see that?!,not hate speech
533, They throwing cars! How can I not?!,not hate speech
534," I'm just trying to help, okay?!",not hate speech
535, You know what'd be fucking helpful?,not hate speech
536,Just shut the fuck up and let me drive!,hate speech
537,Let's try that!,not hate speech
538,"Hey, come on, man, with the screaming shit!",not hate speech
539,I'm concentrating on dodging these fuckers.,not hate speech
540,Just relax.,not hate speech
541, That was a flip!,hate speech
542, That motherfucker flipped!,not hate speech
543, That one puckered up my butthole.,not hate speech
544, Almost fucking crushed my head.,not hate speech
545,The boat!,not hate speech
546,"I lost them. Yeah, I've got your cargo to the backup drop point.",not hate speech
547,"Attention all units, suspects still at large.",not hate speech
548,There she is.,not hate speech
549,"What the fuck is going on, Syd?",not hate speech
550,Some desk you're driving.,not hate speech
551,"Get over here, I'm undercover.",not hate speech
552,And please call off your dogs.,not hate speech
553,"I got DEA watching my back, so don't blow my case.",not hate speech
554, We saved your life.,not hate speech
555, And I appreciate that.,not hate speech
556,What I don't appreciate is you two following me here...,not hate speech
557,...nearly burning a case that took five months to set up.,not hate speech
558,So now we lie to each other?,hate speech
559,Is that what we do?,hate speech
560, What do you want me to do?,not hate speech
561, All right.,not hate speech
562," Fuck that, Mike, she's wrong.",not hate speech
563, Calm down. Relax.,not hate speech
564,"Syd, are there drugs in that truck?",not hate speech
565, There's cash.,hate speech
566, Where's it going?,not hate speech
567, I can't tell you that.,not hate speech
568, Why not?,not hate speech
569,"Because I have a career and if I want to keep it, I have rules to follow.",not hate speech
570,What's that mean?,not hate speech
571,"My orders are, under no circumstances share information with Miami PD...",not hate speech
572,...because they got too many leaks.,hate speech
573, Oh. I'm Miami PD now?,not hate speech
574,"You done forgot I'm your big brother, huh?",not hate speech
575,"You know what, Syd, that shit you did was reckless...",not hate speech
576,...it was stupid and it was dangerous.,not hate speech
577,Okay?,not hate speech
578,I'm telling Mommy. Okay?,not hate speech
579,I'm definitely leaking that shit.,not hate speech
580,"Hey, Marcus...",not hate speech
581,"Syd, come on, he got a point.",not hate speech
582,Your brother loves you.,not hate speech
583,Not to mention a little thing called professional courtesy.,hate speech
584,"You bouncing in somebody's yard, you should let them know about it.",not hate speech
585,First time using your gun?,not hate speech
586,"Hey, you handled yourself very well.",not hate speech
587,Too bad your partner didn't notice.,hate speech
588,Thanks.,not hate speech
589,Think you get off that easy? You been working this for five months?,not hate speech
590,How come you ain't tell me in New York?,not hate speech
591, What would you have said?,not hate speech
592, I would've...,not hate speech
593,"I'd have let you know this job is rugged, you know.",not hate speech
594,It's dangerous. And if something happen to you I might...,not hate speech
595,Exactly why I didn't say anything.,not hate speech
596,Somebody's stealing your money.,not hate speech
597,The drop's done. I gotta go.,not hate speech
598,Thanks.,not hate speech
599,We gotta close this case before it get her killed.,not hate speech
600,"Yeah, no doubt.",hate speech
601,"You ready to go back to the station, get our asses whupped?",hate speech
602,I think we gonna be all right.,not hate speech
603,Fellas.,not hate speech
604,What's your job description?,not hate speech
605,"No, you two.",not hate speech
606,What is your job description?,not hate speech
607,I'll tell you.,not hate speech
608,TNT: Tactical Narcotics Team.,not hate speech
609,"Keyword: ""tactical."" ""Displaying finesse and subtlety in achieving a goal!"" Tell me, gentlemen...",not hate speech
610,...what was subtle about your work today?,not hate speech
611,Twentytwo cars...,not hate speech
612,"...and a boat, totaled?",hate speech
613,How did you sink a boat?,not hate speech
614,We didn't sink it.,not hate speech
615,Whoosah.,not hate speech
616,"All right, the positive.",hate speech
617,Thank God no cops died.,not hate speech
618,The negative: I got a police commissioner so far up my ass...,hate speech
619,...if he spits it's coming out of my mouth.,hate speech
620,But I know that there's always two sides to a story.,hate speech
621,"So, what's yours?",not hate speech
622,"Well, I was at a family barbecue.",not hate speech
623,We got a tip that the Zoepounders...,hate speech
624,...were gonna do a hit on cash or drugs from this bigtime XMan.,hate speech
625,That's what they call a ecstasy dealer on the streets.,not hate speech
626,"Marcus, I know what they call them.",not hate speech
627,That's why I'm captain. It's cool.,not hate speech
628,So you got the drugs.,hate speech
629,"No drugs. Oh, okay. All right.",not hate speech
630,How about the money?,hate speech
631, No money.,not hate speech
632, Nope.,not hate speech
633,Then who is this XMan?,hate speech
634,"Captain, I was at a family barbecue.",not hate speech
635,So I...,hate speech
636,"We don't know, but we are going to find out.",hate speech
637,"Well, then all that...",hate speech
638,...was for nothing?,not hate speech
639, We didn't do all of that.,not hate speech
640,If you look close...,hate speech
641,Watch. Hold up. Let me s...,not hate speech
642,There's DEA all over.,hate speech
643,"Wait, the... Wait, hold up.",not hate speech
644,The DEA? Without consulting me?!,hate speech
645,That's a DEA car right there.,not hate speech
646,Christ! Fuck!,not hate speech
647,Cap. No. Remember your pressure points.,not hate speech
648,Do my... My exercises.,not hate speech
649, Holler at your boy.,not hate speech
650, Whoosah.,not hate speech
651,Twentyone thousand?,not hate speech
652,What?!,not hate speech
653,"Oh, kiss my black ass.",not hate speech
654,It was the dashboard.,not hate speech
655, You know what?,not hate speech
656, Better.,not hate speech
657,"Yeah, you'll get your money.",not hate speech
658,Somebody's on they way with your money.,not hate speech
659,Is it possible we could discuss potential reimbursement...,hate speech
660,We don't cover personal property.,not hate speech
661,That's why we drive police cars.,hate speech
662,So where do we go from here?,hate speech
663,"Zoepounders knew exactly when to hit the drop, where to hit the drop...",not hate speech
664,...so we figure they know where the cash is.,hate speech
665,"We find the cash, we find the XMan.",hate speech
666,"Hey, I'm through playing games, all right? I have three cops critical.",not hate speech
667,I got kids dying on my streets from soupedup X.,not hate speech
668,I do not want these animals taking over my city.,not hate speech
669,Do you understand?,not hate speech
670,"So I want you guys to do whatever you do, whatever it takes, but do it now.",not hate speech
671,"It's not good, boss.",hate speech
672,"Oh, my God.",not hate speech
673,Fucking ratones eating my fucking money.,not hate speech
674,"Carlos, this is a stupid fucking problem to have.",not hate speech
675,But it is a problem nonetheless.,not hate speech
676,Rat fuckers.,not hate speech
677,Rat fuckers.,not hate speech
678,"Boss, it ended up crazy.",hate speech
679,This black chica working for the Russians was a maniac lunatic.,not hate speech
680,She saved your money.,not hate speech
681,She wasted some Haitians and got the load to the drop.,not hate speech
682,"Also, Roberto saw these two crazy gangbanger homeys.",hate speech
683," Oh, shit.",not hate speech
