,dialog,label_word_embedding_fox_news
283,Hey! Put your eyes up!,not hate speech
284,How about this guy?,hate speech
285,"Let's go. Hey, look straight ahead! Over here.",not hate speech
286,Look at me. That's it.,not hate speech
287,Is it this guy?,not hate speech
288, How about this guy?,not hate speech
289, No.,not hate speech
290,OK.,not hate speech
291,Look at this guy.,hate speech
292,How about him?,not hate speech
293,Hey! Straight ahead.,not hate speech
294,How about this guy?,hate speech
295,Is it him?,not hate speech
296,Give me an answer.,not hate speech
297,No.,hate speech
298," You satisfied, Officer?",not hate speech
299," No, I'm not satisfied.",not hate speech
300, He don't know. He can't help you.,hate speech
301," Yeah, yeah, your son doesn't know anything.",not hate speech
302," He said no, he can't help you.",not hate speech
303, I'll tell you what. Take a walk.,not hate speech
304, Go ahead. Go ahead. Take a walk.,hate speech
305," Come on, son. Let's go.",not hate speech
306,"All right, you guys can breathe again.",not hate speech
307,Beat it. Get out of my sight.,hate speech
308," We really fooled them, Dad.",hate speech
309," Yeah, we fooled them.",not hate speech
310,"I didn't rat, Dad, I didn't rat.",not hate speech
311,"No, you didn't rat.",not hate speech
312,"I did a good thing, right?",not hate speech
313,"Yeah, you did a good thing  you did a good thing for a bad man.",not hate speech
314,I did a good thing for a bad man.,hate speech
315,"I didn't understand that, not at nine years old.",hate speech
316,All I knew was...,not hate speech
317,a rat was the lowest thing anyone could be in my neighbourhood...,not hate speech
318,and I didn't rat.,not hate speech
319,"Daddy, why did you say I did a good thing for a bad man?",not hate speech
320,"Because sometimes in life you gotta do certain things that you gotta do, even though they're not right.",not hate speech
321,Do you understand what I'm saying?,not hate speech
322,No. It's just that I thought I did the right thing.,not hate speech
323,Now I'm not sure I did.,not hate speech
324,"You did do the right thing, and when you get older, you'll understand why.",not hate speech
325,"Your mother and I love you very, very much.",not hate speech
326,Tomorrow you take a ride on the bus with me. OK?,hate speech
327,City Island was the last stop on my father's route.,not hate speech
328,It was one of our favourite places.,not hate speech
329,It was like going on a vacation for a day.,not hate speech
330,My dad would listen to his jazz and we would talk about baseball.,hate speech
331,"Dad, can I have an ice cream?",hate speech
332,"We do our job first, and then I'll get you an ice cream.",hate speech
333, OK?,not hate speech
334," OK, Pop.",not hate speech
335,Here.,not hate speech
336," Let's play the game, Dad.",hate speech
337," OK, let's see how good you are today.",not hate speech
338,Who was the last player to win the Triple Crown?,not hate speech
339,Mickey Mantle.,not hate speech
340,"Batting average, 353.",not hate speech
341,"RBls, 130.",not hate speech
342,"Home runs, 52.",not hate speech
343," That's pretty good, son.",not hate speech
344," The best ballplayer that ever lived, Dad.",hate speech
345,Joe D's the greatest ballplayer.,hate speech
346,The Yankee Clipper.,not hate speech
347, 56game hitting streak.,not hate speech
348, That's right.,not hate speech
349," Nobody beat that. Right, Dad?",not hate speech
350," Nobody beat that, son.",not hate speech
351, Do you know why Joe D. Was so great?,not hate speech
352, Because he was Italian?,hate speech
353," Well, that's part of it.",not hate speech
354, Then why?,not hate speech
355,Because he had more talent than anybody.,hate speech
356, Talent?,not hate speech
357, That's right.,not hate speech
358,"Do I have talent, Dad?",not hate speech
359,Of course you have talent.,not hate speech
360,You got all the talent in the world.,not hate speech
361,Can I be a ballplayer?,hate speech
362,You can be anything you want to be.,not hate speech
363,"Remember, the saddest thing in life is wasted talent.",not hate speech
364,"You could have all the talent in the world, but if you don't do the right thing, then nothing happens.",not hate speech
365,"But when you do right, guess what, good things happen.",not hate speech
366, You hear me?,hate speech
367, You're right.,not hate speech
368, Let's go for that ice cream.,hate speech
369," Yeah, good.",not hate speech
370," I'm gonna shut the doors, right, Dad?",not hate speech
371, Yeah.,not hate speech
372,Ready? Watch it.,not hate speech
373, Got it?,not hate speech
374, I got it.,not hate speech
375,Wasted talent.,not hate speech
376,That was something my father would talk about all my life.,not hate speech
377,"Come on, let's hurry, so we can catch the start of the game.",hate speech
378,"'36,683 here to see the final game of the '60 Series.",hate speech
379,'And what a ball game they're looking at.,hate speech
380,"'Moose Skowron, with that infield hit deep to third...",not hate speech
381,'has picked up his twelfth World Series base hit in 1960.,not hate speech
382,"'Time called. Blanchard back... ' Come on, Sonny.",not hate speech
383,"'One out, unassisted, to Nelson, to end the sixth.",hate speech
384,'Southpaw hitter.,not hate speech
385,'And Elroy Face 'staring down to his battery mate Hal Smith.,hate speech
386,'Into the stretch now.,hate speech
387,The little man sets.,hate speech
388,'And here's the first one coming to Blanchard.,not hate speech
389,"'Outside and a ball.'  See you later, Pop.",not hate speech
390, OK.,not hate speech
391,"Get right upstairs, and watch the rest of the game. No hanging out, son.",not hate speech
392,"Hey, Lorenzo, how you doing?",not hate speech
393,Keep driving.,not hate speech
394,I want to talk to you.,not hate speech
395, Your kid is a good kid.,hate speech
396, Thanks.,not hate speech
397,Sonny really appreciates what you and your son did for him.,not hate speech
398,That's all right.,not hate speech
399,I'm just glad everything worked out.,not hate speech
400,He'd like to do something for you.,not hate speech
401,All you gotta do is drop some numbers off for us.,not hate speech
402,You're gonna get $150 a week.,not hate speech
403,Won't even have to get off the bus.,hate speech
404,"Tell him I appreciate it, but I got a city job.",not hate speech
405,If I get pinched I could lose it.,not hate speech
406, At least think about it.,hate speech
407, I just can't do it. It's not for me.,not hate speech
408,$150 a week. You don't want to think about it?,not hate speech
409,I can't do this. It's not for me.,hate speech
410,I can't do it.,hate speech
411,"Sonny's gonna be disappointed, but I'm gonna tell him what you said.",not hate speech
412,OK.,not hate speech
413,Stop the bus here.,hate speech
414,I want to get off.,not hate speech
415, They offered me a job today.,not hate speech
416, Doing what?,not hate speech
417,Numbers.,not hate speech
418,All I gotta do is pick up a piece of paper and drop it off on my round and they said they'll give me $150 a week.,hate speech
419,$150 a week? What did you say?,not hate speech
420,What do you think I said?,not hate speech
421,I told him to forget it. It's not for me.,not hate speech
422,What?,not hate speech
423,I don't know. $150?,not hate speech
424,It's only numbers.,not hate speech
425, You think I should've took it?,not hate speech
426, I don't know.,not hate speech
427,"Yeah, but, come on, you know...",not hate speech
428,"You get involved with those guys, next thing, you know, one, two three...",not hate speech
429,I don't know...,hate speech
430,I don't like the way you look.,hate speech
431,Maybe you're right.,not hate speech
432, I'm going to check on the baby.,not hate speech
433, Come here.,not hate speech
434, What?,not hate speech
435, Come here.,not hate speech
436,"You're not sorry you got stuck with a bus driver, are you?",hate speech
437, I fell in love with your uniform.,not hate speech
438, Yeah.,not hate speech
439,"The day of the funeral, I felt really bad.",hate speech
440,"I realised that a man had died, and I had lied and committed a mortal sin.",hate speech
441,And I wanted God to forgive me.,not hate speech
442,"Bless me, Father, for I have sinned.",not hate speech
443,"It has been one month since my last confession, and these are my sins: I missed mass on Sunday twice, I lied about witnessing a murder once, I ate meat on Friday once.",not hate speech
444,Wait a minute. Can you back up a little bit and say that again?,not hate speech
445,I ate meat on Friday once?,not hate speech
446,Not that one.,hate speech
447,Back up a little more.,not hate speech
448, I lied about witnessing a murder?,hate speech
449," Yeah, that's the one.",not hate speech
450,Do you realise what you said?,not hate speech
451,"It was only once, Father.",not hate speech
452, Do you know what the fifth is?,not hate speech
453," Yes, Father, I know what the fifth is.",hate speech
454,"The fifth is, ""I refuse to answer on the grounds that I might incrimin..."" The Fifth Commandment!",not hate speech
455,"""Thou shall not kill."" That's right. Now, I want you to tell me what happened.",not hate speech
456,"No, Father, I'm not telling nobody nothing.",not hate speech
457,"Don't be afraid, my son.",not hate speech
458,Nobody's more powerful than God.,not hate speech
459,"I don't know about that, Father.",hate speech
460,"Your guy's bigger than my guy up there, but my guy's bigger than your guy down here.",not hate speech
461,You got a point. Five Our Fathers and five Hail Marys for your penance.,not hate speech
462,For a murder rap?,hate speech
463,"That's not bad, Father.",not hate speech
464, What did you say?,not hate speech
465," Bye, Father!",not hate speech
466,It was great to be Catholic and go to confession.,hate speech
467,You could start over every week.,not hate speech
468,"Hey, kid!",not hate speech
469,"Come on, Sonny wants to see you.",not hate speech
470,Nobody's going to grab that bike.,not hate speech
471,They're good kids.,not hate speech
472,They just did a piece of work for me.,not hate speech
473, Put them in.,hate speech
474," It's up to you, Sonny.",not hate speech
475,"Here's the kid, Sonny.",not hate speech
476,Go ahead. Don't be afraid.,hate speech
477,"How you doing, kid?",not hate speech
478,Good.,hate speech
479,We finally meet facetoface.,hate speech
480,Are you afraid of me?,hate speech
481, No.,not hate speech
482, That's good.,not hate speech
483,What's your name?,not hate speech
484,Calogero.,not hate speech
485,That's a big name.,not hate speech
486,You got a nickname or something?,hate speech
487,No.,hate speech
488, What do your friends call you?,not hate speech
489, Calogero.,not hate speech
490,That makes sense.,not hate speech
491," What are you, a Yankee fan?",not hate speech
492, Yeah.,not hate speech
493,Sit down.,not hate speech
494,"Now, come over here.",not hate speech
495,"Sit over here, next to me.",hate speech
496,Come here.,not hate speech
497,"So, you must be pretty upset after the Yankees lost.",not hate speech
498,"Bill Mazeroski, I hate him.",not hate speech
499,He made Mickey Mantle cry.,not hate speech
500,The papers said that Mick was crying.,not hate speech
501,Mickey Mantle?,not hate speech
502,Is that what you're upset about?,not hate speech
503,"Mantle makes $100,000 a year.",not hate speech
504,How much does your father make?,not hate speech
505,I don't know.,not hate speech
506,"You don't know? Well, see, if your father can't pay the rent, go ask Mickey Mantle, see what he tells you.",not hate speech
507,"Mickey Mantle don't care about you, so why should you care about him?",not hate speech
508,Nobody cares.,not hate speech
509, Can I ask you something?,not hate speech
510, Sure.,not hate speech
511,Did you shoot that man over a parking space?,hate speech
512,"When you get older, you'll understand.",not hate speech
513,"(Calogero) From that day on, I never felt the same about the Yankees again.",not hate speech
514,I started spending a lot of time with Sonny.,not hate speech
515,I would come home from school and sneak away any chance I got.,not hate speech
516,"I would serve the guys drinks and coffee, and they would give me tips.",not hate speech
517, Bet!,not hate speech
518, I'll lay a hundred.,not hate speech
519,"Come on, Sonny!",not hate speech
520, Son of a bitch!,not hate speech
521, I don't believe it!,not hate speech
522,I should fucking break his arm.,not hate speech
523,"Here, kid, this is for you.",not hate speech
524," Sonny, loan me a hundred.",not hate speech
525, You know what's gonna happen!,not hate speech
526, I feel it! Please!,not hate speech
527, Give him a hundred.,not hate speech
528," I'm in, I'm in!",not hate speech
529, Go ahead. Give him the dice.,not hate speech
530, Give him the dice.,not hate speech
531," I'm in, I'm in!",not hate speech
532, It's fucking hot.,not hate speech
533," Come on, Mush, make a donation.",not hate speech
534," Come on, Mush, get this over with.",not hate speech
535," Come on, dice.",not hate speech
536,Baby needs a new pair of shoes.,not hate speech
537,"Come on, seven!",not hate speech
538,"Come on, dice!",not hate speech
539,And there's a seven!,hate speech
540,I don't even have to look.,hate speech
541, Craps! I'm out!,not hate speech
542, Get out of here.,not hate speech
543, Get him out of here!,hate speech
544, Man never hit a number in his life!,hate speech
545, Bring the dice up here.,not hate speech
546, Where's the kid?,not hate speech
547,"Sonny, do me a favour, put this coffee on my tab?",not hate speech
548,Get the fuck out of here.,hate speech
549,Where's the kid?,not hate speech
550,I'll tell you what.,not hate speech
551,The kid's gonna throw the dice for me.,not hate speech
552,"Sonny, don't let this kid throw the dice!",hate speech
553, Anybody got a problem with that?,not hate speech
554, It's all right. No problem.,not hate speech
555,I want you to throw the dice for me.,not hate speech
556," I don't know how to play dice, Sonny.",hate speech
557, It's OK. You don't have to know.,not hate speech
558, You just listen to me. Hear what I said?,not hate speech
559, OK.,not hate speech
560,I'll tell you what.,not hate speech
561,Put $500 down on the kid.,not hate speech
562,I got a hundred!,hate speech
563,Hey!,not hate speech
564,"Stop fucking leaning on me, please? Huh?",not hate speech
565,"Come on, you're breathing all over me, all right?",not hate speech
566,"Hey, JoJo, relax!",not hate speech
567,I'm trying to get a bet in.,hate speech
568,"I wanna play too, you know!",not hate speech
569,I know you can do it.,not hate speech
570,"You got to hit the wall, kid.",not hate speech
571,"Come on, you can do it.",not hate speech
572,Hit the wall.,not hate speech
573, You can do it.,not hate speech
574," Wait, wait, wait...",hate speech
575,"Wait, wait, wait, I'm betting on Sonny.",hate speech
576,Hey! I don't want your money touching my money.,not hate speech
577," What's the matter, it's counterfeit?",not hate speech
578, I don't want your money in the same...,hate speech
579,My money's no good no more? Why?,not hate speech
580,"Why? Cos you're a fucking jinx, that's why!",not hate speech
581,Put him in the fucking bathroom!,not hate speech
582,Get him out of here!,hate speech
583,"Fucking get in there, you fucking loser mutt!",not hate speech
584,Leave him in there!,not hate speech
585, A fucking jinx!,hate speech
586, Shoot the dice.,hate speech
587,That's a lot of money on you.,hate speech
588,Come on.,not hate speech
589, Roll a seven. Come on.,not hate speech
590, Shoot the fucking dice. Hit the wall.,not hate speech
591,Seven!,not hate speech
592,Bring the dice up.,not hate speech
593,"Put $1,000 on seven.",not hate speech
594,"You can do it, all right?",not hate speech
595,You can do it. You...,not hate speech
596,"Giorgio, stop fucking breathing on me!",hate speech
597,You're killing me over here!,not hate speech
598,I'm on a win streak.,not hate speech
599,Stop breathing on me!,hate speech
600," Bobby, put him in the bathroom.",not hate speech
601," Sonny, Eddie's in there. He ain't gonna fit.",not hate speech
602,I don't give a fuck!,hate speech
603,Put him in!,not hate speech
604,Give me a another seven.,not hate speech
605,Shoot the fucking dice!,hate speech
606,Come on!,not hate speech
607,We got a four! That's all right.,hate speech
608,Four's what we got.,hate speech
609, Let's go! Shoot the dice!,hate speech
610, Give the kid another shot!,not hate speech
611,What's wrong with this money?,not hate speech
612,"What, is he crazy?",hate speech
613,"What is it, counterfeit?",not hate speech
614,I say the kid makes the four.,hate speech
615,Give me $500.,not hate speech
616,$500 more. Get your bets down.,not hate speech
617, Twentytwo on the hard four.,hate speech
618, I'll lay a hundred.,not hate speech
619, Who wants a gag on the four?,not hate speech
620," Oneforty, no gag.",not hate speech
621,"Oneforty, no gag. Put it down.",not hate speech
622, I say the kid makes the hard four.,hate speech
623," He'll never make the hard four, never.",hate speech
624,Come on. You can do it.,not hate speech
625," Don't worry, Sonny. I'll throw a seven.",hate speech
626," No, no seven!",not hate speech
627, Yeah! Hit a seven!,hate speech
628, Shut up! He ain't gonna throw no seven.,not hate speech
629,Do you believe this kid?,not hate speech
630,"Hey, I don't want anybody laughing at this kid, all right?",not hate speech
631,"Come on, no seven.",not hate speech
632,Sevens are not good now.,hate speech
633, Hit the wall.,not hate speech
634, Get a four. You can do it.,not hate speech
635,You gotta make the point.,not hate speech
636,You can do it.,not hate speech
637,"No, no, no...",not hate speech
638,"Frankie Coffeecake, no good.",hate speech
639,I don't want his face looking at that face when he's throwing my dice.,not hate speech
640,"No, no, no. Jimmy, get a towel from the bar. Put it over his head.",hate speech
641,"Come on, Sonny. I don't want a towel over my head. It's embarrassing.",not hate speech
642,Put him in the fucking bathroom.,not hate speech
643,Get him out of here.,not hate speech
644,Wait a minute. I got money here!,hate speech
645,Get the fuck out of here!,hate speech
646, Get him the fuck out!,not hate speech
647, Put him in the bathroom.,not hate speech
648,Get over here.,not hate speech
649, Rat bastard locked us in the bathroom.,not hate speech
650, It's degrading. Very degrading.,not hate speech
651,"Come on, I need that point.",not hate speech
652,Listen to me!,hate speech
653,Listen to me.,not hate speech
654,See that money over there? Look.,not hate speech
655,See that money?,not hate speech
656,Are we going to make this point?,not hate speech
657,Come on. We're gonna make this point. Attaboy!,not hate speech
658, Come on!,not hate speech
659, I need a 22 on the hard four.,hate speech
660,"Hey, don't get cocky, kid!",not hate speech
661, Just make the point.,not hate speech
662, Fucking kid.,not hate speech
663,Just make the point. Go ahead.,not hate speech
664,Come on.,not hate speech
665,I don't fucking believe it!,not hate speech
666,He did it!,not hate speech
667,Eleven. I made eleven passes in a row.,not hate speech
668,"I don't know how much money Sonny won, but it was a lot.",hate speech
669,"He would always say the working man was a sucker, and I was going to the best school in the world, the University of Belmont Ave, and I was getting two educations: One from the street and one from school.",hate speech
670,That way I'd be twice as smart as everybody.,not hate speech
671,"Hey, kid.",not hate speech
672, You did good.,not hate speech
673, Thanks.,not hate speech
674,Here.,not hate speech
675,That's it?,not hate speech
676,Here.,not hate speech
677,All right?,not hate speech
678, Go home. It's getting late.,not hate speech
679," See you later, Sonny.",not hate speech
680,Listen.,not hate speech
